run_id,entry_pc,steps,sfr_serial_events,sbuf_writes,uart_tx_candidates,status,notes
boot_4000_20260428T082556Z,0x4000,2000,0,0,0,rs485_commands_unresolved,no_confirmed_sbuf_payload_stream
boot_4100_20260428T082556Z,0x4100,10000,0,0,0,rs485_commands_unresolved,no_confirmed_sbuf_payload_stream
boot_4100_boot_4100_seed_x0030_zero_pointer_20260428T103215Z,0x4100,2000,0,0,0,rs485_commands_unresolved,no_confirmed_sbuf_payload_stream
boot_4100_boot_4100_seed_x0030_self_pointer_20260428T103216Z,0x4100,2000,0,0,0,rs485_commands_unresolved,no_confirmed_sbuf_payload_stream
boot_4100_boot_4100_seed_x0030_to_0200_ff_20260428T103217Z,0x4100,40,0,0,0,rs485_commands_unresolved,no_confirmed_sbuf_payload_stream
boot_4100_boot_4100_seed_x0030_to_0200_00_20260428T103218Z,0x4100,40,0,0,0,rs485_commands_unresolved,no_confirmed_sbuf_payload_stream
boot_4100_boot_4100_seed_x0030_to_0200_02_record_20260428T103219Z,0x4100,40,0,0,0,rs485_commands_unresolved,no_confirmed_sbuf_payload_stream
boot_4100_boot_4100_seed_x0030_to_0200_0a_record_20260428T103220Z,0x4100,40,0,0,0,rs485_commands_unresolved,no_confirmed_sbuf_payload_stream
boot_4100_boot_4100_seed_x0030_to_0200_ff_20260428T103226Z,0x4100,40,0,0,0,rs485_commands_unresolved,no_confirmed_sbuf_payload_stream
