run_id,scenario,firmware_file,function_addr,pc,count,first_step,last_step,possible_role,notes
packet_bridge_seeded_context_55AD_20260428T050616Z,packet_bridge_seeded_context,90CYE03_19_DKS.PZU,0x55AD,0x8495,8,1053,1256,loop_hotspot,emulation_observed
packet_bridge_seeded_context_55AD_20260428T050616Z,packet_bridge_seeded_context,90CYE03_19_DKS.PZU,0x55AD,0x55A8,7,6,54,loop_hotspot,emulation_observed
packet_bridge_seeded_context_55AD_20260428T050616Z,packet_bridge_seeded_context,90CYE03_19_DKS.PZU,0x55AD,0x55AB,7,7,55,loop_hotspot,emulation_observed
packet_bridge_seeded_context_55AD_20260428T050616Z,packet_bridge_seeded_context,90CYE03_19_DKS.PZU,0x55AD,0x55AC,7,8,56,loop_hotspot,emulation_observed
packet_bridge_seeded_context_55AD_20260428T050616Z,packet_bridge_seeded_context,90CYE03_19_DKS.PZU,0x55AD,0x565E,7,559,667,loop_hotspot,emulation_observed
packet_bridge_seeded_context_55AD_20260428T050616Z,packet_bridge_seeded_context,90CYE03_19_DKS.PZU,0x55AD,0x565F,7,560,668,loop_hotspot,emulation_observed
packet_bridge_seeded_context_55AD_20260428T050616Z,packet_bridge_seeded_context,90CYE03_19_DKS.PZU,0x55AD,0x5662,7,561,669,loop_hotspot,emulation_observed
packet_bridge_seeded_context_55AD_20260428T050616Z,packet_bridge_seeded_context,90CYE03_19_DKS.PZU,0x55AD,0x5663,7,562,670,loop_hotspot,emulation_observed
packet_bridge_seeded_context_55AD_20260428T050616Z,packet_bridge_seeded_context,90CYE03_19_DKS.PZU,0x55AD,0x5666,7,563,671,loop_hotspot,emulation_observed
packet_bridge_seeded_context_55AD_20260428T050616Z,packet_bridge_seeded_context,90CYE03_19_DKS.PZU,0x55AD,0x5667,7,564,672,loop_hotspot,emulation_observed
packet_bridge_seeded_context_55AD_20260428T050616Z,packet_bridge_seeded_context,90CYE03_19_DKS.PZU,0x55AD,0x5668,7,565,673,loop_hotspot,emulation_observed
packet_bridge_seeded_context_55AD_20260428T050616Z,packet_bridge_seeded_context,90CYE03_19_DKS.PZU,0x55AD,0x5698,7,902,1010,loop_hotspot,emulation_observed
packet_bridge_seeded_context_55AD_20260428T050616Z,packet_bridge_seeded_context,90CYE03_19_DKS.PZU,0x55AD,0x5699,7,903,1011,loop_hotspot,emulation_observed
packet_bridge_seeded_context_55AD_20260428T050616Z,packet_bridge_seeded_context,90CYE03_19_DKS.PZU,0x55AD,0x569C,7,904,1012,loop_hotspot,emulation_observed
packet_bridge_seeded_context_55AD_20260428T050616Z,packet_bridge_seeded_context,90CYE03_19_DKS.PZU,0x55AD,0x569D,7,905,1013,loop_hotspot,emulation_observed
packet_bridge_seeded_context_55AD_20260428T050616Z,packet_bridge_seeded_context,90CYE03_19_DKS.PZU,0x55AD,0x56A0,7,906,1014,loop_hotspot,emulation_observed
packet_bridge_seeded_context_55AD_20260428T050616Z,packet_bridge_seeded_context,90CYE03_19_DKS.PZU,0x55AD,0x56A1,7,907,1015,loop_hotspot,emulation_observed
packet_bridge_seeded_context_55AD_20260428T050616Z,packet_bridge_seeded_context,90CYE03_19_DKS.PZU,0x55AD,0x56A2,7,908,1016,loop_hotspot,emulation_observed
packet_bridge_seeded_context_55AD_20260428T050616Z,packet_bridge_seeded_context,90CYE03_19_DKS.PZU,0x55AD,0x55D3,1,62,62,loop_hotspot,emulation_observed
packet_bridge_seeded_context_55AD_20260428T050616Z,packet_bridge_seeded_context,90CYE03_19_DKS.PZU,0x55AD,0x55D4,1,63,63,loop_hotspot,emulation_observed
packet_bridge_seeded_context_55AD_20260428T050616Z,packet_bridge_seeded_context,90CYE03_19_DKS.PZU,0x55AD,0x55D7,1,64,64,loop_hotspot,emulation_observed
packet_bridge_seeded_context_55AD_20260428T050616Z,packet_bridge_seeded_context,90CYE03_19_DKS.PZU,0x55AD,0x55D8,1,65,65,loop_hotspot,emulation_observed
packet_bridge_seeded_context_55AD_20260428T050616Z,packet_bridge_seeded_context,90CYE03_19_DKS.PZU,0x55AD,0x55D9,1,66,66,loop_hotspot,emulation_observed
packet_bridge_seeded_context_55AD_20260428T050616Z,packet_bridge_seeded_context,90CYE03_19_DKS.PZU,0x55AD,0x55DC,1,67,67,loop_hotspot,emulation_observed
packet_bridge_seeded_context_55AD_20260428T050616Z,packet_bridge_seeded_context,90CYE03_19_DKS.PZU,0x55AD,0x55DD,1,68,68,loop_hotspot,emulation_observed
