run_id,entry_pc,step,pc,access_type,space,addr,value,role_candidate,nearby_code_context,evidence_level,confidence,notes
boot_4000_20260428T082556Z,0x4000,319,0x4159,write,sfr,0x00D0,0x00,cpu_internal_sfr,register_state_update,emulation_observed,high,internal_8051_sfr_not_display_evidence
boot_4000_20260428T082556Z,0x4000,320,0x415B,write,sfr,0x0083,0x1F,cpu_internal_sfr,register_state_update,emulation_observed,high,internal_8051_sfr_not_display_evidence
boot_4000_20260428T082556Z,0x4000,323,0x4113,write,sfr,0x00D0,0x80,cpu_internal_sfr,register_state_update,emulation_observed,high,internal_8051_sfr_not_display_evidence
boot_4000_20260428T082556Z,0x4000,324,0x4119,write,sfr,0x00D0,0x80,cpu_internal_sfr,register_state_update,emulation_observed,high,internal_8051_sfr_not_display_evidence
boot_4000_20260428T082556Z,0x4000,327,0x4155,write,sfr,0x0082,0x00,cpu_internal_sfr,register_state_update,emulation_observed,high,internal_8051_sfr_not_display_evidence
boot_4000_20260428T082556Z,0x4000,329,0x4159,write,sfr,0x00D0,0x00,cpu_internal_sfr,register_state_update,emulation_observed,high,internal_8051_sfr_not_display_evidence
boot_4000_20260428T082556Z,0x4000,330,0x415B,write,sfr,0x0083,0x20,cpu_internal_sfr,register_state_update,emulation_observed,high,internal_8051_sfr_not_display_evidence
boot_4000_20260428T082556Z,0x4000,333,0x4113,write,sfr,0x00D0,0x80,cpu_internal_sfr,register_state_update,emulation_observed,high,internal_8051_sfr_not_display_evidence
boot_4000_20260428T082556Z,0x4000,334,0x4119,write,sfr,0x00D0,0x80,cpu_internal_sfr,register_state_update,emulation_observed,high,internal_8051_sfr_not_display_evidence
boot_4000_20260428T082556Z,0x4000,337,0x4155,write,sfr,0x0082,0x08,cpu_internal_sfr,register_state_update,emulation_observed,high,internal_8051_sfr_not_display_evidence
boot_4000_20260428T082556Z,0x4000,339,0x4159,write,sfr,0x00D0,0x00,cpu_internal_sfr,register_state_update,emulation_observed,high,internal_8051_sfr_not_display_evidence
boot_4000_20260428T082556Z,0x4000,340,0x415B,write,sfr,0x0083,0x21,cpu_internal_sfr,register_state_update,emulation_observed,high,internal_8051_sfr_not_display_evidence
boot_4000_20260428T082556Z,0x4000,343,0x4113,write,sfr,0x00D0,0x80,cpu_internal_sfr,register_state_update,emulation_observed,high,internal_8051_sfr_not_display_evidence
boot_4000_20260428T082556Z,0x4000,344,0x4119,write,sfr,0x00D0,0x80,cpu_internal_sfr,register_state_update,emulation_observed,high,internal_8051_sfr_not_display_evidence
boot_4000_20260428T082556Z,0x4000,347,0x4155,write,sfr,0x0082,0x10,cpu_internal_sfr,register_state_update,emulation_observed,high,internal_8051_sfr_not_display_evidence
boot_4000_20260428T082556Z,0x4000,349,0x4159,write,sfr,0x00D0,0x00,cpu_internal_sfr,register_state_update,emulation_observed,high,internal_8051_sfr_not_display_evidence
boot_4000_20260428T082556Z,0x4000,350,0x415B,write,sfr,0x0083,0x22,cpu_internal_sfr,register_state_update,emulation_observed,high,internal_8051_sfr_not_display_evidence
boot_4000_20260428T082556Z,0x4000,353,0x4113,write,sfr,0x00D0,0x80,cpu_internal_sfr,register_state_update,emulation_observed,high,internal_8051_sfr_not_display_evidence
boot_4000_20260428T082556Z,0x4000,354,0x4119,write,sfr,0x00D0,0x80,cpu_internal_sfr,register_state_update,emulation_observed,high,internal_8051_sfr_not_display_evidence
boot_4000_20260428T082556Z,0x4000,357,0x4155,write,sfr,0x0082,0x18,cpu_internal_sfr,register_state_update,emulation_observed,high,internal_8051_sfr_not_display_evidence
boot_4000_20260428T082556Z,0x4000,359,0x4159,write,sfr,0x00D0,0x00,cpu_internal_sfr,register_state_update,emulation_observed,high,internal_8051_sfr_not_display_evidence
boot_4000_20260428T082556Z,0x4000,360,0x415B,write,sfr,0x0083,0x23,cpu_internal_sfr,register_state_update,emulation_observed,high,internal_8051_sfr_not_display_evidence
boot_4000_20260428T082556Z,0x4000,363,0x4113,write,sfr,0x00D0,0x80,cpu_internal_sfr,register_state_update,emulation_observed,high,internal_8051_sfr_not_display_evidence
boot_4000_20260428T082556Z,0x4000,364,0x4119,write,sfr,0x00D0,0x80,cpu_internal_sfr,register_state_update,emulation_observed,high,internal_8051_sfr_not_display_evidence
boot_4000_20260428T082556Z,0x4000,367,0x4155,write,sfr,0x0082,0x20,cpu_internal_sfr,register_state_update,emulation_observed,high,internal_8051_sfr_not_display_evidence
boot_4000_20260428T082556Z,0x4000,369,0x4159,write,sfr,0x00D0,0x00,cpu_internal_sfr,register_state_update,emulation_observed,high,internal_8051_sfr_not_display_evidence
boot_4000_20260428T082556Z,0x4000,370,0x415B,write,sfr,0x0083,0x24,cpu_internal_sfr,register_state_update,emulation_observed,high,internal_8051_sfr_not_display_evidence
boot_4000_20260428T082556Z,0x4000,373,0x4113,write,sfr,0x00D0,0x80,cpu_internal_sfr,register_state_update,emulation_observed,high,internal_8051_sfr_not_display_evidence
boot_4000_20260428T082556Z,0x4000,374,0x4119,write,sfr,0x00D0,0x80,cpu_internal_sfr,register_state_update,emulation_observed,high,internal_8051_sfr_not_display_evidence
boot_4000_20260428T082556Z,0x4000,377,0x4155,write,sfr,0x0082,0x28,cpu_internal_sfr,register_state_update,emulation_observed,high,internal_8051_sfr_not_display_evidence
boot_4000_20260428T082556Z,0x4000,379,0x4159,write,sfr,0x00D0,0x00,cpu_internal_sfr,register_state_update,emulation_observed,high,internal_8051_sfr_not_display_evidence
boot_4000_20260428T082556Z,0x4000,380,0x415B,write,sfr,0x0083,0x25,cpu_internal_sfr,register_state_update,emulation_observed,high,internal_8051_sfr_not_display_evidence
boot_4000_20260428T082556Z,0x4000,383,0x4113,write,sfr,0x00D0,0x80,cpu_internal_sfr,register_state_update,emulation_observed,high,internal_8051_sfr_not_display_evidence
boot_4000_20260428T082556Z,0x4000,384,0x4119,write,sfr,0x00D0,0x80,cpu_internal_sfr,register_state_update,emulation_observed,high,internal_8051_sfr_not_display_evidence
boot_4000_20260428T082556Z,0x4000,387,0x4155,write,sfr,0x0082,0x30,cpu_internal_sfr,register_state_update,emulation_observed,high,internal_8051_sfr_not_display_evidence
boot_4000_20260428T082556Z,0x4000,389,0x4159,write,sfr,0x00D0,0x00,cpu_internal_sfr,register_state_update,emulation_observed,high,internal_8051_sfr_not_display_evidence
boot_4000_20260428T082556Z,0x4000,390,0x415B,write,sfr,0x0083,0x26,cpu_internal_sfr,register_state_update,emulation_observed,high,internal_8051_sfr_not_display_evidence
boot_4000_20260428T082556Z,0x4000,393,0x4113,write,sfr,0x00D0,0x80,cpu_internal_sfr,register_state_update,emulation_observed,high,internal_8051_sfr_not_display_evidence
boot_4000_20260428T082556Z,0x4000,394,0x4119,write,sfr,0x00D0,0x80,cpu_internal_sfr,register_state_update,emulation_observed,high,internal_8051_sfr_not_display_evidence
boot_4000_20260428T082556Z,0x4000,397,0x4155,write,sfr,0x0082,0x38,cpu_internal_sfr,register_state_update,emulation_observed,high,internal_8051_sfr_not_display_evidence
boot_4000_20260428T082556Z,0x4000,399,0x4159,write,sfr,0x00D0,0x00,cpu_internal_sfr,register_state_update,emulation_observed,high,internal_8051_sfr_not_display_evidence
boot_4000_20260428T082556Z,0x4000,400,0x415B,write,sfr,0x0083,0x27,cpu_internal_sfr,register_state_update,emulation_observed,high,internal_8051_sfr_not_display_evidence
boot_4000_20260428T082556Z,0x4000,403,0x4113,write,sfr,0x00D0,0x80,cpu_internal_sfr,register_state_update,emulation_observed,high,internal_8051_sfr_not_display_evidence
