run_id,firmware_file,function_addr,step,pc,op,args,acc_before,acc_after,dptr_before,dptr_after,r0,r1,r2,r3,r4,r5,r6,r7,xdata_addr,xdata_value,trace_type,notes
packet_bridge_default_5A7F_20260427T165433Z,90CYE03_19_DKS.PZU,0x5A7F,1,0x5A7F,0x25,,,,,,,,,,,,,,,,unsupported_opcode,unsupported_opcode 0x25 at 0x5A7F
