run_id,entry_pc,step,pc,access_type,space,addr,value,role_candidate,branch_dependency,evidence_level,confidence,notes
boot_4000_20260428T080929Z,0x4000,306,0x4153,read,sfr,0x0082,0xE8,unknown_input_candidate,,emulation_observed,low,port_like_sfr_read
boot_4000_20260428T080929Z,0x4000,309,0x4159,read,sfr,0x0083,0x1D,unknown_input_candidate,,emulation_observed,low,port_like_sfr_read
boot_4000_20260428T080929Z,0x4000,316,0x4153,read,sfr,0x0082,0xF0,unknown_input_candidate,,emulation_observed,low,port_like_sfr_read
boot_4000_20260428T080929Z,0x4000,319,0x4159,read,sfr,0x0083,0x1E,unknown_input_candidate,,emulation_observed,low,port_like_sfr_read
boot_4000_20260428T080929Z,0x4000,326,0x4153,read,sfr,0x0082,0xF8,unknown_input_candidate,,emulation_observed,low,port_like_sfr_read
boot_4000_20260428T080929Z,0x4000,329,0x4159,read,sfr,0x0083,0x1F,unknown_input_candidate,,emulation_observed,low,port_like_sfr_read
boot_4000_20260428T080929Z,0x4000,336,0x4153,read,sfr,0x0082,0x00,unknown_input_candidate,,emulation_observed,low,port_like_sfr_read
boot_4000_20260428T080929Z,0x4000,339,0x4159,read,sfr,0x0083,0x20,unknown_input_candidate,,emulation_observed,low,port_like_sfr_read
boot_4000_20260428T080929Z,0x4000,346,0x4153,read,sfr,0x0082,0x08,unknown_input_candidate,,emulation_observed,low,port_like_sfr_read
boot_4000_20260428T080929Z,0x4000,349,0x4159,read,sfr,0x0083,0x21,unknown_input_candidate,,emulation_observed,low,port_like_sfr_read
boot_4000_20260428T080929Z,0x4000,356,0x4153,read,sfr,0x0082,0x10,unknown_input_candidate,,emulation_observed,low,port_like_sfr_read
boot_4000_20260428T080929Z,0x4000,359,0x4159,read,sfr,0x0083,0x22,unknown_input_candidate,,emulation_observed,low,port_like_sfr_read
