branch,file,function_addr,evidence_type,score,confidence,role_candidate,basic_block_count,internal_block_count,incoming_lcalls,call_count,xdata_read_count,xdata_write_count,movc_count,conditional_branch_count,loop_like_score,bit_operation_count,immediate_hits,xdata_hits,related_calls,notes
A03_A04,A03_26.PZU,0x886D,common_mash_dispatcher_candidate,4.550,low,dispatcher_or_router,14,13,1,5,8,0,0,6,14,4,,0x3150;0x3153;0x3298;0x329B;0x329E,0x6B22;0x6B3A;0x88B8,common dispatcher candidate for MASH/address-loop
A03_A04,A03_26.PZU,0x497A,address_range_candidate,4.400,medium,dispatcher_or_router,65,64,0,90,8,5,0,33,78,10,0x01;0xA0,0x0035;0x3010;0x4E54;0x4FCE;0x4FCF;0x4FD0;0x50F9;0x7FF2;0x7FF4;0x8000;0xF801,0x6477;0x651B;0x67C3;0x67E8;0x683F;0x6913;0x691A;0x692E;0x693B;0x694E;0x69A3;0x69AC,address-range immediates + conditionals near loop-like control
A03_A04,A03_26.PZU,0x497A,event_queue_candidate,4.050,medium,dispatcher_or_router,65,64,0,90,8,5,0,33,78,10,0x01;0xA0,0x0035;0x3010;0x4E54;0x4FCE;0x4FCF;0x4FD0;0x50F9;0x7FF2;0x7FF4;0x8000;0xF801,0x6477;0x651B;0x67C3;0x67E8;0x683F;0x6913;0x691A;0x692E;0x693B;0x694E;0x69A3;0x69AC,event-queue candidate based on call density + state writes
A03_A04,A03_26.PZU,0x86C5,polling_loop_candidate,4.040,medium,state_update_worker,13,12,1,3,7,4,0,8,8,2,0x01,0x0001;0x3416;0x4DB8;0x4DB9;0x4DBA;0x4DBB,0x6B58;0x8702,loop-heavy function with repeated calls (polling hypothesis)
A03_A04,A03_26.PZU,0x9439,polling_loop_candidate,3.900,low,dispatcher_or_router,8,7,2,5,1,0,0,4,7,0,,0x328C,0x6913;0x6D2D;0x6D2E;0x6D6F,loop-heavy function with repeated calls (polling hypothesis)
A03_A04,A03_26.PZU,0x8741,common_mash_dispatcher_candidate,3.780,low,dispatcher_or_router,7,6,1,12,16,4,0,1,5,0,,0x3293;0x3294;0x7FF0;0x7FF2;0x7FF4;0x7FF6;0x7FF8,0x683F;0x694E;0x6D2E;0x6D83;0x6D88;0x6D8D;0x8781,common dispatcher candidate for MASH/address-loop
A03_A04,A03_26.PZU,0x810E,polling_loop_candidate,3.740,low,state_update_worker,7,6,1,3,11,4,0,3,7,1,,0x3010;0x3013;0x3031;0x329E;0x3415;0x3416;0x4D23;0x4DB5;0x4E0E;0x4E6A;0x4FCE;0x740D,0x69C6;0x6D2E,loop-heavy function with repeated calls (polling hypothesis)
A03_A04,A03_26.PZU,0x800B,event_queue_candidate,3.600,low,dispatcher_or_router,13,12,1,21,4,2,1,7,14,2,,0x3290;0x3291;0x3293;0x3295;0x329E,0x68E6;0x68F9;0x693B;0x69A3;0x69C6;0x6A15;0x6B96;0x6D2E;0x6D83;0x6DC7;0x708A;0x7099,event-queue candidate based on call density + state writes
A03_A04,A03_26.PZU,0x9439,common_mash_dispatcher_candidate,3.550,low,dispatcher_or_router,8,7,2,5,1,0,0,4,7,0,,0x328C,0x6913;0x6D2D;0x6D2E;0x6D6F,common dispatcher candidate for MASH/address-loop
A03_A04,A03_26.PZU,0x8904,led_control_candidate,3.400,low,dispatcher_or_router,34,33,1,14,15,2,0,17,23,6,0x01,0x3298;0x3299;0x329C;0x329D;0x4DB6;0x4FD7;0x4FD8,0x896B;0x89DA;0x89E0;0x89EE;0x89FE;0x8A16;0x8A2E;0x8A42,bit operations with XDATA writes (LED/control hypothesis)
A03_A04,A03_26.PZU,0xA2F5,event_queue_candidate,3.350,low,state_update_worker,1,0,1,16,23,3,0,0,2,0,,0x0001;0x0030;0x3010;0x325E;0x3260;0x3283;0x3292;0x4E5F;0x4FCE;0x6806;0x6814;0x681A,0x683F;0x694E,event-queue candidate based on call density + state writes
A03_A04,A03_26.PZU,0x86C5,alarm_fault_status_candidate,3.140,low,state_update_worker,13,12,1,3,7,4,0,8,8,2,0x01,0x0001;0x3416;0x4DB8;0x4DB9;0x4DBA;0x4DBB,0x6B58;0x8702,state/fault candidate: XDATA writes + conditional updates
A03_A04,A03_26.PZU,0x7953,packet_export_candidate,3.120,low,dispatcher_or_router,6,5,1,4,22,6,4,2,4,0,,0x3281;0x3286;0x3288;0x328B;0x328F;0x3293;0x329C;0x329E;0x4FCE;0x50D8,0x67CA;0x67D9;0x69A3;0x79DE,packet export integration via global packet pipeline overlap
A03_A04,A03_26.PZU,0x8741,event_queue_candidate,3.100,low,dispatcher_or_router,7,6,1,12,16,4,0,1,5,0,,0x3293;0x3294;0x7FF0;0x7FF2;0x7FF4;0x7FF6;0x7FF8,0x683F;0x694E;0x6D2E;0x6D83;0x6D88;0x6D8D;0x8781,event-queue candidate based on call density + state writes
A03_A04,A03_26.PZU,0x86C5,led_control_candidate,3.000,low,state_update_worker,13,12,1,3,7,4,0,8,8,2,0x01,0x0001;0x3416;0x4DB8;0x4DB9;0x4DBA;0x4DBB,0x6B58;0x8702,bit operations with XDATA writes (LED/control hypothesis)
A03_A04,A03_26.PZU,0x8904,event_queue_candidate,3.000,low,dispatcher_or_router,34,33,1,14,15,2,0,17,23,6,0x01,0x3298;0x3299;0x329C;0x329D;0x4DB6;0x4FD7;0x4FD8,0x896B;0x89DA;0x89E0;0x89EE;0x89FE;0x8A16;0x8A2E;0x8A42,event-queue candidate based on call density + state writes
A03_A04,A03_26.PZU,0x7953,event_queue_candidate,2.600,low,dispatcher_or_router,6,5,1,4,22,6,4,2,4,0,,0x3281;0x3286;0x3288;0x328B;0x328F;0x3293;0x329C;0x329E;0x4FCE;0x50D8,0x67CA;0x67D9;0x69A3;0x79DE,event-queue candidate based on call density + state writes
A03_A04,A03_26.PZU,0x80C3,alarm_fault_status_candidate,2.570,low,state_update_worker,9,8,1,0,5,3,0,4,5,0,,0x3290;0x3295;0x329E;0x3315;0x4DB5;0x740C,,state/fault candidate: XDATA writes + conditional updates
A03_A04,A03_26.PZU,0x7339,isolator_status_candidate,2.450,low,state_update_worker,3,2,1,1,39,16,2,1,3,1,,0x30D8;0x3281;0x3282;0x3291;0x3292;0x3293;0x3298;0x329C;0x329E;0x4E56;0x4E57;0x4E5F,0x67C3,"isolator-status hypothesis (bit flags + XDATA flags), no direct marker"
A03_A04,A03_26.PZU,0x800B,led_control_candidate,2.400,low,dispatcher_or_router,13,12,1,21,4,2,1,7,14,2,,0x3290;0x3291;0x3293;0x3295;0x329E,0x68E6;0x68F9;0x693B;0x69A3;0x69C6;0x6A15;0x6B96;0x6D2E;0x6D83;0x6DC7;0x708A;0x7099,bit operations with XDATA writes (LED/control hypothesis)
A03_A04,A03_26.PZU,0x86C5,isolator_status_candidate,2.200,low,state_update_worker,13,12,1,3,7,4,0,8,8,2,0x01,0x0001;0x3416;0x4DB8;0x4DB9;0x4DBA;0x4DBB,0x6B58;0x8702,"isolator-status hypothesis (bit flags + XDATA flags), no direct marker"
A03_A04,A03_26.PZU,0x810E,isolator_status_candidate,2.050,hypothesis,state_update_worker,7,6,1,3,11,4,0,3,7,1,,0x3010;0x3013;0x3031;0x329E;0x3415;0x3416;0x4D23;0x4DB5;0x4E0E;0x4E6A;0x4FCE;0x740D,0x69C6;0x6D2E,"isolator-status hypothesis (bit flags + XDATA flags), no direct marker"
A03_A04,A03_26.PZU,0x8FAF,isolator_status_candidate,1.450,hypothesis,unknown,5,4,1,1,2,1,0,2,1,1,,0x3000;0x4FCE,0x6C3C,"isolator-status hypothesis (bit flags + XDATA flags), no direct marker"
A03_A04,A04_28.PZU,0x497A,polling_loop_candidate,7.200,medium,dispatcher_or_router,69,68,0,99,8,5,0,35,84,10,0x01;0x63;0xA0,0x0035;0x3010;0x4EA9;0x5003;0x5004;0x5005;0x512E;0x7FF2;0x7FF4;0x8000;0xF801,0x62F2;0x6396;0x669B;0x66C0;0x66D4;0x6717;0x67EB;0x67F2;0x6806;0x6813;0x6826;0x687B,loop-heavy function with repeated calls (polling hypothesis)
A03_A04,A04_28.PZU,0x7F5B,polling_loop_candidate,7.200,medium,dispatcher_or_router,13,12,1,20,4,2,1,7,14,2,,0x3295;0x3296;0x3298;0x329A;0x32A2,0x67BE;0x67D1;0x6813;0x687B;0x689E;0x68ED;0x6A6E;0x6C07;0x6C5C;0x6CA0;0x6F5B;0x6F6A,loop-heavy function with repeated calls (polling hypothesis)
A03_A04,A04_28.PZU,0xB310,polling_loop_candidate,7.200,medium,dispatcher_or_router,21,20,1,32,13,0,0,11,14,2,0x01,0x328C;0x328E;0x32A0;0x4DAD;0x4EF4;0x5003;0x5004,0x66E4;0x670C;0x6A6E;0x6A7A;0x6B57;0x6C07;0x7F5B;0x805D;0x8637;0x866A;0x8808;0x889F,loop-heavy function with repeated calls (polling hypothesis)
A03_A04,A04_28.PZU,0x497A,packet_export_candidate,6.800,medium,dispatcher_or_router,69,68,0,99,8,5,0,35,84,10,0x01;0x63;0xA0,0x0035;0x3010;0x4EA9;0x5003;0x5004;0x5005;0x512E;0x7FF2;0x7FF4;0x8000;0xF801,0x62F2;0x6396;0x669B;0x66C0;0x66D4;0x6717;0x67EB;0x67F2;0x6806;0x6813;0x6826;0x687B,packet export integration via global packet pipeline overlap
A03_A04,A04_28.PZU,0x889F,polling_loop_candidate,6.720,medium,dispatcher_or_router,34,33,1,14,15,2,0,17,23,6,0x01,0x329C;0x329D;0x32A0;0x32A1;0x4DAC;0x500C;0x500D,0x8906;0x8975;0x897B;0x8989;0x8999;0x89B1;0x89C9;0x89DD,loop-heavy function with repeated calls (polling hypothesis)
A03_A04,A04_28.PZU,0x4100,polling_loop_candidate,6.000,medium,dispatcher_or_router,12,11,0,5,1,0,0,4,29,6,,0x0030,0x4112;0x4127;0x415F,loop-heavy function with repeated calls (polling hypothesis)
A03_A04,A04_28.PZU,0x8808,polling_loop_candidate,6.000,medium,dispatcher_or_router,14,13,1,5,8,0,0,6,14,4,,0x3150;0x3153;0x329C;0x329F;0x32A2,0x69FA;0x6A12;0x8853,loop-heavy function with repeated calls (polling hypothesis)
A03_A04,A04_28.PZU,0x497A,common_mash_dispatcher_candidate,5.900,low,dispatcher_or_router,69,68,0,99,8,5,0,35,84,10,0x01;0x63;0xA0,0x0035;0x3010;0x4EA9;0x5003;0x5004;0x5005;0x512E;0x7FF2;0x7FF4;0x8000;0xF801,0x62F2;0x6396;0x669B;0x66C0;0x66D4;0x6717;0x67EB;0x67F2;0x6806;0x6813;0x6826;0x687B,common dispatcher candidate for MASH/address-loop
A03_A04,A04_28.PZU,0x7F5B,common_mash_dispatcher_candidate,5.900,low,dispatcher_or_router,13,12,1,20,4,2,1,7,14,2,,0x3295;0x3296;0x3298;0x329A;0x32A2,0x67BE;0x67D1;0x6813;0x687B;0x689E;0x68ED;0x6A6E;0x6C07;0x6C5C;0x6CA0;0x6F5B;0x6F6A,common dispatcher candidate for MASH/address-loop
A03_A04,A04_28.PZU,0xB310,common_mash_dispatcher_candidate,5.900,low,dispatcher_or_router,21,20,1,32,13,0,0,11,14,2,0x01,0x328C;0x328E;0x32A0;0x4DAD;0x4EF4;0x5003;0x5004,0x66E4;0x670C;0x6A6E;0x6A7A;0x6B57;0x6C07;0x7F5B;0x805D;0x8637;0x866A;0x8808;0x889F,common dispatcher candidate for MASH/address-loop
A03_A04,A04_28.PZU,0xB310,packet_export_candidate,5.600,medium,dispatcher_or_router,21,20,1,32,13,0,0,11,14,2,0x01,0x328C;0x328E;0x32A0;0x4DAD;0x4EF4;0x5003;0x5004,0x66E4;0x670C;0x6A6E;0x6A7A;0x6B57;0x6C07;0x7F5B;0x805D;0x8637;0x866A;0x8808;0x889F,packet export integration via global packet pipeline overlap
A03_A04,A04_28.PZU,0x889F,common_mash_dispatcher_candidate,5.360,low,dispatcher_or_router,34,33,1,14,15,2,0,17,23,6,0x01,0x329C;0x329D;0x32A0;0x32A1;0x4DAC;0x500C;0x500D,0x8906;0x8975;0x897B;0x8989;0x8999;0x89B1;0x89C9;0x89DD,common dispatcher candidate for MASH/address-loop
A03_A04,A04_28.PZU,0x497A,led_control_candidate,5.300,medium,dispatcher_or_router,69,68,0,99,8,5,0,35,84,10,0x01;0x63;0xA0,0x0035;0x3010;0x4EA9;0x5003;0x5004;0x5005;0x512E;0x7FF2;0x7FF4;0x8000;0xF801,0x62F2;0x6396;0x669B;0x66C0;0x66D4;0x6717;0x67EB;0x67F2;0x6806;0x6813;0x6826;0x687B,bit operations with XDATA writes (LED/control hypothesis)
A03_A04,A04_28.PZU,0x497A,address_range_candidate,5.200,medium,dispatcher_or_router,69,68,0,99,8,5,0,35,84,10,0x01;0x63;0xA0,0x0035;0x3010;0x4EA9;0x5003;0x5004;0x5005;0x512E;0x7FF2;0x7FF4;0x8000;0xF801,0x62F2;0x6396;0x669B;0x66C0;0x66D4;0x6717;0x67EB;0x67F2;0x6806;0x6813;0x6826;0x687B,address-range immediates + conditionals near loop-like control
A03_A04,A04_28.PZU,0x7F5B,packet_export_candidate,5.000,medium,dispatcher_or_router,13,12,1,20,4,2,1,7,14,2,,0x3295;0x3296;0x3298;0x329A;0x32A2,0x67BE;0x67D1;0x6813;0x687B;0x689E;0x68ED;0x6A6E;0x6C07;0x6C5C;0x6CA0;0x6F5B;0x6F6A,packet export integration via global packet pipeline overlap
A03_A04,A04_28.PZU,0x6B57,polling_loop_candidate,4.640,medium,state_reader_or_packet_builder,25,24,2,3,5,0,1,13,10,1,,0x3417;0x4DAB;0x5003,0x6BBA;0x6C07;0x93F7,loop-heavy function with repeated calls (polling hypothesis)
A03_A04,A04_28.PZU,0x4100,common_mash_dispatcher_candidate,4.550,low,dispatcher_or_router,12,11,0,5,1,0,0,4,29,6,,0x0030,0x4112;0x4127;0x415F,common dispatcher candidate for MASH/address-loop
A03_A04,A04_28.PZU,0x8808,common_mash_dispatcher_candidate,4.550,low,dispatcher_or_router,14,13,1,5,8,0,0,6,14,4,,0x3150;0x3153;0x329C;0x329F;0x32A2,0x69FA;0x6A12;0x8853,common dispatcher candidate for MASH/address-loop
A03_A04,A04_28.PZU,0x497A,event_queue_candidate,4.050,medium,dispatcher_or_router,69,68,0,99,8,5,0,35,84,10,0x01;0x63;0xA0,0x0035;0x3010;0x4EA9;0x5003;0x5004;0x5005;0x512E;0x7FF2;0x7FF4;0x8000;0xF801,0x62F2;0x6396;0x669B;0x66C0;0x66D4;0x6717;0x67EB;0x67F2;0x6806;0x6813;0x6826;0x687B,event-queue candidate based on call density + state writes
A03_A04,A04_28.PZU,0x866A,polling_loop_candidate,4.040,medium,state_update_worker,13,12,1,3,7,4,0,8,8,2,0x01,0x0001;0x3418;0x4DAE;0x4DAF;0x4DB0;0x4DB1,0x6A30;0x86A7,loop-heavy function with repeated calls (polling hypothesis)
A03_A04,A04_28.PZU,0x889F,packet_export_candidate,3.920,low,dispatcher_or_router,34,33,1,14,15,2,0,17,23,6,0x01,0x329C;0x329D;0x32A0;0x32A1;0x4DAC;0x500C;0x500D,0x8906;0x8975;0x897B;0x8989;0x8999;0x89B1;0x89C9;0x89DD,packet export integration via global packet pipeline overlap
A03_A04,A04_28.PZU,0x947A,polling_loop_candidate,3.900,low,dispatcher_or_router,8,7,2,5,1,0,0,4,7,0,,0x328C,0x67EB;0x6C06;0x6C07;0x6C48,loop-heavy function with repeated calls (polling hypothesis)
A03_A04,A04_28.PZU,0x86DE,common_mash_dispatcher_candidate,3.780,low,dispatcher_or_router,7,6,1,12,16,4,0,1,5,0,,0x3298;0x3299;0x7FF0;0x7FF2;0x7FF4;0x7FF6;0x7FF8,0x6717;0x6826;0x6C07;0x6C5C;0x6C61;0x6C66;0x871E,common dispatcher candidate for MASH/address-loop
A03_A04,A04_28.PZU,0x805D,polling_loop_candidate,3.740,low,state_update_worker,7,6,1,3,10,4,0,3,7,1,,0x3010;0x3013;0x3031;0x32A2;0x3417;0x3418;0x4D19;0x4DAB;0x4E03;0x4EBF;0x5003;0x740D,0x689E;0x6C07,loop-heavy function with repeated calls (polling hypothesis)
A03_A04,A04_28.PZU,0x7F5B,event_queue_candidate,3.600,low,dispatcher_or_router,13,12,1,20,4,2,1,7,14,2,,0x3295;0x3296;0x3298;0x329A;0x32A2,0x67BE;0x67D1;0x6813;0x687B;0x689E;0x68ED;0x6A6E;0x6C07;0x6C5C;0x6CA0;0x6F5B;0x6F6A,event-queue candidate based on call density + state writes
A03_A04,A04_28.PZU,0x947A,common_mash_dispatcher_candidate,3.550,low,dispatcher_or_router,8,7,2,5,1,0,0,4,7,0,,0x328C,0x67EB;0x6C06;0x6C07;0x6C48,common dispatcher candidate for MASH/address-loop
A03_A04,A04_28.PZU,0xA6D9,event_queue_candidate,3.500,low,state_update_worker,1,0,1,16,26,4,0,0,2,0,,0x0001;0x0030;0x325E;0x3260;0x3283;0x3297;0x32A3;0x4EB4;0x5003;0x6810;0x6812;0x6814,0x6717;0x6826,event-queue candidate based on call density + state writes
A03_A04,A04_28.PZU,0xA6D9,packet_export_candidate,3.480,low,state_update_worker,1,0,1,16,26,4,0,0,2,0,,0x0001;0x0030;0x325E;0x3260;0x3283;0x3297;0x32A3;0x4EB4;0x5003;0x6810;0x6812;0x6814,0x6717;0x6826,packet export integration via global packet pipeline overlap
A03_A04,A04_28.PZU,0x889F,led_control_candidate,3.400,low,dispatcher_or_router,34,33,1,14,15,2,0,17,23,6,0x01,0x329C;0x329D;0x32A0;0x32A1;0x4DAC;0x500C;0x500D,0x8906;0x8975;0x897B;0x8989;0x8999;0x89B1;0x89C9;0x89DD,bit operations with XDATA writes (LED/control hypothesis)
A03_A04,A04_28.PZU,0x866A,alarm_fault_status_candidate,3.140,low,state_update_worker,13,12,1,3,7,4,0,8,8,2,0x01,0x0001;0x3418;0x4DAE;0x4DAF;0x4DB0;0x4DB1,0x6A30;0x86A7,state/fault candidate: XDATA writes + conditional updates
A03_A04,A04_28.PZU,0x86DE,event_queue_candidate,3.100,low,dispatcher_or_router,7,6,1,12,16,4,0,1,5,0,,0x3298;0x3299;0x7FF0;0x7FF2;0x7FF4;0x7FF6;0x7FF8,0x6717;0x6826;0x6C07;0x6C5C;0x6C61;0x6C66;0x871E,event-queue candidate based on call density + state writes
A03_A04,A04_28.PZU,0x866A,led_control_candidate,3.000,low,state_update_worker,13,12,1,3,7,4,0,8,8,2,0x01,0x0001;0x3418;0x4DAE;0x4DAF;0x4DB0;0x4DB1,0x6A30;0x86A7,bit operations with XDATA writes (LED/control hypothesis)
A03_A04,A04_28.PZU,0x889F,event_queue_candidate,3.000,low,dispatcher_or_router,34,33,1,14,15,2,0,17,23,6,0x01,0x329C;0x329D;0x32A0;0x32A1;0x4DAC;0x500C;0x500D,0x8906;0x8975;0x897B;0x8989;0x8999;0x89B1;0x89C9;0x89DD,event-queue candidate based on call density + state writes
A03_A04,A04_28.PZU,0x8012,alarm_fault_status_candidate,2.570,low,state_update_worker,9,8,1,0,5,3,0,4,5,0,,0x3295;0x329A;0x32A2;0x3317;0x4DAB;0x740C,,state/fault candidate: XDATA writes + conditional updates
A03_A04,A04_28.PZU,0x722E,isolator_status_candidate,2.450,low,state_update_worker,3,2,1,1,61,22,6,1,3,1,,0x30D8;0x3281;0x3282;0x3286;0x3288;0x328B;0x328D;0x3296;0x3297;0x3298;0x329C;0x32A0,0x669B,"isolator-status hypothesis (bit flags + XDATA flags), no direct marker"
A03_A04,A04_28.PZU,0x7F5B,led_control_candidate,2.400,low,dispatcher_or_router,13,12,1,20,4,2,1,7,14,2,,0x3295;0x3296;0x3298;0x329A;0x32A2,0x67BE;0x67D1;0x6813;0x687B;0x689E;0x68ED;0x6A6E;0x6C07;0x6C5C;0x6CA0;0x6F5B;0x6F6A,bit operations with XDATA writes (LED/control hypothesis)
A03_A04,A04_28.PZU,0x866A,isolator_status_candidate,2.200,low,state_update_worker,13,12,1,3,7,4,0,8,8,2,0x01,0x0001;0x3418;0x4DAE;0x4DAF;0x4DB0;0x4DB1,0x6A30;0x86A7,"isolator-status hypothesis (bit flags + XDATA flags), no direct marker"
A03_A04,A04_28.PZU,0x805D,isolator_status_candidate,2.050,hypothesis,state_update_worker,7,6,1,3,10,4,0,3,7,1,,0x3010;0x3013;0x3031;0x32A2;0x3417;0x3418;0x4D19;0x4DAB;0x4E03;0x4EBF;0x5003;0x740D,0x689E;0x6C07,"isolator-status hypothesis (bit flags + XDATA flags), no direct marker"
A03_A04,A04_28.PZU,0x8F4A,isolator_status_candidate,1.450,hypothesis,unknown,5,4,1,1,2,1,0,2,1,1,,0x3000;0x5003,0x6B14,"isolator-status hypothesis (bit flags + XDATA flags), no direct marker"
RTOS_service,ppkp2001 90cye01.PZU,0x758B,polling_loop_candidate,7.200,medium,dispatcher_or_router,341,340,1,127,66,2,1,155,378,21,0x01;0x63;0x9F,0x3010;0x3012;0x3013;0x3014;0x3015;0x3016;0x3017;0x3018;0x3019;0x301B;0x31AD;0x34CD,0x7408;0x75B6;0x75EA;0x762C;0x763E;0x764C;0x7659;0x766A;0x7677;0x7690;0x769E;0x76AC,loop-heavy function with repeated calls (polling hypothesis)
RTOS_service,ppkp2001 90cye01.PZU,0x9A24,polling_loop_candidate,7.200,medium,dispatcher_or_router,24,23,1,25,8,0,0,10,16,4,,0x66C2;0x7627;0x762A;0x762D;0x762E,0x8F5C;0x8F74;0x9A75;0x9AC6;0x9ADF;0x9C99,loop-heavy function with repeated calls (polling hypothesis)
RTOS_service,ppkp2001 90cye01.PZU,0xA3FD,polling_loop_candidate,7.200,medium,dispatcher_or_router,154,153,1,70,5,0,1,77,194,22,0x01;0xA0,0x6408;0x66E8;0x67C0;0x67C5,0x8F8C;0x8FAF;0x90D1;0x939D;0xA3F0;0xA439;0xA4B9;0xA4CE;0xA4D8;0xA54A;0xA55F;0xA56D,loop-heavy function with repeated calls (polling hypothesis)
RTOS_service,ppkp2001 90cye01.PZU,0xAB62,polling_loop_candidate,7.200,medium,dispatcher_or_router,41,40,1,39,11,2,0,21,30,6,0x01,0x6408;0x6423;0x6433;0x66C3;0x66C6;0x66EA;0x75B1;0x78E2;0x78F1,0x4228;0x44F1;0x45FF;0x6699;0x6717;0x677E;0x67FE;0x685A;0x68D1;0x758B;0x7C5D;0x7EDA,loop-heavy function with repeated calls (polling hypothesis)
RTOS_service,ppkp2001 90cye01.PZU,0xA833,polling_loop_candidate,7.120,medium,dispatcher_or_router,36,35,1,19,3,0,0,12,40,7,0x01;0xA0,0x642F;0x647B;0x78E1,0x8F8C;0x90D1;0xA86E;0xA8E0;0xA8F1;0xA8FC;0xA90E;0xA920;0xA932;0xA944;0xA950;0xA95F,loop-heavy function with repeated calls (polling hypothesis)
RTOS_service,ppkp2001 90cye01.PZU,0xA99A,polling_loop_candidate,7.120,medium,dispatcher_or_router,36,35,1,19,3,0,0,12,40,7,0x01;0xA0,0x643F;0x647C;0x78E1,0x8F8C;0x90D1;0xA9D5;0xAA47;0xAA58;0xAA63;0xAA75;0xAA87;0xAA99;0xAAAB;0xAAB7;0xAAC6,loop-heavy function with repeated calls (polling hypothesis)
RTOS_service,ppkp2001 90cye01.PZU,0x485A,polling_loop_candidate,6.960,medium,dispatcher_or_router,37,36,1,17,0,0,0,19,76,4,0x01,,0x49D5;0x4A0F;0x8F8C,loop-heavy function with repeated calls (polling hypothesis)
RTOS_service,ppkp2001 90cye01.PZU,0x9B12,polling_loop_candidate,6.880,medium,dispatcher_or_router,35,34,1,16,12,1,0,16,26,6,0x01,0x6587;0x6588;0x66C1;0x66C2;0x75B1,0x9B2C;0x9B45;0x9B5F;0x9BCE;0x9BD4;0x9BE2;0x9C0F;0x9C3C;0x9C4E;0x9C72,loop-heavy function with repeated calls (polling hypothesis)
RTOS_service,ppkp2001 90cye01.PZU,0x685A,polling_loop_candidate,6.720,medium,dispatcher_or_router,26,25,1,14,0,0,0,13,33,1,0x01,,0x6869;0x6884;0x6897;0x68BF;0x8F8C;0x8FAF,loop-heavy function with repeated calls (polling hypothesis)
RTOS_service,ppkp2001 90cye01.PZU,0x4228,polling_loop_candidate,6.640,medium,dispatcher_or_router,61,60,1,13,5,0,1,27,63,3,0x01,0x66E8;0x66EA;0x67C5;0x67E4;0x78E4,0x42A6;0x42A8;0x42AD;0x42B9;0x42D7;0x4317;0x8F8C;0x8FAF,loop-heavy function with repeated calls (polling hypothesis)
RTOS_service,ppkp2001 90cye01.PZU,0x4358,polling_loop_candidate,6.640,medium,dispatcher_or_router,23,22,3,13,3,8,0,2,19,5,0x01,0x0001;0x6408;0x646E;0x66E8;0x66E9;0x66EA;0x66EB;0x67EA;0x759D;0x75A9;0x78E4,0x43FC;0x498F;0x6BA4;0x8F8C;0x9134;0x9143;0x916D;0x920C;0x9275,loop-heavy function with repeated calls (polling hypothesis)
RTOS_service,ppkp2001 90cye01.PZU,0x4A3B,polling_loop_candidate,6.640,medium,dispatcher_or_router,28,27,2,13,0,0,0,13,32,0,0x01;0xA0,,0x8F8C;0x8F9F;0x8FAF;0x905D;0x90BF,loop-heavy function with repeated calls (polling hypothesis)
RTOS_service,ppkp2001 90cye01.PZU,0x53E6,polling_loop_candidate,6.640,medium,dispatcher_or_router,17,16,2,13,144,36,1,4,20,2,0xA0,0x6419;0x641A;0x641B;0x641C;0x641D;0x641E;0x6421;0x6423;0x6433;0x647F;0x6480;0x66E8,0x4365;0x4755;0x4781;0x49DF;0x4A3B;0x543D;0x90C5;0x90E0;0x9134;0x9143;0x916D;0x919E,loop-heavy function with repeated calls (polling hypothesis)
RTOS_service,ppkp2001 90cye01.PZU,0x464B,polling_loop_candidate,6.480,medium,dispatcher_or_router,27,26,1,11,4,5,0,9,30,0,0x01;0x63,0x0001;0x63F5;0x6420;0x6464;0x75AA;0x78E5;0x78ED;0xFF89,0x46DB;0x4755;0x47EF;0x485A;0x498F;0x4A2C;0x4A3B;0x4F87;0x6BA4;0x920C;0xAC66,loop-heavy function with repeated calls (polling hypothesis)
RTOS_service,ppkp2001 90cye01.PZU,0x47EF,polling_loop_candidate,6.400,medium,dispatcher_or_router,19,18,1,10,0,1,0,11,28,0,0x01,0x6480,0x47AD;0x47D2;0x4855;0x8F8C,loop-heavy function with repeated calls (polling hypothesis)
RTOS_service,ppkp2001 90cye01.PZU,0x8FAF,polling_loop_candidate,6.240,medium,dispatcher_or_router,15,14,14,8,4,0,0,7,23,0,0x01,0x75AA;0x75AB,0x90A7,loop-heavy function with repeated calls (polling hypothesis)
RTOS_service,ppkp2001 90cye01.PZU,0x758B,packet_export_candidate,6.200,medium,dispatcher_or_router,341,340,1,127,66,2,1,155,378,21,0x01;0x63;0x9F,0x3010;0x3012;0x3013;0x3014;0x3015;0x3016;0x3017;0x3018;0x3019;0x301B;0x31AD;0x34CD,0x7408;0x75B6;0x75EA;0x762C;0x763E;0x764C;0x7659;0x766A;0x7677;0x7690;0x769E;0x76AC,packet export integration via global packet pipeline overlap
RTOS_service,ppkp2001 90cye01.PZU,0x905D,polling_loop_candidate,6.160,medium,dispatcher_or_router,16,15,1,7,0,0,0,7,21,0,0x01,,0x90A7,loop-heavy function with repeated calls (polling hypothesis)
RTOS_service,ppkp2001 90cye01.PZU,0x939D,polling_loop_candidate,6.080,medium,dispatcher_or_router,14,13,1,6,0,0,1,6,15,0,0x01,,0x6B59;0x8F8C;0x93F4;0x93FB,loop-heavy function with repeated calls (polling hypothesis)
RTOS_service,ppkp2001 90cye01.PZU,0x4100,polling_loop_candidate,6.000,medium,dispatcher_or_router,12,11,0,5,1,0,0,4,29,6,,0x0030,0x4112;0x4127;0x415F,loop-heavy function with repeated calls (polling hypothesis)
