file,xdata_addr_hex,read_count,write_count,total_refs
ppkp2019 a02.PZU,0x688D,0,1,1
ppkp2019 a02.PZU,0x688E,0,5,5
ppkp2019 a02.PZU,0x6892,11,2,13
ppkp2019 a02.PZU,0x6893,2,2,4
ppkp2019 a02.PZU,0x6894,30,1,31
ppkp2019 a02.PZU,0x6895,1,2,3
ppkp2019 a02.PZU,0x696A,2,0,2
ppkp2019 a02.PZU,0x696C,2,0,2
ppkp2019 a02.PZU,0x696D,2,0,2
ppkp2019 a02.PZU,0x696F,1,0,1
ppkp2019 a02.PZU,0x6984,1,0,1
ppkp2019 a02.PZU,0x769C,32,9,41
ppkp2019 a02.PZU,0x769D,14,13,27
ppkp2019 a02.PZU,0x76A5,3,0,3
ppkp2019 a02.PZU,0x76A6,4,0,4
ppkp2019 a02.PZU,0x76A7,18,5,23
ppkp2019 a02.PZU,0x76A8,1,0,1
ppkp2019 a02.PZU,0x76A9,5,5,10
ppkp2019 a02.PZU,0x76AA,38,3,41
ppkp2019 a02.PZU,0x76AB,24,1,25
ppkp2019 a02.PZU,0x76AC,1,2,3
ppkp2019 a02.PZU,0x76AF,1,0,1
ppkp2019 a02.PZU,0x76B0,4,0,4
ppkp2019 a02.PZU,0x76B2,5,0,5
ppkp2019 a02.PZU,0x76B4,12,2,14
ppkp2019 a02.PZU,0x7729,3,1,4
ppkp2019 a02.PZU,0x772A,1,0,1
ppkp2019 a02.PZU,0x772D,2,0,2
ppkp2019 a02.PZU,0x7730,2,0,2
ppkp2019 a02.PZU,0x7731,2,1,3
ppkp2019 a02.PZU,0x7732,1,1,2
ppkp2019 a02.PZU,0x7733,1,0,1
ppkp2019 a02.PZU,0x7735,1,0,1
ppkp2019 a02.PZU,0x773B,2,0,2
ppkp2019 a02.PZU,0x773C,1,0,1
ppkp2019 a02.PZU,0x773D,1,0,1
ppkp2019 a02.PZU,0x7743,1,1,2
ppkp2019 a02.PZU,0x774B,1,0,1
ppkp2019 a02.PZU,0x7751,1,0,1
ppkp2019 a02.PZU,0x7762,1,0,1
ppkp2019 a02.PZU,0x7763,1,0,1
ppkp2019 a02.PZU,0x7764,1,0,1
ppkp2019 a02.PZU,0x7765,1,0,1
ppkp2019 a02.PZU,0x7766,1,0,1
ppkp2019 a02.PZU,0x7767,1,0,1
ppkp2019 a02.PZU,0x7768,1,0,1
ppkp2019 a02.PZU,0x777B,11,0,11
ppkp2019 a02.PZU,0x777C,1,0,1
ppkp2019 a02.PZU,0x777D,1,1,2
ppkp2019 a02.PZU,0x777E,3,0,3
ppkp2019 a02.PZU,0x7780,4,0,4
ppkp2019 a02.PZU,0x7782,2,0,2
ppkp2019 a02.PZU,0x7784,3,0,3
ppkp2019 a02.PZU,0x7786,3,0,3
ppkp2019 a02.PZU,0x778A,1,1,2
ppkp2019 a02.PZU,0x7F80,1,1,2
ppkp2019 a02.PZU,0x7F9C,0,1,1
ppkp2019 a02.PZU,0xFF9A,0,1,1
ppkp2019 a02.PZU,0xFFA2,0,1,1
ppkp2019 a02.PZU,0xFFAC,0,1,1
ppkp2019 a02.PZU,0xFFAD,0,4,4
ppkp2019 a02.PZU,0xFFAE,0,2,2
ppkp2019 a02.PZU,0xFFAF,0,1,1
ppkp2019 a02.PZU,0xFFB4,0,1,1
ppkp2019 a02.PZU,0xFFB5,0,4,4
ppkp2019 a02.PZU,0xFFB6,0,2,2
ppkp2019 a02.PZU,0xFFB7,0,1,1
ppkp2019 a02.PZU,0xFFB9,0,2,2
