file,branch,code_addr,dptr_addr,access_type,next_bytes,confidence
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4106,0x0030,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4176,0x0035,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x418A,0x2F25,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4191,0x2F24,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41BC,0x2F23,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41C5,0x2F22,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41D3,0x0035,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41FE,0x0005,lcall,12 7BD2,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4206,0x4343,lcall,12 7C46,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x472F,0x2F22,lcall,12 476E,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x473E,0x2F22,lcall,12 476E,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4933,0x0035,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4959,0x0035,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x497F,0x0035,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5CF6,0x457B,write,F0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5CFA,0x4575,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5D23,0x4577,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5D2A,0x4576,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5D36,0x8000,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5D6B,0x4575,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5DF0,0x46E8,write,F0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5E02,0xF801,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5E0A,0x43A1,write,F0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5E1D,0x8A41,lcall,12 8A42,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5E64,0x31DD,lcall,12 6083,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5E87,0x31DD,lcall,12 6083,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5EA5,0x31DD,lcall,12 6070,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5F09,0x31DD,lcall,12 6083,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5F21,0x31DD,lcall,12 6083,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5F39,0x31DD,lcall,12 6070,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5F5B,0x31DD,lcall,12 607B,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5F8A,0x4575,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5F95,0x3048,lcall,12 7C28,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5F9F,0x304A,lcall,12 7C28,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5FBE,0x438D,lcall,12 7C59,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5FC5,0x3193,write,F0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5FC9,0x3197,write,F0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5FCE,0x319B,write,F0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5FD2,0x319F,write,F0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5FD6,0x7200,lcall,12 7C21,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5FDF,0x3010,write,F0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5FF2,0x3199,write,F0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6010,0x724A,lcall,12 7551,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6021,0x323F,lcall,12 6083,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x602E,0x323F,lcall,12 6083,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x603D,0x872D,lcall,12 873C,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x610D,0x4575,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6129,0x317B,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6145,0x4575,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6167,0x32B2,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x616D,0x60FC,movc,93,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6173,0x4575,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x61C9,0x30B2,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x61F3,0x4578,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x61FC,0x30AF,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6212,0x30B2,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6260,0x5AC5,lcall,12 6496,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x626C,0x5C58,ljmp,02 6496,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6288,0x5BAB,lcall,12 6496,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6297,0x5366,ljmp,02 655F,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x629E,0x5B63,lcall,12 6496,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x62AA,0x5B17,ljmp,02 6496,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x62B1,0x5B63,lcall,12 6496,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x62BD,0x5B56,ljmp,02 6496,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x62C3,0x30B2,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x62D6,0x3040,lcall,12 7C2F,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x62EB,0x56A5,lcall,12 6496,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x62FA,0x622D,ljmp,02 72B6,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x630F,0x63B6,ljmp,02 6496,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6328,0x6315,lcall,12 6496,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6349,0x6315,ljmp,02 6496,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6353,0x84A1,lcall,12 6496,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x635D,0x84A9,ljmp,02 6496,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x636E,0x57A6,lcall,12 6496,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x637A,0x5792,lcall,12 6496,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x638A,0x57E1,ljmp,02 6496,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6393,0x561E,ljmp,02 6496,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x639E,0x5BDF,ljmp,02 6496,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x63A5,0x5903,ljmp,02 6496,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x63B0,0x63AB,ljmp,02 6496,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x63BF,0x63B6,ljmp,02 6496,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x63D0,0x63C9,lcall,12 6496,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x63F7,0x63C5,lcall,12 6496,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6402,0x52F8,lcall,12 655F,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x640D,0x439D,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x644B,0x5943,lcall,12 6496,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6457,0x643F,ljmp,02 6496,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x64D4,0x30B1,write,F0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x64DD,0x3078,write,F0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x650B,0x30B1,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6519,0x30B1,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6591,0x30B1,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x65DC,0x4343,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x65E2,0x43A3,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x65F7,0x4345,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6601,0x4344,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x660B,0x4343,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6613,0x4346,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x661D,0x4347,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6627,0x4348,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x666F,0x4575,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6678,0x6694,lcall,12 72D5,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x667E,0x6684,ljmp,02 72C6,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6688,0x317B,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x66BC,0x3103,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x66C7,0x30A5,write,F0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x66CE,0x317B,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x66D4,0x30B5,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x66F0,0x317B,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x66F6,0x30B5,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6712,0x30B5,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x673C,0x3104,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6742,0x30CE,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x674B,0x30B0,write,F0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x675E,0x678E,lcall,12 72D5,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6764,0x675D,lcall,12 72C6,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x676C,0x30A5,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6779,0x30A5,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6785,0x6873,lcall,12 728E,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x67B6,0x3103,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x67C1,0x30A5,write,F0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x67C7,0x30A5,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x67E4,0x30A5,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6803,0x4575,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x680B,0x30A5,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6816,0x30A5,write,F0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x681D,0x30A5,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6822,0x310B,lcall,12 604B,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x682B,0x6869,lcall,12 728E,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6835,0x4575,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x68A8,0x30A5,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x68AC,0x310B,lcall,12 604B,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x68B4,0x5C90,lcall,12 6496,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x68D5,0x7400,lcall,12 6496,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x68E1,0x30C6,lcall,12 7C59,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x68EC,0x5200,lcall,12 655F,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x68F7,0x30A4,write,F0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x68FB,0x708C,lcall,12 72D5,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6901,0x675D,ljmp,02 72C6,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6907,0x4575,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6913,0x695A,lcall,12 72D5,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6919,0x675D,lcall,12 72C6,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6926,0x52F8,lcall,12 655F,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x692F,0x30B1,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6933,0x43A5,write,F0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6940,0x53CB,lcall,12 655F,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6951,0x30B1,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6955,0x43A6,write,F0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6983,0x4575,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x698F,0x69E8,lcall,12 72D5,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6995,0x675D,lcall,12 72C6,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x69A0,0x52F8,lcall,12 655F,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x69A9,0x30B1,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x69AD,0x43A5,write,F0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x69BA,0x52CE,lcall,12 655F,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x69C3,0x30B1,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x69C7,0x43A6,write,F0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x69CE,0x52E0,lcall,12 655F,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x69D4,0x30B1,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x69D8,0x43A7,write,F0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x69DD,0x30A4,write,F0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x69E1,0x43AC,write,F0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6A10,0x3103,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6A19,0x30A4,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6A24,0x43A7,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6A2C,0x43AC,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6A3A,0x43A7,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6A45,0x30A4,write,F0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6A49,0x43AC,write,F0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6A4E,0x3184,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6A5B,0x3184,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6A68,0x43A5,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6A6C,0x30B1,write,F0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6A70,0x3184,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6A79,0x43A6,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6A7D,0x30B1,write,F0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6A81,0x704E,lcall,12 7551,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6A8F,0x30A4,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6A95,0x43AC,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6A9F,0x3184,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6AA4,0x704E,lcall,12 7551,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6AB6,0x6B3F,lcall,12 72D5,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6ABC,0x675D,lcall,12 72C6,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6AC9,0x30A4,write,F0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6ACD,0x43AC,write,F0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6AD1,0x52F8,lcall,12 655F,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6ADA,0x30B1,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6ADE,0x43A5,write,F0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6AEB,0x533F,lcall,12 655F,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6AF6,0x30B1,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6AFA,0x43A6,write,F0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6AFE,0x43A5,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6B02,0x30B1,write,F0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6B06,0x3184,lcall,12 7C21,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6B17,0x5259,lcall,12 655F,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6B2B,0x526D,lcall,12 655F,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6B67,0x3103,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6B70,0x30A4,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6B7B,0x43A6,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6B83,0x43AC,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6B91,0x43A6,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6B9C,0x30A4,write,F0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6BA0,0x43AC,write,F0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6BA5,0x3185,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6BB2,0x3184,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6BBE,0x31DD,lcall,12 6067,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6BC8,0x3185,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6BD6,0x3184,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6BE2,0x31DD,lcall,12 6067,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6BEC,0x43AC,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6BF3,0x3184,lcall,12 7C21,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6C2C,0x4575,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6C35,0x6C6E,lcall,12 72D5,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6C3B,0x675D,lcall,12 72C6,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6C57,0x30B1,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6C69,0x30B1,write,F0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6C96,0x3103,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6CA5,0x30B1,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6CBA,0x30B1,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6CCF,0x3063,lcall,12 6D13,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6CD9,0x30B1,write,F0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6CDF,0x306C,lcall,12 6D6E,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6CFD,0x30B1,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6D01,0x3060,ljmp,02 604B,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6D26,0x6D07,movc,93,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6DB8,0x30A5,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6DBC,0x310B,lcall,12 604B,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6DC3,0x6DB2,movc,93,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6DC7,0x30B2,write,F0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6DD1,0x6DDD,lcall,12 72D5,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6DD7,0x62C3,ljmp,02 72C6,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6E05,0x3103,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6E10,0x6DB2,movc,93,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6E14,0x30B2,write,F0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6E32,0x5412,lcall,12 655F,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6E4E,0x30CD,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6E67,0x724E,lcall,12 754B,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6E91,0x541A,lcall,12 655F,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6EAD,0x30CD,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6EC7,0x724E,lcall,12 754B,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6EDA,0x30B2,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6EE4,0x31DD,lcall,12 6067,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6EED,0x30B2,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6EF7,0x31DD,lcall,12 6067,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6F00,0x30B2,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6F0B,0x30B2,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6F16,0x31DD,lcall,12 6067,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6F2D,0x6F33,ljmp,02 72B6,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6F8C,0x30B2,write,F0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6FA3,0x30B2,write,F0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6FB0,0x30B2,write,F0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6FBD,0x30B2,write,F0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6FCA,0x30B2,write,F0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6FE5,0x522A,lcall,12 655F,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6FEE,0x52CE,lcall,12 655F,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x7008,0x30CD,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x7018,0x8A56,lcall,12 8A42,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x703E,0x3292,lcall,12 604B,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x705A,0x3292,lcall,12 604B,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x707E,0x30B2,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x7082,0x3242,lcall,12 604B,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x70B4,0x30A4,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x70C4,0x3103,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x70DD,0x43AC,lcall,12 7B6D,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x70EB,0x7202,lcall,12 7C72,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x70F3,0x30C8,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x70F9,0x7204,lcall,12 7C72,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x7106,0x30A4,write,F0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x7112,0x30C6,ljmp,02 72E4,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x711B,0x717A,lcall,12 72D5,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x7121,0x7156,lcall,12 72C6,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x7127,0x4575,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x7133,0x53C5,lcall,12 655F,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x7139,0x5397,lcall,12 655F,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x7150,0x4447,ljmp,02 7FB8,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x7156,0x3104,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x715C,0x4447,lcall,12 7FC5,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x716F,0x4575,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x71A7,0x3103,read,E0,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x71AC,0x58A0,lcall,12 6496,medium
