file,branch,code_addr,call_type,target_addr
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4000,LJMP,0x4100
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4006,LJMP,0x4176
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x400C,LJMP,0x41D0
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4012,LJMP,0x4933
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4018,LJMP,0x4959
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x401E,LJMP,0x497F
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4116,LJMP,0x415F
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x411A,LJMP,0x35A3
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x412B,LJMP,0x415F
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4139,LJMP,0x415F
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4164,LJMP,0xD203
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41AF,LJMP,0x41CD
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41D0,LCALL,0x41E8
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41E4,LJMP,0xC201
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4201,LCALL,0x7BD2
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4209,LCALL,0x7C46
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x420C,LJMP,0x5CF4
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4226,LCALL,0x4297
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4229,LCALL,0x3FAC
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x422E,LCALL,0x3FAF
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4232,LJMP,0x80DE
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4278,LJMP,0x1583
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4283,LJMP,0x1583
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x44CB,LJMP,0xC322
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x451E,LJMP,0xC322
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4524,LCALL,0x42AD
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x453A,LJMP,0xC322
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x454D,LCALL,0x42AD
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4586,LJMP,0xC322
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x459A,LCALL,0x42AD
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x45A8,LJMP,0xC322
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x45B3,LJMP,0x0583
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x45FF,LJMP,0xC322
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4620,LCALL,0x42AD
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x463E,LJMP,0xC322
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x464C,LJMP,0xD322
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4678,LCALL,0x4625
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4690,LCALL,0x4643
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4694,LJMP,0xD322
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4697,LCALL,0x4661
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x46A3,LCALL,0x477C
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x46AD,LCALL,0x4661
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x46B1,LJMP,0xD322
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x46BD,LCALL,0x477C
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x46C7,LCALL,0x4661
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x46CB,LJMP,0xC322
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x46D6,LCALL,0x477C
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x46E3,LJMP,0x05A0
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x46EA,LCALL,0x4661
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x46EE,LJMP,0xD322
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x46F3,LCALL,0x4767
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4701,LCALL,0x4661
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4710,LCALL,0x4671
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x471A,LJMP,0xD322
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4724,LCALL,0x4760
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x472C,LCALL,0x4775
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4732,LCALL,0x476E
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4735,LCALL,0x4760
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x473A,LCALL,0x4678
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4741,LCALL,0x476E
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4744,LCALL,0x4760
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4752,LCALL,0x468B
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x47BD,LCALL,0x479A
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x47C0,LCALL,0x4793
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x47C4,LCALL,0x47A1
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x47C7,LCALL,0x47AF
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x487F,LCALL,0x4793
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4882,LCALL,0x479A
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x488D,LJMP,0x7EFF
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4890,LCALL,0x479A
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x48BB,LCALL,0x3FAC
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x48CF,LCALL,0x3FB2
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x48D9,LCALL,0x3FAF
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x492F,LJMP,0x7EFF
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4944,LJMP,0xC202
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4946,LJMP,0xE452
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x496A,LJMP,0xC203
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4990,LJMP,0xC204
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5004,LCALL,0x3401
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5049,LJMP,0x0100
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5753,LCALL,0x5716
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5D01,LJMP,0x8B6D
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5D10,LCALL,0x6060
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5D30,LCALL,0x7B10
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5D49,LCALL,0x6060
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5D4F,LCALL,0x9030
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5D62,LCALL,0x8484
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5D65,LCALL,0x64C8
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5D68,LCALL,0x6106
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5D7C,LCALL,0x83A9
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5D89,LCALL,0x8405
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5D98,LCALL,0x83A9
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5D9B,LCALL,0x83A9
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5D9E,LCALL,0x83CE
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5DA4,LCALL,0x84D8
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5DAA,LCALL,0x84FD
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5DAD,LCALL,0x7B6D
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5DC3,LCALL,0x83CE
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5DC9,LCALL,0x84D8
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5DD1,LCALL,0x84FD
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5DD6,LCALL,0x7B6D
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5DE3,LCALL,0x604B
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5DED,LCALL,0x8423
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5DF5,LCALL,0x7C28
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5DF8,LJMP,0x5DFF
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5E14,LCALL,0x6060
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5E20,LCALL,0x8A42
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5E24,LCALL,0x61CD
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5E2C,LCALL,0x604B
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5E33,LCALL,0x7C3C
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5E45,LCALL,0x61CD
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5E4D,LCALL,0x604B
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5E50,LCALL,0x7C2F
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5E67,LCALL,0x6083
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5E6B,LCALL,0x61CD
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5E73,LCALL,0x604B
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5E76,LCALL,0x7C2F
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5E8A,LCALL,0x6083
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5E8E,LCALL,0x61CD
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5E96,LCALL,0x604B
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5E99,LCALL,0x7C2F
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5EA8,LCALL,0x6070
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5EAC,LCALL,0x61CD
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5EB4,LCALL,0x604B
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5EB7,LCALL,0x7C2F
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5ECC,LCALL,0x61CD
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5ED4,LCALL,0x604B
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5ED7,LCALL,0x7C2F
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5EEE,LCALL,0x61CD
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5EF6,LCALL,0x604B
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5EF9,LCALL,0x7C2F
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5EFF,LJMP,0xEC7B
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5F0C,LCALL,0x6083
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5F11,LCALL,0x61CD
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5F19,LCALL,0x604B
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5F24,LCALL,0x6083
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5F29,LCALL,0x61CD
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5F31,LCALL,0x604B
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5F3C,LCALL,0x6070
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5F41,LCALL,0x61CD
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5F49,LCALL,0x604B
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5F56,LCALL,0x8593
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5F5E,LCALL,0x607B
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5F62,LCALL,0x61CD
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5F6A,LCALL,0x604B
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5F6E,LCALL,0x8591
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5F75,LCALL,0x858F
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5F81,LCALL,0x6667
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5F98,LCALL,0x7C28
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5FA2,LCALL,0x7C28
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5FAB,LCALL,0x8042
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5FC1,LCALL,0x7C59
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5FD9,LCALL,0x7C21
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5FF6,LCALL,0x85B6
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5FF9,LCALL,0x85B6
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5FFC,LCALL,0x85B6
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5FFF,LCALL,0x85B6
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6002,LCALL,0x85B6
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6005,LCALL,0x85B6
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6008,LCALL,0x85B6
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x600B,LCALL,0x85B6
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6013,LCALL,0x7551
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6016,LCALL,0x7C21
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x601E,LJMP,0x0214
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x601F,LJMP,0x1490
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6024,LCALL,0x6083
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x602B,LJMP,0x0114
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6031,LCALL,0x6083
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6038,LCALL,0x604B
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6040,LCALL,0x873C
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6047,LJMP,0x8BEA
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6056,LJMP,0x7401
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x605B,LJMP,0x0422
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6067,LCALL,0x60A6
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6070,LCALL,0x60A6
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6083,LCALL,0x60A6
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x608D,LCALL,0x60A6
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x60BB,LJMP,0x0408
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x610C,LJMP,0x9045
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6113,LCALL,0x20E1
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x611D,LJMP,0x6167
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6123,LJMP,0x6167
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x615A,LCALL,0x791E
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6161,LJMP,0x0FEE
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6172,LJMP,0x9045
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6189,LJMP,0xF022
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6193,LJMP,0xC322
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x61BF,LCALL,0x6509
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6263,LCALL,0x6496
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6268,LCALL,0x64D4
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x626F,LJMP,0x6496
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6280,LJMP,0x6496
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x628B,LCALL,0x6496
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6294,LCALL,0x64D4
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x629A,LJMP,0x655F
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x62A1,LCALL,0x6496
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x62A6,LCALL,0x64D4
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x62AD,LJMP,0x6496
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x62B4,LCALL,0x6496
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x62B9,LCALL,0x64D4
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x62C0,LJMP,0x6496
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x62D1,LCALL,0xAA83
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x62D9,LCALL,0x7C2F
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x62DC,LCALL,0x64C8
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x62DF,LCALL,0x6630
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x62E2,LCALL,0x64FF
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x62E6,LCALL,0x127B
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x62E7,LCALL,0x7B6D
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x62EE,LCALL,0x6496
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x62F2,LCALL,0x6300
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x62F5,LCALL,0x64F0
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x62FD,LJMP,0x72B6
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6308,LJMP,0x6551
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x630B,LJMP,0x652C
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6312,LJMP,0x6496
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x632B,LCALL,0x6496
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x632E,LJMP,0x63D6
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x634C,LJMP,0x6496
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x634F,LCALL,0x64FF
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6356,LCALL,0x6496
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6359,LCALL,0x64F0
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6360,LJMP,0x6496
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6365,LCALL,0x64D4
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6368,LCALL,0x6507
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6371,LCALL,0x6496
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6374,LCALL,0x64F0
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x637D,LCALL,0x6496
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6383,LCALL,0x652C
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6386,LCALL,0x6507
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x638D,LJMP,0x6496
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6396,LJMP,0x6496
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x639A,LJMP,0x6496
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x63A1,LJMP,0x6496
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x63A8,LJMP,0x6496
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x63B3,LJMP,0x6496
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x63C2,LJMP,0x6496
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x63D3,LCALL,0x6496
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x63D8,LCALL,0x64D4
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x63E4,LCALL,0x6551
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x63E9,LCALL,0x6509
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x63F1,LJMP,0x6551
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x63FA,LCALL,0x6496
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x63FF,LCALL,0x64D4
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6405,LCALL,0x655F
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6447,LCALL,0x64F0
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x644E,LCALL,0x6496
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6453,LCALL,0x64D4
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x645A,LJMP,0x6496
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x64A4,LJMP,0x655F
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x653F,LCALL,0x6544
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x654A,LJMP,0x2407
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x65F0,LCALL,0x6613
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6637,LCALL,0x7BD2
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6667,LCALL,0x673C
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x667B,LCALL,0x72D5
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6681,LJMP,0x72C6
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x66B3,LCALL,0x675D
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x66CB,LJMP,0x675E
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x672B,LCALL,0x7BAF
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x672E,LCALL,0x735F
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6739,LJMP,0x6DCB
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6761,LCALL,0x72D5
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6767,LCALL,0x72C6
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6788,LCALL,0x728E
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6800,LJMP,0x676A
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x681A,LJMP,0x676A
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6825,LCALL,0x604B
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x682E,LCALL,0x728E
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6832,LJMP,0x72B6
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x683C,LJMP,0x6667
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x683F,LJMP,0x6757
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x68A5,LCALL,0x64C8
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x68AF,LCALL,0x604B
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x68B7,LCALL,0x6496
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x68CD,LJMP,0x68E1
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x68D0,LCALL,0x64C8
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x68D8,LCALL,0x6496
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x68E4,LCALL,0x7C59
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x68E9,LCALL,0x64D4
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x68EF,LCALL,0x655F
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x68FE,LCALL,0x72D5
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6904,LJMP,0x72C6
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6910,LCALL,0x64C8
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6916,LCALL,0x72D5
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x691C,LCALL,0x72C6
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6929,LCALL,0x655F
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x692C,LCALL,0x6507
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6937,LCALL,0x6507
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x693A,LCALL,0x6507
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x693D,LCALL,0x6507
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6943,LCALL,0x655F
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6948,LCALL,0x6509
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x694B,LCALL,0x6507
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x694E,LCALL,0x6507
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x698C,LCALL,0x64C8
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6992,LCALL,0x72D5
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6998,LCALL,0x72C6
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x69A3,LCALL,0x655F
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x69A6,LCALL,0x6507
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x69B1,LCALL,0x6507
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x69B4,LCALL,0x6507
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x69B7,LCALL,0x6507
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x69BD,LCALL,0x655F
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x69C0,LCALL,0x6507
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x69CB,LCALL,0x6503
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x69D1,LCALL,0x655F
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x69E5,LJMP,0x6A68
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6A1E,LJMP,0x0122
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6A29,LCALL,0x64D4
