file,valid_hex,chain_rank,caller_function,core_function,callee_function,caller_role,core_role,callee_role,caller_score,core_score,callee_score,chain_score,rtos_core_hits,service_flag_hits,secondary_flag_hits,confidence,notes
ppkp2019 a02.PZU,false,77,0xAF92,0x439D,0x941F,dispatcher_or_router,dispatcher_or_router,unknown,7,16,2,25,1,0,2,hypothesis,caller->core->callee static call chain candidate
ppkp2019 a02.PZU,false,78,0xAF92,0xAF92,0x6EEE,dispatcher_or_router,dispatcher_or_router,dispatcher_or_router,7,7,11,25,0,0,1,hypothesis,caller->core->callee static call chain candidate
ppkp2019 a02.PZU,false,79,0xAF92,0xAF92,0x8247,dispatcher_or_router,dispatcher_or_router,state_reader_or_packet_builder,7,7,11,25,0,0,3,hypothesis,caller->core->callee static call chain candidate
ppkp2019 a02.PZU,false,80,0xAF92,0xAF92,0xAF5D,dispatcher_or_router,dispatcher_or_router,state_reader_or_packet_builder,7,7,11,25,3,0,0,hypothesis,caller->core->callee static call chain candidate
ppkp2019 a02.PZU,false,81,0x46F8,0x4744,0x4BBE,state_reader_or_packet_builder,dispatcher_or_router,unknown,7,16,2,25,1,0,1,hypothesis,caller->core->callee static call chain candidate
ppkp2019 a02.PZU,false,82,0xAF92,0x6EEE,0x6DA6,dispatcher_or_router,dispatcher_or_router,dispatcher_or_router,7,11,7,25,0,0,1,hypothesis,caller->core->callee static call chain candidate
ppkp2019 a02.PZU,false,83,0xAF92,0x6EEE,0x972E,dispatcher_or_router,dispatcher_or_router,dispatcher_or_router,7,11,7,25,0,0,1,hypothesis,caller->core->callee static call chain candidate
ppkp2019 a02.PZU,false,84,0x6EEE,0x972E,0x9302,dispatcher_or_router,dispatcher_or_router,unknown,11,7,7,25,0,0,2,hypothesis,caller->core->callee static call chain candidate
ppkp2019 a02.PZU,false,85,0x6A45,0x439D,0x9458,dispatcher_or_router,dispatcher_or_router,unknown,6,16,2,24,1,0,2,hypothesis,caller->core->callee static call chain candidate
ppkp2019 a02.PZU,false,86,0x6A45,0x439D,0x942E,dispatcher_or_router,dispatcher_or_router,unknown,6,16,2,24,1,0,2,hypothesis,caller->core->callee static call chain candidate
ppkp2019 a02.PZU,false,87,0x6A45,0x439D,0x4BBE,dispatcher_or_router,dispatcher_or_router,unknown,6,16,2,24,1,0,2,hypothesis,caller->core->callee static call chain candidate
ppkp2019 a02.PZU,false,88,0x6A45,0x439D,0x941F,dispatcher_or_router,dispatcher_or_router,unknown,6,16,2,24,1,0,2,hypothesis,caller->core->callee static call chain candidate
ppkp2019 a02.PZU,false,89,0xAF92,0x439D,0x92EF,dispatcher_or_router,dispatcher_or_router,unknown,7,16,1,24,1,0,2,hypothesis,caller->core->callee static call chain candidate
ppkp2019 a02.PZU,false,90,0xAF92,0xAF92,0x9826,dispatcher_or_router,dispatcher_or_router,state_update_worker,7,7,10,24,0,0,20,hypothesis,caller->core->callee static call chain candidate
ppkp2019 a02.PZU,false,91,0xAF92,0x45A7,0x4633,dispatcher_or_router,dispatcher_or_router,unknown,7,13,4,24,0,0,5,hypothesis,caller->core->callee static call chain candidate
ppkp2019 a02.PZU,false,92,0xAF92,0x4228,0x9312,dispatcher_or_router,dispatcher_or_router,dispatcher_or_router,7,8,9,24,0,0,2,hypothesis,caller->core->callee static call chain candidate
ppkp2019 a02.PZU,false,93,0xAF92,0x7A32,0x7A2B,dispatcher_or_router,dispatcher_or_router,unknown,7,10,7,24,1,0,0,hypothesis,caller->core->callee static call chain candidate
ppkp2019 a02.PZU,false,94,0x439D,0x9302,0x93BC,dispatcher_or_router,unknown,unknown,16,7,1,24,1,0,3,hypothesis,caller->core->callee static call chain candidate
ppkp2019 a02.PZU,false,95,0x4744,0x495D,0x92EF,dispatcher_or_router,dispatcher_or_router,unknown,16,7,1,24,1,0,1,hypothesis,caller->core->callee static call chain candidate
ppkp2019 a02.PZU,false,96,0x6A45,0x439D,0x92EF,dispatcher_or_router,dispatcher_or_router,unknown,6,16,1,23,1,0,2,hypothesis,caller->core->callee static call chain candidate
ppkp2019 a02.PZU,false,97,0x6E8E,0x6DA6,0x9312,dispatcher_or_router,dispatcher_or_router,dispatcher_or_router,7,7,9,23,0,0,2,hypothesis,caller->core->callee static call chain candidate
ppkp2019 a02.PZU,false,98,0xAF92,0x8247,0x8211,dispatcher_or_router,state_reader_or_packet_builder,unknown,7,11,4,22,0,0,3,hypothesis,caller->core->callee static call chain candidate
ppkp2019 a02.PZU,false,99,0xAF92,0x7FAF,0x4C71,dispatcher_or_router,dispatcher_or_router,unknown,7,13,2,22,1,0,0,hypothesis,caller->core->callee static call chain candidate
ppkp2019 a02.PZU,false,100,0xAF92,0x45A7,0x4C89,dispatcher_or_router,dispatcher_or_router,unknown,7,13,2,22,0,0,5,hypothesis,caller->core->callee static call chain candidate
ppkp2019 a02.PZU,false,101,0xAF92,0x45A7,0x92F9,dispatcher_or_router,dispatcher_or_router,unknown,7,13,2,22,0,0,5,hypothesis,caller->core->callee static call chain candidate
ppkp2019 a02.PZU,false,102,0xA757,0x439D,0x4BBE,unknown,dispatcher_or_router,unknown,3,16,2,21,1,0,2,hypothesis,caller->core->callee static call chain candidate
ppkp2019 a02.PZU,false,103,0x6C1C,0x439D,0x4BBE,unknown,dispatcher_or_router,unknown,3,16,2,21,1,0,2,hypothesis,caller->core->callee static call chain candidate
ppkp2019 a02.PZU,false,104,0x6C26,0x439D,0x4BBE,unknown,dispatcher_or_router,unknown,3,16,2,21,1,0,2,hypothesis,caller->core->callee static call chain candidate
ppkp2019 a02.PZU,false,105,0x473A,0x439D,0x4BBE,unknown,dispatcher_or_router,unknown,3,16,2,21,1,0,2,hypothesis,caller->core->callee static call chain candidate
ppkp2019 a02.PZU,false,106,0xAF92,0x45A7,0x92EF,dispatcher_or_router,dispatcher_or_router,unknown,7,13,1,21,0,0,5,hypothesis,caller->core->callee static call chain candidate
ppkp2019 a02.PZU,false,107,0xAF92,0x45A7,0x4C67,dispatcher_or_router,dispatcher_or_router,unknown,7,13,1,21,0,0,5,hypothesis,caller->core->callee static call chain candidate
ppkp2019 a02.PZU,false,108,0x6D78,0x6DA6,0x9312,unknown,dispatcher_or_router,dispatcher_or_router,5,7,9,21,0,0,2,hypothesis,caller->core->callee static call chain candidate
ppkp2019 a02.PZU,false,109,0xAF92,0x6C9A,0x9302,dispatcher_or_router,dispatcher_or_router,unknown,7,7,7,21,0,0,1,hypothesis,caller->core->callee static call chain candidate
ppkp2019 a02.PZU,false,110,0xAF92,0x6EEE,0x93AA,dispatcher_or_router,dispatcher_or_router,unknown,7,11,2,20,0,0,1,hypothesis,caller->core->callee static call chain candidate
ppkp2019 a02.PZU,false,111,0x6EEE,0x972E,0x93AA,dispatcher_or_router,dispatcher_or_router,unknown,11,7,2,20,0,0,1,hypothesis,caller->core->callee static call chain candidate
ppkp2019 a02.PZU,false,112,0x6EEE,0x6DA6,0x92EF,dispatcher_or_router,dispatcher_or_router,unknown,11,7,1,19,0,0,1,hypothesis,caller->core->callee static call chain candidate
ppkp2019 a02.PZU,false,113,0xAF92,0x6EEE,0x92EF,dispatcher_or_router,dispatcher_or_router,unknown,7,11,1,19,0,0,1,hypothesis,caller->core->callee static call chain candidate
ppkp2019 a02.PZU,false,114,0x6EEE,0x972E,0x92EF,dispatcher_or_router,dispatcher_or_router,unknown,11,7,1,19,0,0,1,hypothesis,caller->core->callee static call chain candidate
ppkp2019 a02.PZU,false,115,0x972E,0x9302,0x93BC,dispatcher_or_router,unknown,unknown,7,7,1,15,0,0,1,hypothesis,caller->core->callee static call chain candidate
ppkp2019 a02.PZU,false,116,0x6C9A,0x9302,0x93BC,dispatcher_or_router,unknown,unknown,7,7,1,15,0,0,1,hypothesis,caller->core->callee static call chain candidate
ppkp2019 a02.PZU,false,117,0x4CDC,0x9302,0x93BC,dispatcher_or_router,unknown,unknown,5,7,1,13,0,0,1,unknown,caller->core->callee static call chain candidate
ppkp2019 a02.PZU,false,118,0x97B8,0x9302,0x93BC,dispatcher_or_router,unknown,unknown,5,7,1,13,0,0,1,unknown,caller->core->callee static call chain candidate
