branch,file,function_addr,candidate_type,score,confidence,role_candidate,basic_block_count,internal_block_count,incoming_lcalls,call_count,xdata_read_count,xdata_write_count,movc_count,string_refs,cluster_hits,call_hub_score,writer_score,reader_score,table_score,notes
90CYE_DKS,90CYE03_19_DKS.PZU,0x497A,xdata_writer_candidate,38.688,high,dispatcher_or_router,91,90,0,76,23,24,0,0,5,15.100,38.688,34.400,11.712,writer-like behavior from global features
90CYE_DKS,90CYE04_19_DKS.PZU,0x497A,xdata_writer_candidate,38.688,high,dispatcher_or_router,91,90,0,76,23,24,0,0,5,15.100,38.688,34.400,11.712,writer-like behavior from global features
90CYE_DKS,90CYE03_19_DKS.PZU,0x613C,xdata_writer_candidate,14.028,high,state_update_worker,3,2,1,0,39,16,3,3,28,0.514,14.028,26.334,2.835,writer-like behavior from global features
90CYE_DKS,90CYE04_19_DKS.PZU,0x613C,xdata_writer_candidate,14.028,high,state_update_worker,3,2,1,0,39,16,3,3,28,0.514,14.028,26.334,2.835,writer-like behavior from global features
90CYE_DKS,90CYE03_19_DKS.PZU,0x737C,xdata_writer_candidate,11.262,high,dispatcher_or_router,33,32,1,20,11,6,3,1,1,5.175,11.262,13.425,5.487,writer-like behavior from global features
90CYE_DKS,90CYE04_19_DKS.PZU,0x737C,xdata_writer_candidate,11.262,high,dispatcher_or_router,33,32,1,20,11,6,3,1,1,5.175,11.262,13.425,5.487,writer-like behavior from global features
90CYE_DKS,90CYE03_19_DKS.PZU,0x5EDC,xdata_writer_candidate,10.738,high,dispatcher_or_router,40,39,1,13,13,2,0,0,11,3.225,10.738,16.387,2.263,writer-like behavior from global features
90CYE_DKS,90CYE04_19_DKS.PZU,0x5EDC,xdata_writer_candidate,10.738,high,dispatcher_or_router,40,39,1,13,13,2,0,0,11,3.225,10.738,16.387,2.263,writer-like behavior from global features
90CYE_DKS,90CYE03_19_DKS.PZU,0x497A,xdata_reader_candidate,34.400,high,dispatcher_or_router,91,90,0,76,23,24,0,0,5,15.100,38.688,34.400,11.712,reader-like behavior from global features
90CYE_DKS,90CYE04_19_DKS.PZU,0x497A,xdata_reader_candidate,34.400,high,dispatcher_or_router,91,90,0,76,23,24,0,0,5,15.100,38.688,34.400,11.712,reader-like behavior from global features
90CYE_DKS,90CYE03_19_DKS.PZU,0x613C,xdata_reader_candidate,26.334,high,state_update_worker,3,2,1,0,39,16,3,3,28,0.514,14.028,26.334,2.835,reader-like behavior from global features
90CYE_DKS,90CYE04_19_DKS.PZU,0x613C,xdata_reader_candidate,26.334,high,state_update_worker,3,2,1,0,39,16,3,3,28,0.514,14.028,26.334,2.835,reader-like behavior from global features
90CYE_DKS,90CYE03_19_DKS.PZU,0x7D85,xdata_reader_candidate,24.066,high,state_update_worker,8,7,2,3,36,5,1,1,18,1.124,6.983,24.066,1.323,reader-like behavior from global features
90CYE_DKS,90CYE04_19_DKS.PZU,0x7D85,xdata_reader_candidate,24.066,high,state_update_worker,8,7,2,3,36,5,1,1,18,1.124,6.983,24.066,1.323,reader-like behavior from global features
90CYE_DKS,90CYE03_19_DKS.PZU,0x7017,xdata_reader_candidate,18.125,high,dispatcher_or_router,23,22,1,13,17,4,0,0,17,5.475,10.688,18.125,2.263,reader-like behavior from global features
90CYE_DKS,90CYE04_19_DKS.PZU,0x7017,xdata_reader_candidate,18.125,high,dispatcher_or_router,23,22,1,13,17,4,0,0,17,5.475,10.688,18.125,2.263,reader-like behavior from global features
90CYE_DKS,90CYE03_19_DKS.PZU,0x497A,table_string_candidate,11.712,high,dispatcher_or_router,91,90,0,76,23,24,0,0,5,15.100,38.688,34.400,11.712,MOVC + table/string evidence
90CYE_DKS,90CYE04_19_DKS.PZU,0x497A,table_string_candidate,11.712,high,dispatcher_or_router,91,90,0,76,23,24,0,0,5,15.100,38.688,34.400,11.712,MOVC + table/string evidence
90CYE_DKS,90CYE03_19_DKS.PZU,0x737C,table_string_candidate,5.487,high,dispatcher_or_router,33,32,1,20,11,6,3,1,1,5.175,11.262,13.425,5.487,MOVC + table/string evidence
90CYE_DKS,90CYE04_19_DKS.PZU,0x737C,table_string_candidate,5.487,high,dispatcher_or_router,33,32,1,20,11,6,3,1,1,5.175,11.262,13.425,5.487,MOVC + table/string evidence
90CYE_DKS,90CYE03_19_DKS.PZU,0x728A,table_string_candidate,4.213,high,dispatcher_or_router,12,11,1,26,5,4,0,0,0,6.525,7.150,7.388,4.213,MOVC + table/string evidence
90CYE_DKS,90CYE04_19_DKS.PZU,0x728A,table_string_candidate,4.213,high,dispatcher_or_router,12,11,1,26,5,4,0,0,0,6.525,7.150,7.388,4.213,MOVC + table/string evidence
90CYE_DKS,90CYE03_19_DKS.PZU,0x84A6,table_string_candidate,3.912,high,dispatcher_or_router,19,18,2,24,13,1,0,0,3,14.375,6.500,13.925,3.912,MOVC + table/string evidence
90CYE_DKS,90CYE04_19_DKS.PZU,0x84A6,table_string_candidate,3.912,high,dispatcher_or_router,19,18,2,24,13,1,0,0,3,14.375,6.500,13.925,3.912,MOVC + table/string evidence
90CYE_DKS,90CYE03_19_DKS.PZU,0x497A,call_hub_candidate,15.100,high,dispatcher_or_router,91,90,0,76,23,24,0,0,5,15.100,38.688,34.400,11.712,incoming/outgoing call hub in branch-local graph
90CYE_DKS,90CYE04_19_DKS.PZU,0x497A,call_hub_candidate,15.100,high,dispatcher_or_router,91,90,0,76,23,24,0,0,5,15.100,38.688,34.400,11.712,incoming/outgoing call hub in branch-local graph
90CYE_DKS,90CYE03_19_DKS.PZU,0x84A6,call_hub_candidate,14.375,high,dispatcher_or_router,19,18,2,24,13,1,0,0,3,14.375,6.500,13.925,3.912,incoming/outgoing call hub in branch-local graph
90CYE_DKS,90CYE04_19_DKS.PZU,0x84A6,call_hub_candidate,14.375,high,dispatcher_or_router,19,18,2,24,13,1,0,0,3,14.375,6.500,13.925,3.912,incoming/outgoing call hub in branch-local graph
90CYE_DKS,90CYE03_19_DKS.PZU,0x5A7F,call_hub_candidate,12.920,high,unknown,1,0,95,0,0,0,0,0,0,12.920,0.114,0.085,0.237,incoming/outgoing call hub in branch-local graph
90CYE_DKS,90CYE04_19_DKS.PZU,0x5A7F,call_hub_candidate,12.920,high,unknown,1,0,95,0,0,0,0,0,0,12.920,0.114,0.085,0.237,incoming/outgoing call hub in branch-local graph
90CYE_DKS,90CYE03_19_DKS.PZU,0x6025,call_hub_candidate,6.562,high,dispatcher_or_router,17,16,1,12,8,0,0,0,5,6.562,4.688,9.363,2.112,incoming/outgoing call hub in branch-local graph
90CYE_DKS,90CYE04_19_DKS.PZU,0x6025,call_hub_candidate,6.562,high,dispatcher_or_router,17,16,1,12,8,0,0,0,5,6.562,4.688,9.363,2.112,incoming/outgoing call hub in branch-local graph
90CYE_v2_1,90CYE03_19_2 v2_1.PZU,0x497F,dispatcher_candidate,22.532,high,dispatcher_or_router,64,63,0,93,13,9,0,0,5,22.488,26.025,26.188,14.262,global branch-wide score; no A03/A04-only address assumptions
90CYE_v2_1,90CYE04_19_2 v2_1.PZU,0x497F,dispatcher_candidate,22.532,high,dispatcher_or_router,64,63,0,93,13,9,0,0,5,22.488,26.025,26.188,14.262,global branch-wide score; no A03/A04-only address assumptions
90CYE_v2_1,90CYE03_19_2 v2_1.PZU,0xAA96,dispatcher_candidate,15.019,high,dispatcher_or_router,23,22,2,30,21,1,0,0,17,17.413,10.325,22.575,4.812,global branch-wide score; no A03/A04-only address assumptions
90CYE_v2_1,90CYE04_19_2 v2_1.PZU,0xAA96,dispatcher_candidate,15.019,high,dispatcher_or_router,23,22,2,30,21,1,0,0,17,17.413,10.325,22.575,4.812,global branch-wide score; no A03/A04-only address assumptions
90CYE_v2_1,90CYE03_19_2 v2_1.PZU,0x9F46,dispatcher_candidate,12.590,high,dispatcher_or_router,13,12,3,12,36,6,0,0,26,7.788,12.150,31.312,2.112,global branch-wide score; no A03/A04-only address assumptions
90CYE_v2_1,90CYE04_19_2 v2_1.PZU,0x9F46,dispatcher_candidate,12.590,high,dispatcher_or_router,13,12,3,12,36,6,0,0,26,7.788,12.150,31.312,2.112,global branch-wide score; no A03/A04-only address assumptions
90CYE_v2_1,90CYE03_19_2 v2_1.PZU,0x90B6,dispatcher_candidate,11.912,high,dispatcher_or_router,55,54,1,32,12,1,0,0,10,8.438,14.012,19.137,5.112,global branch-wide score; no A03/A04-only address assumptions
90CYE_v2_1,90CYE04_19_2 v2_1.PZU,0x90B6,dispatcher_candidate,11.912,high,dispatcher_or_router,55,54,1,32,12,1,0,0,10,8.438,14.012,19.137,5.112,global branch-wide score; no A03/A04-only address assumptions
90CYE_v2_1,90CYE03_19_2 v2_1.PZU,0x497F,packet_service_candidate,24.807,high,dispatcher_or_router,64,63,0,93,13,9,0,0,5,22.488,26.025,26.188,14.262,service/packet worker ranking
90CYE_v2_1,90CYE04_19_2 v2_1.PZU,0x497F,packet_service_candidate,24.807,high,dispatcher_or_router,64,63,0,93,13,9,0,0,5,22.488,26.025,26.188,14.262,service/packet worker ranking
90CYE_v2_1,90CYE03_19_2 v2_1.PZU,0x9F46,packet_service_candidate,15.763,high,dispatcher_or_router,13,12,3,12,36,6,0,0,26,7.788,12.150,31.312,2.112,service/packet worker ranking
90CYE_v2_1,90CYE04_19_2 v2_1.PZU,0x9F46,packet_service_candidate,15.763,high,dispatcher_or_router,13,12,3,12,36,6,0,0,26,7.788,12.150,31.312,2.112,service/packet worker ranking
90CYE_v2_1,90CYE03_19_2 v2_1.PZU,0xAA96,packet_service_candidate,15.023,high,dispatcher_or_router,23,22,2,30,21,1,0,0,17,17.413,10.325,22.575,4.812,service/packet worker ranking
90CYE_v2_1,90CYE04_19_2 v2_1.PZU,0xAA96,packet_service_candidate,15.023,high,dispatcher_or_router,23,22,2,30,21,1,0,0,17,17.413,10.325,22.575,4.812,service/packet worker ranking
90CYE_v2_1,90CYE03_19_2 v2_1.PZU,0x90B6,packet_service_candidate,14.275,high,dispatcher_or_router,55,54,1,32,12,1,0,0,10,8.438,14.012,19.137,5.112,service/packet worker ranking
90CYE_v2_1,90CYE04_19_2 v2_1.PZU,0x90B6,packet_service_candidate,14.275,high,dispatcher_or_router,55,54,1,32,12,1,0,0,10,8.438,14.012,19.137,5.112,service/packet worker ranking
90CYE_v2_1,90CYE03_19_2 v2_1.PZU,0x497F,xdata_writer_candidate,26.025,high,dispatcher_or_router,64,63,0,93,13,9,0,0,5,22.488,26.025,26.188,14.262,writer-like behavior from global features
90CYE_v2_1,90CYE04_19_2 v2_1.PZU,0x497F,xdata_writer_candidate,26.025,high,dispatcher_or_router,64,63,0,93,13,9,0,0,5,22.488,26.025,26.188,14.262,writer-like behavior from global features
90CYE_v2_1,90CYE03_19_2 v2_1.PZU,0x90B6,xdata_writer_candidate,14.012,high,dispatcher_or_router,55,54,1,32,12,1,0,0,10,8.438,14.012,19.137,5.112,writer-like behavior from global features
90CYE_v2_1,90CYE04_19_2 v2_1.PZU,0x90B6,xdata_writer_candidate,14.012,high,dispatcher_or_router,55,54,1,32,12,1,0,0,10,8.438,14.012,19.137,5.112,writer-like behavior from global features
90CYE_v2_1,90CYE03_19_2 v2_1.PZU,0x9F46,xdata_writer_candidate,12.150,high,dispatcher_or_router,13,12,3,12,36,6,0,0,26,7.788,12.150,31.312,2.112,writer-like behavior from global features
90CYE_v2_1,90CYE04_19_2 v2_1.PZU,0x9F46,xdata_writer_candidate,12.150,high,dispatcher_or_router,13,12,3,12,36,6,0,0,26,7.788,12.150,31.312,2.112,writer-like behavior from global features
90CYE_v2_1,90CYE03_19_2 v2_1.PZU,0x8EB8,xdata_writer_candidate,10.812,high,dispatcher_or_router,22,21,1,12,16,4,0,0,19,5.438,10.812,17.525,2.112,writer-like behavior from global features
90CYE_v2_1,90CYE04_19_2 v2_1.PZU,0x8EB8,xdata_writer_candidate,10.812,high,dispatcher_or_router,22,21,1,12,16,4,0,0,19,5.438,10.812,17.525,2.112,writer-like behavior from global features
90CYE_v2_1,90CYE03_19_2 v2_1.PZU,0x9F46,xdata_reader_candidate,31.312,high,dispatcher_or_router,13,12,3,12,36,6,0,0,26,7.788,12.150,31.312,2.112,reader-like behavior from global features
90CYE_v2_1,90CYE04_19_2 v2_1.PZU,0x9F46,xdata_reader_candidate,31.312,high,dispatcher_or_router,13,12,3,12,36,6,0,0,26,7.788,12.150,31.312,2.112,reader-like behavior from global features
90CYE_v2_1,90CYE03_19_2 v2_1.PZU,0x84FA,xdata_reader_candidate,28.297,high,state_update_worker,3,2,1,12,40,5,1,1,31,5.040,9.156,28.297,2.720,reader-like behavior from global features
90CYE_v2_1,90CYE04_19_2 v2_1.PZU,0x84FA,xdata_reader_candidate,28.297,high,state_update_worker,3,2,1,12,40,5,1,1,31,5.040,9.156,28.297,2.720,reader-like behavior from global features
90CYE_v2_1,90CYE03_19_2 v2_1.PZU,0x497F,xdata_reader_candidate,26.188,high,dispatcher_or_router,64,63,0,93,13,9,0,0,5,22.488,26.025,26.188,14.262,reader-like behavior from global features
90CYE_v2_1,90CYE04_19_2 v2_1.PZU,0x497F,xdata_reader_candidate,26.188,high,dispatcher_or_router,64,63,0,93,13,9,0,0,5,22.488,26.025,26.188,14.262,reader-like behavior from global features
90CYE_v2_1,90CYE03_19_2 v2_1.PZU,0xAA96,xdata_reader_candidate,22.575,high,dispatcher_or_router,23,22,2,30,21,1,0,0,17,17.413,10.325,22.575,4.812,reader-like behavior from global features
90CYE_v2_1,90CYE04_19_2 v2_1.PZU,0xAA96,xdata_reader_candidate,22.575,high,dispatcher_or_router,23,22,2,30,21,1,0,0,17,17.413,10.325,22.575,4.812,reader-like behavior from global features
90CYE_v2_1,90CYE03_19_2 v2_1.PZU,0x497F,table_string_candidate,14.262,high,dispatcher_or_router,64,63,0,93,13,9,0,0,5,22.488,26.025,26.188,14.262,MOVC + table/string evidence
90CYE_v2_1,90CYE04_19_2 v2_1.PZU,0x497F,table_string_candidate,14.262,high,dispatcher_or_router,64,63,0,93,13,9,0,0,5,22.488,26.025,26.188,14.262,MOVC + table/string evidence
90CYE_v2_1,90CYE03_19_2 v2_1.PZU,0xA7FB,table_string_candidate,6.930,high,state_reader_or_packet_builder,3,2,1,4,9,0,7,6,2,1.661,1.078,6.358,6.930,MOVC + table/string evidence
90CYE_v2_1,90CYE04_19_2 v2_1.PZU,0xA7FB,table_string_candidate,6.930,high,state_reader_or_packet_builder,3,2,1,4,9,0,7,6,2,1.661,1.078,6.358,6.930,MOVC + table/string evidence
90CYE_v2_1,90CYE03_19_2 v2_1.PZU,0x8BE5,table_string_candidate,5.787,high,dispatcher_or_router,13,12,1,22,4,2,3,1,6,12.000,6.650,7.312,5.787,MOVC + table/string evidence
90CYE_v2_1,90CYE04_19_2 v2_1.PZU,0x8BE5,table_string_candidate,5.787,high,dispatcher_or_router,13,12,1,22,4,2,3,1,6,12.000,6.650,7.312,5.787,MOVC + table/string evidence
90CYE_v2_1,90CYE03_19_2 v2_1.PZU,0x929E,table_string_candidate,5.713,high,dispatcher_or_router,13,12,1,36,7,4,0,0,9,10.838,9.988,11.225,5.713,MOVC + table/string evidence
90CYE_v2_1,90CYE04_19_2 v2_1.PZU,0x929E,table_string_candidate,5.713,high,dispatcher_or_router,13,12,1,36,7,4,0,0,9,10.838,9.988,11.225,5.713,MOVC + table/string evidence
90CYE_v2_1,90CYE03_19_2 v2_1.PZU,0x497F,call_hub_candidate,22.488,high,dispatcher_or_router,64,63,0,93,13,9,0,0,5,22.488,26.025,26.188,14.262,incoming/outgoing call hub in branch-local graph
90CYE_v2_1,90CYE04_19_2 v2_1.PZU,0x497F,call_hub_candidate,22.488,high,dispatcher_or_router,64,63,0,93,13,9,0,0,5,22.488,26.025,26.188,14.262,incoming/outgoing call hub in branch-local graph
90CYE_v2_1,90CYE03_19_2 v2_1.PZU,0xAA96,call_hub_candidate,17.413,high,dispatcher_or_router,23,22,2,30,21,1,0,0,17,17.413,10.325,22.575,4.812,incoming/outgoing call hub in branch-local graph
90CYE_v2_1,90CYE04_19_2 v2_1.PZU,0xAA96,call_hub_candidate,17.413,high,dispatcher_or_router,23,22,2,30,21,1,0,0,17,17.413,10.325,22.575,4.812,incoming/outgoing call hub in branch-local graph
90CYE_v2_1,90CYE03_19_2 v2_1.PZU,0x72AC,call_hub_candidate,12.663,high,unknown,1,0,77,0,0,0,0,0,0,12.663,0.114,0.085,0.237,incoming/outgoing call hub in branch-local graph
90CYE_v2_1,90CYE04_19_2 v2_1.PZU,0x72AC,call_hub_candidate,12.663,high,unknown,1,0,77,0,0,0,0,0,0,12.663,0.114,0.085,0.237,incoming/outgoing call hub in branch-local graph
90CYE_v2_1,90CYE03_19_2 v2_1.PZU,0x8BE5,call_hub_candidate,12.000,high,dispatcher_or_router,13,12,1,22,4,2,3,1,6,12.000,6.650,7.312,5.787,incoming/outgoing call hub in branch-local graph
90CYE_v2_1,90CYE04_19_2 v2_1.PZU,0x8BE5,call_hub_candidate,12.000,high,dispatcher_or_router,13,12,1,22,4,2,3,1,6,12.000,6.650,7.312,5.787,incoming/outgoing call hub in branch-local graph
90CYE_shifted_DKS,90CYE02_27 DKS.PZU,0x497F,dispatcher_candidate,19.248,high,dispatcher_or_router,49,48,0,85,8,9,0,0,0,20.500,22.037,19.512,13.062,global branch-wide score; no A03/A04-only address assumptions
90CYE_shifted_DKS,90CYE02_27 DKS.PZU,0x8A42,dispatcher_candidate,9.283,high,dispatcher_or_router,14,13,1,21,9,0,0,0,0,13.088,4.200,9.862,3.462,global branch-wide score; no A03/A04-only address assumptions
90CYE_shifted_DKS,90CYE02_27 DKS.PZU,0x745A,dispatcher_candidate,8.648,high,dispatcher_or_router,13,12,1,22,4,2,3,1,0,12.000,5.525,6.412,5.787,global branch-wide score; no A03/A04-only address assumptions
90CYE_shifted_DKS,90CYE02_27 DKS.PZU,0x673C,dispatcher_candidate,7.679,high,state_update_worker,3,2,1,0,52,25,2,2,0,0.514,14.816,30.314,1.890,global branch-wide score; no A03/A04-only address assumptions
90CYE_shifted_DKS,90CYE02_27 DKS.PZU,0x7E49,dispatcher_candidate,7.663,high,dispatcher_or_router,35,34,1,14,15,1,0,0,0,4.388,7.338,15.650,2.413,global branch-wide score; no A03/A04-only address assumptions
90CYE_shifted_DKS,90CYE02_27 DKS.PZU,0x774F,dispatcher_candidate,7.075,high,dispatcher_or_router,17,16,1,11,15,8,0,0,0,4.275,9.150,13.325,1.962,global branch-wide score; no A03/A04-only address assumptions
90CYE_shifted_DKS,90CYE02_27 DKS.PZU,0x7574,dispatcher_candidate,6.749,high,dispatcher_or_router,22,21,1,22,3,0,0,0,0,7.500,5.500,6.737,3.612,global branch-wide score; no A03/A04-only address assumptions
90CYE_shifted_DKS,90CYE02_27 DKS.PZU,0x7C97,dispatcher_candidate,5.609,high,dispatcher_or_router,7,6,1,8,16,4,0,0,0,3.600,4.600,12.588,1.512,global branch-wide score; no A03/A04-only address assumptions
90CYE_shifted_DKS,90CYE02_27 DKS.PZU,0x497F,packet_service_candidate,20.502,high,dispatcher_or_router,49,48,0,85,8,9,0,0,0,20.500,22.037,19.512,13.062,service/packet worker ranking
90CYE_shifted_DKS,90CYE02_27 DKS.PZU,0x673C,packet_service_candidate,12.288,high,state_update_worker,3,2,1,0,52,25,2,2,0,0.514,14.816,30.314,1.890,service/packet worker ranking
90CYE_shifted_DKS,90CYE02_27 DKS.PZU,0x7E49,packet_service_candidate,9.334,high,dispatcher_or_router,35,34,1,14,15,1,0,0,0,4.388,7.338,15.650,2.413,service/packet worker ranking
90CYE_shifted_DKS,90CYE02_27 DKS.PZU,0x774F,packet_service_candidate,8.618,high,dispatcher_or_router,17,16,1,11,15,8,0,0,0,4.275,9.150,13.325,1.962,service/packet worker ranking
90CYE_shifted_DKS,90CYE02_27 DKS.PZU,0x8A42,packet_service_candidate,7.848,high,dispatcher_or_router,14,13,1,21,9,0,0,0,0,13.088,4.200,9.862,3.462,service/packet worker ranking
90CYE_shifted_DKS,90CYE02_27 DKS.PZU,0x745A,packet_service_candidate,7.391,high,dispatcher_or_router,13,12,1,22,4,2,3,1,0,12.000,5.525,6.412,5.787,service/packet worker ranking
90CYE_shifted_DKS,90CYE02_27 DKS.PZU,0x7C97,packet_service_candidate,6.505,high,dispatcher_or_router,7,6,1,8,16,4,0,0,0,3.600,4.600,12.588,1.512,service/packet worker ranking
90CYE_shifted_DKS,90CYE02_27 DKS.PZU,0x7574,packet_service_candidate,6.458,high,dispatcher_or_router,22,21,1,22,3,0,0,0,0,7.500,5.500,6.737,3.612,service/packet worker ranking
90CYE_shifted_DKS,90CYE02_27 DKS.PZU,0x497F,xdata_writer_candidate,22.037,high,dispatcher_or_router,49,48,0,85,8,9,0,0,0,20.500,22.037,19.512,13.062,writer-like behavior from global features
90CYE_shifted_DKS,90CYE02_27 DKS.PZU,0x673C,xdata_writer_candidate,14.816,high,state_update_worker,3,2,1,0,52,25,2,2,0,0.514,14.816,30.314,1.890,writer-like behavior from global features
90CYE_shifted_DKS,90CYE02_27 DKS.PZU,0x774F,xdata_writer_candidate,9.150,high,dispatcher_or_router,17,16,1,11,15,8,0,0,0,4.275,9.150,13.325,1.962,writer-like behavior from global features
90CYE_shifted_DKS,90CYE02_27 DKS.PZU,0x7E49,xdata_writer_candidate,7.338,high,dispatcher_or_router,35,34,1,14,15,1,0,0,0,4.388,7.338,15.650,2.413,writer-like behavior from global features
90CYE_shifted_DKS,90CYE02_27 DKS.PZU,0x745A,xdata_writer_candidate,5.525,high,dispatcher_or_router,13,12,1,22,4,2,3,1,0,12.000,5.525,6.412,5.787,writer-like behavior from global features
90CYE_shifted_DKS,90CYE02_27 DKS.PZU,0x7574,xdata_writer_candidate,5.500,high,dispatcher_or_router,22,21,1,22,3,0,0,0,0,7.500,5.500,6.737,3.612,writer-like behavior from global features
90CYE_shifted_DKS,90CYE02_27 DKS.PZU,0x6DCB,xdata_writer_candidate,5.492,high,state_update_worker,1,0,1,2,24,9,1,1,0,1.050,5.492,14.123,1.197,writer-like behavior from global features
90CYE_shifted_DKS,90CYE02_27 DKS.PZU,0x7C97,xdata_writer_candidate,4.600,high,dispatcher_or_router,7,6,1,8,16,4,0,0,0,3.600,4.600,12.588,1.512,writer-like behavior from global features
90CYE_shifted_DKS,90CYE02_27 DKS.PZU,0x673C,xdata_reader_candidate,30.314,high,state_update_worker,3,2,1,0,52,25,2,2,0,0.514,14.816,30.314,1.890,reader-like behavior from global features
90CYE_shifted_DKS,90CYE02_27 DKS.PZU,0x497F,xdata_reader_candidate,19.512,high,dispatcher_or_router,49,48,0,85,8,9,0,0,0,20.500,22.037,19.512,13.062,reader-like behavior from global features
