branch,file,function_addr,candidate_type,score,confidence,role_candidate,basic_block_count,internal_block_count,incoming_lcalls,call_count,xdata_read_count,xdata_write_count,movc_count,string_refs,conditional_branch_count,bit_operation_count,arithmetic_hits,zone_marker_hits,possible_zone_table_hits,related_calls,notes
A03_A04,A03_26.PZU,0x7953,zone_table_candidate,15.260,medium,dispatcher_or_router,6,5,1,4,22,6,4,"22""""""""""""""""  ascii_only | ~R~X~m~L~N~h~h~h~h~h~h~h~m~h~h~h~h~L~u~  ascii_only",2,0,1,0,8,0x67CA|0x67D9|0x69A3|0x79DE,xdata:0x3281; xdata:0x3286; xdata:0x3288; xdata:0x328B; xdata:0x328F; xdata:0x3293; xdata:0x329C; xdata:0x329E
A03_A04,A03_26.PZU,0x800B,zone_table_candidate,13.700,medium,dispatcher_or_router,13,12,1,21,4,2,1,,7,301,5,1,4,0x68E6|0x68F9|0x693B|0x69A3|0x69C6|0x6A15|0x6B96|0x6D2E|0x6D83|0x6DC7,module:МАШ (address loop)/module scan worker / table-driven path; xdata:0x3290; xdata:0x3291; xdata:0x3293; xdata:0x3295; xdata:0x329E
A03_A04,A03_26.PZU,0x7339,zone_table_candidate,12.000,medium,state_update_worker,3,2,1,1,39,16,2,"""y@y@y@y@y@y@y@y@  ascii_only",1,1,0,0,4,0x67C3,xdata:0x30D8; xdata:0x3281; xdata:0x3282; xdata:0x3291; xdata:0x3292; xdata:0x3293; xdata:0x3298; xdata:0x329C
A03_A04,A03_26.PZU,0xA900,sensor_to_zone_mapping_candidate,11.300,medium,dispatcher_or_router,23,22,1,33,14,0,0,,12,291,7,0,2,0x680C|0x6824|0x6834|0x6913|0x6B96|0x6BA2|0x6C7E|0x6D38|0x800B|0x810E,xdata:0x30AE; xdata:0x30AF; xdata:0x328C; xdata:0x329C; xdata:0x4DB7; xdata:0x4E9F; xdata:0x4FCE; xdata:0x4FCF
A03_A04,A03_26.PZU,0x6C7E,zone_table_candidate,7.700,low,state_reader_or_packet_builder,25,24,2,3,5,0,1,,13,1,7,0,3,0x6CE1|0x6D2E|0x93B4,xdata:0x3415; xdata:0x4DB5; xdata:0x4FCE
A03_A04,A03_26.PZU,0x86C5,sensor_to_zone_mapping_candidate,6.920,low,state_update_worker,13,12,1,3,7,4,0,,8,2,6,0,2,0x6B58|0x8702,xdata:0x0001; xdata:0x3416; xdata:0x4DB8; xdata:0x4DB9; xdata:0x4DBA; xdata:0x4DBB
A03_A04,A03_26.PZU,0x4176,sensor_to_zone_mapping_candidate,6.440,low,state_reader_or_packet_builder,7,6,0,1,5,0,0,,5,8,8,0,2,0x41CD,xdata:0x0035; xdata:0x2F22; xdata:0x2F23; xdata:0x2F24; xdata:0x2F25
A03_A04,A03_26.PZU,0x8B0B,sensor_to_zone_mapping_candidate,6.280,low,state_update_worker,1,0,1,1,19,3,0,,0,0,6,0,1,0x694E,xdata:0x329C; xdata:0x32A1; xdata:0x4E54; xdata:0x4E63; xdata:0x4E64; xdata:0x4FD0; xdata:0x7400
A03_A04,A03_26.PZU,0x4100,unknown_zone_related,4.900,hypothesis,dispatcher_or_router,12,11,0,5,1,0,0,,4,6,19,0,1,0x4112|0x4127|0x415F,xdata:0x0030
A03_A04,A03_26.PZU,0xA2F5,zone_state_update_candidate,4.880,hypothesis,state_update_worker,1,0,1,16,23,3,0,,0,0,0,0,0,0x683F|0x694E,xdata:0x0001; xdata:0x0030; xdata:0x3010; xdata:0x325E; xdata:0x3260; xdata:0x3283; xdata:0x3292; xdata:0x4E5F
A03_A04,A03_26.PZU,0x8741,unknown_zone_related,4.580,hypothesis,dispatcher_or_router,7,6,1,12,16,4,0,,1,0,1,0,0,0x683F|0x694E|0x6D2E|0x6D83|0x6D88|0x6D8D|0x8781,xdata:0x3293; xdata:0x3294; xdata:0x7FF0; xdata:0x7FF2; xdata:0x7FF4; xdata:0x7FF6; xdata:0x7FF8
A03_A04,A04_28.PZU,0x497A,sensor_to_zone_mapping_candidate,26.880,medium,dispatcher_or_router,69,68,0,99,8,5,0,.BEHT.  ascii_only | .COCT.  ascii_only | A.04 Serovskaq            ascii_only | CT.PACX.  ascii_only | CTAHOBKA  ascii_only,35,10,66,1,12,0x62F2|0x6396|0x669B|0x66C0|0x66D4|0x6717|0x67EB|0x67F2|0x6806|0x6813,module:МАШ (address loop)/main dispatcher + poll scheduler; xdata:0x0035; xdata:0x3010; xdata:0x4EA9; xdata:0x5003; xdata:0x5004; xdata:0x5005; xdata:0x512E
A03_A04,A04_28.PZU,0x722E,zone_table_candidate,22.240,medium,state_update_worker,3,2,1,1,61,22,6,"""xnxnxnxnxnxnxnxn  ascii_only | 22""""""""""""""""  ascii_only",1,1,0,0,12,0x669B,module:МАС (analog)/analog/state compare worker; xdata:0x30D8; xdata:0x3281; xdata:0x3282; xdata:0x3286; xdata:0x3288; xdata:0x328B; xdata:0x328D
A03_A04,A04_28.PZU,0x889F,sensor_to_zone_mapping_candidate,14.060,medium,dispatcher_or_router,34,33,1,14,15,2,0,,17,6,3,0,6,0x8906|0x8975|0x897B|0x8989|0x8999|0x89B1|0x89C9|0x89DD,xdata:0x329C; xdata:0x329D; xdata:0x32A0; xdata:0x32A1; xdata:0x4DAC; xdata:0x500C; xdata:0x500D
A03_A04,A04_28.PZU,0x7F5B,zone_table_candidate,8.340,low,dispatcher_or_router,13,12,1,20,4,2,1,,7,2,5,0,4,0x67BE|0x67D1|0x6813|0x687B|0x689E|0x68ED|0x6A6E|0x6C07|0x6C5C|0x6CA0,xdata:0x3295; xdata:0x3296; xdata:0x3298; xdata:0x329A; xdata:0x32A2
A03_A04,A04_28.PZU,0x6B57,zone_table_candidate,7.700,low,state_reader_or_packet_builder,25,24,2,3,5,0,1,,13,1,7,0,3,0x6BBA|0x6C07|0x93F7,xdata:0x3417; xdata:0x4DAB; xdata:0x5003
A03_A04,A04_28.PZU,0x866A,sensor_to_zone_mapping_candidate,6.920,low,state_update_worker,13,12,1,3,7,4,0,,8,2,6,0,2,0x6A30|0x86A7,xdata:0x0001; xdata:0x3418; xdata:0x4DAE; xdata:0x4DAF; xdata:0x4DB0; xdata:0x4DB1
A03_A04,A04_28.PZU,0x4176,sensor_to_zone_mapping_candidate,6.440,low,state_reader_or_packet_builder,7,6,0,1,5,0,0,,5,8,8,0,2,0x41CD,xdata:0x0035; xdata:0x2F22; xdata:0x2F23; xdata:0x2F24; xdata:0x2F25
A03_A04,A04_28.PZU,0xB310,sensor_to_zone_mapping_candidate,6.400,low,dispatcher_or_router,21,20,1,32,13,0,0,,11,2,6,0,1,0x66E4|0x670C|0x6A6E|0x6A7A|0x6B57|0x6C07|0x7F5B|0x805D|0x8637|0x866A,xdata:0x328C; xdata:0x328E; xdata:0x32A0; xdata:0x4DAD; xdata:0x4EF4; xdata:0x5003; xdata:0x5004
A03_A04,A04_28.PZU,0x8AA6,sensor_to_zone_mapping_candidate,6.280,low,state_update_worker,1,0,1,1,19,3,0,,0,0,6,0,1,0x6826,xdata:0x32A0; xdata:0x32A4; xdata:0x4EA9; xdata:0x4EB8; xdata:0x4EB9; xdata:0x5005; xdata:0x7400
A03_A04,A04_28.PZU,0x950F,zone_state_update_candidate,5.420,hypothesis,state_update_worker,2,1,1,1,31,6,0,,0,0,1,0,0,0x6C07,xdata:0x3281; xdata:0x3297; xdata:0x32A0; xdata:0x4EAB; xdata:0x4EB4; xdata:0x4EB5; xdata:0x4EB6; xdata:0x4EB9
A03_A04,A04_28.PZU,0xA6D9,zone_state_update_candidate,5.040,hypothesis,state_update_worker,1,0,1,16,26,4,0,,0,0,0,0,0,0x6717|0x6826,xdata:0x0001; xdata:0x0030; xdata:0x325E; xdata:0x3260; xdata:0x3283; xdata:0x3297; xdata:0x32A3; xdata:0x4EB4
A03_A04,A04_28.PZU,0x4100,unknown_zone_related,4.900,hypothesis,dispatcher_or_router,12,11,0,5,1,0,0,,4,6,19,0,1,0x4112|0x4127|0x415F,xdata:0x0030
A03_A04,A04_28.PZU,0x86DE,unknown_zone_related,4.580,hypothesis,dispatcher_or_router,7,6,1,12,16,4,0,,1,0,1,0,0,0x6717|0x6826|0x6C07|0x6C5C|0x6C61|0x6C66|0x871E,xdata:0x3298; xdata:0x3299; xdata:0x7FF0; xdata:0x7FF2; xdata:0x7FF4; xdata:0x7FF6; xdata:0x7FF8
RTOS_service,ppkp2001 90cye01.PZU,0x758B,zone_table_candidate,89.520,medium,dispatcher_or_router,341,340,1,127,66,2,1,,155,723,141,1,61,0x7408|0x75B6|0x75EA|0x762C|0x763E|0x764C|0x7659|0x766A|0x7677|0x7690,module:МАШ (address loop)/rtos poll scheduler / dispatcher; xdata:0x3010; xdata:0x3012; xdata:0x3013; xdata:0x3014; xdata:0x3015; xdata:0x3016; xdata:0x3017
RTOS_service,ppkp2001 90cye01.PZU,0xA3FD,zone_table_candidate,72.640,medium,dispatcher_or_router,154,153,1,70,5,0,1,,77,22,98,1,50,0x8F8C|0x8FAF|0x90D1|0x939D|0xA3F0|0xA439|0xA4B9|0xA4CE|0xA4D8|0xA54A,module:МАШ (address loop)/loop dispatcher with service integration; xdata:0x6408; xdata:0x66E8; xdata:0x67C0; xdata:0x67C5
RTOS_service,ppkp2001 90cye01.PZU,0x485A,zone_logic_candidate,26.760,medium,dispatcher_or_router,37,36,1,17,0,0,0,,19,4,75,0,17,0x49D5|0x4A0F|0x8F8C,
RTOS_service,ppkp2001 90cye01.PZU,0xAB62,sensor_to_zone_mapping_candidate,22.120,medium,dispatcher_or_router,41,40,1,39,11,2,0,,21,876,12,0,10,0x4228|0x44F1|0x45FF|0x6699|0x6717|0x677E|0x67FE|0x685A|0x68D1|0x758B,xdata:0x6408; xdata:0x6423; xdata:0x6433; xdata:0x66C3; xdata:0x66C6; xdata:0x66EA; xdata:0x75B1; xdata:0x78E2
RTOS_service,ppkp2001 90cye01.PZU,0x4228,zone_table_candidate,21.080,medium,dispatcher_or_router,61,60,1,13,5,0,1,,27,3,38,0,11,0x42A6|0x42A8|0x42AD|0x42B9|0x42D7|0x4317|0x8F8C|0x8FAF,xdata:0x66E8; xdata:0x66EA; xdata:0x67C5; xdata:0x67E4; xdata:0x78E4
RTOS_service,ppkp2001 90cye01.PZU,0x53E6,zone_table_candidate,14.920,medium,dispatcher_or_router,17,16,2,13,144,36,1,1 2 3 4  ascii_only | 1(10101101  ascii_only | Ver.2013s/ RTOS   ascii_only | p.A.M.  ascii_only,4,2,10,0,5,0x4365|0x4755|0x4781|0x49DF|0x4A3B|0x543D|0x90C5|0x90E0|0x9134|0x9143,xdata:0x6419; xdata:0x641A; xdata:0x641B; xdata:0x641C; xdata:0x641D; xdata:0x641E; xdata:0x6421; xdata:0x6423
RTOS_service,ppkp2001 90cye01.PZU,0x9407,sensor_to_zone_mapping_candidate,13.920,medium,state_update_worker,12,11,1,2,36,7,0,"""  1 2 3 4 5 6 7 8  ascii_only | <ACTIV>  ascii_only | <ENTER>  ascii_only | <FUNC>  ascii_only | <RESET>  ascii_only",6,0,8,0,6,0x9418,xdata:0x0A76; xdata:0x0C82; xdata:0x53A3; xdata:0x6480; xdata:0x66C4; xdata:0x66C6; xdata:0x66C7; xdata:0x66E4
RTOS_service,ppkp2001 90cye01.PZU,0x9B12,sensor_to_zone_mapping_candidate,12.160,medium,dispatcher_or_router,35,34,1,16,12,1,0,,16,6,4,0,5,0x9B2C|0x9B45|0x9B5F|0x9BCE|0x9BD4|0x9BE2|0x9C0F|0x9C3C|0x9C4E|0x9C72,xdata:0x6587; xdata:0x6588; xdata:0x66C1; xdata:0x66C2; xdata:0x75B1
RTOS_service,ppkp2001 90cye01.PZU,0xA833,sensor_to_zone_mapping_candidate,11.580,medium,dispatcher_or_router,36,35,1,19,3,0,0,,12,7,7,0,6,0x8F8C|0x90D1|0xA86E|0xA8E0|0xA8F1|0xA8FC|0xA90E|0xA920|0xA932|0xA944,xdata:0x642F; xdata:0x647B; xdata:0x78E1
RTOS_service,ppkp2001 90cye01.PZU,0xA99A,sensor_to_zone_mapping_candidate,11.580,medium,dispatcher_or_router,36,35,1,19,3,0,0,,12,7,7,0,6,0x8F8C|0x90D1|0xA9D5|0xAA47|0xAA58|0xAA63|0xAA75|0xAA87|0xAA99|0xAAAB,xdata:0x643F; xdata:0x647C; xdata:0x78E1
RTOS_service,ppkp2001 90cye01.PZU,0x4358,sensor_to_zone_mapping_candidate,11.540,medium,dispatcher_or_router,23,22,3,13,3,8,0,,2,5,9,0,6,0x43FC|0x498F|0x6BA4|0x8F8C|0x9134|0x9143|0x916D|0x920C|0x9275,xdata:0x0001; xdata:0x6408; xdata:0x646E; xdata:0x66E8; xdata:0x66E9; xdata:0x66EA; xdata:0x66EB; xdata:0x67EA
RTOS_service,ppkp2001 90cye01.PZU,0x685A,zone_logic_candidate,10.860,medium,dispatcher_or_router,26,25,1,14,0,0,0,,13,1,13,0,6,0x6869|0x6884|0x6897|0x68BF|0x8F8C|0x8FAF,
RTOS_service,ppkp2001 90cye01.PZU,0x939D,zone_table_candidate,9.420,low,dispatcher_or_router,14,13,1,6,0,0,1,,6,0,5,0,6,0x6B59|0x8F8C|0x93F4|0x93FB,
RTOS_service,ppkp2001 90cye01.PZU,0x4A3B,zone_logic_candidate,9.060,low,dispatcher_or_router,28,27,2,13,0,0,0,ppkp2001 90cye01          ascii_only,13,0,25,0,4,0x8F8C|0x8F9F|0x8FAF|0x905D|0x90BF,
RTOS_service,ppkp2001 90cye01.PZU,0x47EF,zone_logic_candidate,8.380,low,dispatcher_or_router,19,18,1,10,0,1,0,,11,0,15,0,4,0x47AD|0x47D2|0x4855|0x8F8C,xdata:0x6480
RTOS_service,ppkp2001 90cye01.PZU,0x8FAF,sensor_to_zone_mapping_candidate,7.900,low,dispatcher_or_router,15,14,14,8,4,0,0,,7,0,7,0,4,0x90A7,xdata:0x75AA; xdata:0x75AB
RTOS_service,ppkp2001 90cye01.PZU,0x464B,sensor_to_zone_mapping_candidate,7.380,low,dispatcher_or_router,27,26,1,11,4,5,0,,9,0,21,0,2,0x46DB|0x4755|0x47EF|0x485A|0x498F|0x4A2C|0x4A3B|0x4F87|0x6BA4|0x920C,xdata:0x0001; xdata:0x63F5; xdata:0x6420; xdata:0x6464; xdata:0x75AA; xdata:0x78E5; xdata:0x78ED; xdata:0xFF89
RTOS_service,ppkp2001 90cye01.PZU,0x677E,sensor_to_zone_mapping_candidate,7.320,low,state_update_worker,13,12,1,3,8,4,0,,8,4,6,0,2,0x67BF|0x67F4,xdata:0x0001; xdata:0x6477; xdata:0x6478; xdata:0x6479; xdata:0x647A; xdata:0x67C4; xdata:0x67C5
RTOS_service,ppkp2001 90cye01.PZU,0x905D,unknown_zone_related,7.260,low,dispatcher_or_router,16,15,1,7,0,0,0,,7,0,7,0,4,0x90A7,
RTOS_service,ppkp2001 90cye01.PZU,0x4176,sensor_to_zone_mapping_candidate,6.440,low,state_reader_or_packet_builder,7,6,0,1,5,0,0,,5,8,8,0,2,0x41CD,xdata:0x0035; xdata:0x2F22; xdata:0x2F23; xdata:0x2F24; xdata:0x2F25
RTOS_service,ppkp2001 90cye01.PZU,0x44F1,zone_table_candidate,6.440,low,dispatcher_or_router,11,10,1,12,6,5,1,,6,1,4,0,2,0x452A|0x454A|0x457D|0x49D5|0x4A0F|0x53E6|0x6BB7|0x8F8C|0x8F96|0x90C5,xdata:0x66E8; xdata:0x66E9; xdata:0x66EB; xdata:0x75A7; xdata:0x75A9; xdata:0x762E
RTOS_service,ppkp2001 90cye01.PZU,0x6BB7,unknown_zone_related,5.980,hypothesis,dispatcher_or_router,11,10,1,13,22,5,0,,4,1,3,0,0,0x50A6|0x6C3D|0x7420|0x8F8C|0x8FA5|0x9134|0x9143|0x916D|0x9179|0x91A5,xdata:0x75A7; xdata:0x75AA; xdata:0x75AB; xdata:0x75AC; xdata:0xBBA3; xdata:0xBFA3
RTOS_service,ppkp2001 90cye01.PZU,0x6699,zone_table_candidate,5.800,hypothesis,dispatcher_or_router,7,6,1,7,1,0,1,,3,3,2,0,3,0x8F8C|0x90D1,xdata:0x66EA
RTOS_service,ppkp2001 90cye01.PZU,0x4F87,zone_state_update_candidate,5.420,hypothesis,state_update_worker,4,3,1,7,33,3,0,PECTAPT  ascii_only,1,3,1,0,0,0x4434|0x9134|0x9143|0x916D|0x9179|0x919E|0x91A5,xdata:0x6408; xdata:0x66E8; xdata:0x66EA; xdata:0x75A5; xdata:0x75A6; xdata:0x75A7; xdata:0x75A8; xdata:0x75AA
RTOS_service,ppkp2001 90cye01.PZU,0x7C5D,unknown_zone_related,5.280,hypothesis,dispatcher_or_router,11,10,1,4,9,6,0,,7,5,4,0,0,0x49DF|0x65DF|0x6623|0x9104,xdata:0x3000; xdata:0x6419; xdata:0x641C; xdata:0x641D; xdata:0x641E; xdata:0x6482; xdata:0x6483; xdata:0x66E6
RTOS_service,ppkp2001 90cye01.PZU,0x92C5,unknown_zone_related,5.280,hypothesis,unknown,7,6,1,1,0,0,0,,3,0,2,0,4,0x90D1,
RTOS_service,ppkp2001 90cye01.PZU,0x9275,unknown_zone_related,5.040,hypothesis,dispatcher_or_router,6,5,1,7,0,0,0,,3,5,8,0,2,0x8F8C|0x90D1|0x92C5|0x93BC,
RTOS_service,ppkp2001 90cye01.PZU,0x67FE,unknown_zone_related,4.980,hypothesis,dispatcher_or_router,13,12,1,6,0,0,0,,7,2,5,0,2,0x6811|0x6832|0x6B59|0x8F8C|0x90D1,
RTOS_service,ppkp2001 90cye01.PZU,0x4100,unknown_zone_related,4.900,hypothesis,dispatcher_or_router,12,11,0,5,1,0,0,,4,6,19,0,1,0x4112|0x4127|0x415F,xdata:0x0030
RTOS_service,ppkp2001 90cye01.PZU,0x9A24,zone_logic_candidate,4.760,hypothesis,dispatcher_or_router,24,23,1,25,8,0,0,,10,4,10,0,0,0x8F5C|0x8F74|0x9A75|0x9AC6|0x9ADF|0x9C99,xdata:0x66C2; xdata:0x7627; xdata:0x762A; xdata:0x762D; xdata:0x762E
RTOS_service,ppkp2012 a01.PZU,0xAB52,zone_table_candidate,72.800,medium,dispatcher_or_router,154,153,1,75,5,0,1,,77,32,103,0,51,0x95B0|0x95D3|0x97E5|0x9AE5|0xAB45|0xAB8E|0xAC0E|0xAC23|0xAC2D|0xAC9F,xdata:0x6408; xdata:0x66EB; xdata:0x67C3; xdata:0x67CC
RTOS_service,ppkp2012 a01.PZU,0x75F7,zone_table_candidate,51.120,medium,dispatcher_or_router,262,261,1,91,87,1,1,,109,18,79,0,32,0x7408|0x75F0|0x761C|0x766D|0x76AF|0x76BE|0x76CC|0x76D9|0x76EA|0x76F7,xdata:0x3010; xdata:0x3012; xdata:0x3013; xdata:0x3014; xdata:0x3015; xdata:0x3016; xdata:0x3017; xdata:0x3018
RTOS_service,ppkp2012 a01.PZU,0x48AB,zone_logic_candidate,25.680,medium,dispatcher_or_router,41,40,1,16,0,0,0,,20,4,73,0,16,0x4A38|0x4A72|0x95B0,
RTOS_service,ppkp2012 a01.PZU,0xB606,sensor_to_zone_mapping_candidate,24.360,medium,dispatcher_or_router,41,40,1,46,11,4,0,,21,6,12,0,14,0x4228|0x44FE|0x460C|0x6734|0x6739|0x673E|0x6743|0x67C4|0x6844|0x68BE,xdata:0x6408; xdata:0x6423; xdata:0x6433; xdata:0x6443; xdata:0x6453; xdata:0x66BA; xdata:0x66BD; xdata:0x66ED
RTOS_service,ppkp2012 a01.PZU,0x4228,zone_table_candidate,21.080,medium,dispatcher_or_router,61,60,1,13,5,0,1,,27,3,38,0,11,0x42A6|0x42A8|0x42AD|0x42B9|0x42D7|0x4317|0x95B0|0x95D3,xdata:0x66EB; xdata:0x66ED; xdata:0x67CC; xdata:0x67E7; xdata:0x7A67
RTOS_service,ppkp2012 a01.PZU,0x4658,sensor_to_zone_mapping_candidate,17.200,medium,dispatcher_or_router,41,40,1,11,3,7,0,,20,0,40,0,8,0x46F4|0x47A6|0x4840|0x48AB|0x49DA|0x4A8F|0x4A9E|0x4FE9|0x6C28|0x9920,xdata:0x0001; xdata:0x63F5; xdata:0x6420; xdata:0x75AD; xdata:0x7A68; xdata:0xFF89; xdata:0xFF99; xdata:0xFFA9
RTOS_service,ppkp2012 a01.PZU,0x5436,zone_table_candidate,14.920,medium,dispatcher_or_router,17,16,2,13,144,39,1,1 2 3 4 5 6 7 8  ascii_only | 1(10101101  ascii_only | DJDJDJDJ\}`  ascii_only | U7U=UUU[UCUIUOunkn.  ascii_only | Ver.2013s/ RTOS   ascii_only,4,2,10,0,5,0x4365|0x47A6|0x47D2|0x4A42|0x4A9E|0x548D|0x97D9|0x97F4|0x9848|0x9857,xdata:0x6419; xdata:0x641A; xdata:0x641B; xdata:0x641C; xdata:0x641D; xdata:0x641E; xdata:0x6421; xdata:0x6423
RTOS_service,ppkp2012 a01.PZU,0x9B4F,sensor_to_zone_mapping_candidate,13.760,medium,state_update_worker,12,11,1,2,35,6,0,"""  1 2 3 4 5 6 7 8  ascii_only",6,0,8,0,6,0x9B60,xdata:0x0A76; xdata:0x0C82; xdata:0x6477; xdata:0x66BB; xdata:0x66BD; xdata:0x66BE; xdata:0x66DB; xdata:0x66EB
RTOS_service,ppkp2012 a01.PZU,0xA1DD,sensor_to_zone_mapping_candidate,12.160,medium,dispatcher_or_router,35,34,1,16,12,1,0,,16,6,4,0,5,0xA1F7|0xA210|0xA22A|0xA299|0xA29F|0xA2AD|0xA2DA|0xA307|0xA319|0xA33D,xdata:0x657E; xdata:0x657F; xdata:0x66B8; xdata:0x66B9; xdata:0x75B4
RTOS_service,ppkp2012 a01.PZU,0xAFF7,sensor_to_zone_mapping_candidate,11.580,medium,dispatcher_or_router,36,35,1,19,3,0,0,,12,7,7,0,6,0x95B0|0x97E5|0xB032|0xB0A4|0xB0B5|0xB0C0|0xB0D2|0xB0E4|0xB0F6|0xB108,xdata:0x642F; xdata:0x6470; xdata:0x7A64
RTOS_service,ppkp2012 a01.PZU,0xB15E,sensor_to_zone_mapping_candidate,11.580,medium,dispatcher_or_router,36,35,1,19,3,0,0,,12,7,7,0,6,0x95B0|0x97E5|0xB199|0xB20B|0xB21C|0xB227|0xB239|0xB24B|0xB25D|0xB26F,xdata:0x643F; xdata:0x6471; xdata:0x7A64
RTOS_service,ppkp2012 a01.PZU,0xB2C5,sensor_to_zone_mapping_candidate,11.580,medium,dispatcher_or_router,36,35,1,19,3,0,0,,12,7,7,0,6,0x95B0|0x97E5|0xB300|0xB372|0xB383|0xB38E|0xB3A0|0xB3B2|0xB3C4|0xB3D6,xdata:0x644F; xdata:0x6472; xdata:0x7A64
RTOS_service,ppkp2012 a01.PZU,0xB42C,sensor_to_zone_mapping_candidate,11.580,medium,dispatcher_or_router,36,35,1,19,3,0,0,,12,7,7,0,6,0x95B0|0x97E5|0xB467|0xB4D9|0xB4EA|0xB4F5|0xB507|0xB519|0xB52B|0xB53D,xdata:0x645F; xdata:0x6473; xdata:0x7A64
RTOS_service,ppkp2012 a01.PZU,0x68BE,zone_logic_candidate,10.860,medium,dispatcher_or_router,26,25,1,14,0,0,0,,13,1,13,0,6,0x68CD|0x68E8|0x68FB|0x6923|0x95B0|0x95D3,
RTOS_service,ppkp2012 a01.PZU,0x6C3B,sensor_to_zone_mapping_candidate,10.660,medium,dispatcher_or_router,36,35,1,32,20,5,0,,16,2,15,0,2,0x5108|0x6CC1|0x741D|0x7445|0x7458|0x7476|0x748F|0x95B0|0x95C9|0x9848,xdata:0x75AA; xdata:0x75AD; xdata:0x75AE; xdata:0x75AF
RTOS_service,ppkp2012 a01.PZU,0x4358,sensor_to_zone_mapping_candidate,10.520,medium,dispatcher_or_router,27,26,3,13,3,8,0,,2,6,10,0,5,0x4409|0x49DA|0x6C28|0x95B0|0x9848|0x9857|0x9881|0x9920|0x9989,xdata:0x0001; xdata:0x6408; xdata:0x6463; xdata:0x66EB; xdata:0x66EC; xdata:0x66ED; xdata:0x66EE; xdata:0x67ED
RTOS_service,ppkp2012 a01.PZU,0x9AE5,zone_table_candidate,9.420,low,dispatcher_or_router,14,13,1,6,0,0,1,,6,0,5,0,6,0x6BDD|0x95B0|0x9B3C|0x9B43,
RTOS_service,ppkp2012 a01.PZU,0x95D3,sensor_to_zone_mapping_candidate,9.340,low,dispatcher_or_router,31,30,8,16,4,0,0,,15,0,15,0,4,0x97BB,xdata:0x75AD; xdata:0x75AE
RTOS_service,ppkp2012 a01.PZU,0x4A9E,zone_logic_candidate,9.060,low,dispatcher_or_router,28,27,2,13,0,0,0,ppkp2012 A.01             ascii_only,13,0,25,0,4,0x95B0|0x95C3|0x95D3|0x9721|0x97D3,
RTOS_service,ppkp2012 a01.PZU,0x8216,sensor_to_zone_mapping_candidate,8.860,low,dispatcher_or_router,17,16,1,6,9,10,0,,10,5,7,0,2,0x4A42|0x6669|0x66AD|0x8257|0x825D|0x9818,xdata:0x3000; xdata:0x6419; xdata:0x641C; xdata:0x641D; xdata:0x641E; xdata:0x6479; xdata:0x647A; xdata:0x66E3
RTOS_service,ppkp2012 a01.PZU,0x9721,zone_logic_candidate,8.700,low,dispatcher_or_router,32,31,1,15,0,0,0,,15,0,15,0,4,0x97BB,
RTOS_service,ppkp2012 a01.PZU,0x4840,zone_logic_candidate,8.380,low,dispatcher_or_router,19,18,1,10,0,1,0,,11,0,15,0,4,0x47FE|0x4823|0x48A6|0x95B0,xdata:0x6477
RTOS_service,ppkp2012 a01.PZU,0x9989,unknown_zone_related,7.920,low,dispatcher_or_router,6,5,1,10,0,0,0,,3,9,8,0,4,0x95B0|0x97E5|0x99F7|0x9B04,
RTOS_service,ppkp2012 a01.PZU,0x67C4,sensor_to_zone_mapping_candidate,7.320,low,state_update_worker,13,12,1,3,8,4,0,,8,4,6,0,2,0x6805|0x683A,xdata:0x0001; xdata:0x646C; xdata:0x646D; xdata:0x646E; xdata:0x646F; xdata:0x67CB; xdata:0x67CC
RTOS_service,ppkp2012 a01.PZU,0x6743,zone_table_candidate,7.180,low,dispatcher_or_router,8,7,1,7,1,0,1,,3,3,5,0,4,0x95B0|0x97E5,xdata:0x66ED
RTOS_service,ppkp2012 a01.PZU,0x6844,zone_logic_candidate,6.900,low,dispatcher_or_router,15,14,1,8,0,0,0,,8,7,5,0,3,0x6857|0x6896|0x6BDD|0x95B0|0x97E5,
RTOS_service,ppkp2012 a01.PZU,0x4176,sensor_to_zone_mapping_candidate,6.440,low,state_reader_or_packet_builder,7,6,0,1,5,0,0,,5,8,8,0,2,0x41CD,xdata:0x0035; xdata:0x2F22; xdata:0x2F23; xdata:0x2F24; xdata:0x2F25
RTOS_service,ppkp2012 a01.PZU,0x44FE,zone_table_candidate,6.440,low,dispatcher_or_router,11,10,1,12,6,5,1,,6,1,4,0,2,0x4537|0x4557|0x458A|0x4A38|0x4A72|0x5436|0x6C3B|0x95B0|0x95BA|0x97D9,xdata:0x66EB; xdata:0x66EC; xdata:0x66EE; xdata:0x75AA; xdata:0x75AC; xdata:0x7631
RTOS_service,ppkp2012 a01.PZU,0xAAA4,zone_logic_candidate,6.240,low,dispatcher_or_router,25,24,1,4,8,4,0,,12,8,12,0,0,0xAAC1|0xAAE9|0xAB11|0xAB39,xdata:0x642F; xdata:0x643F; xdata:0x644F; xdata:0x645F; xdata:0x6463
RTOS_service,ppkp2012 a01.PZU,0x99F7,unknown_zone_related,5.280,hypothesis,unknown,7,6,1,1,0,0,0,,3,0,2,0,4,0x97E5,
RTOS_service,ppkp2012 a01.PZU,0xAA18,unknown_zone_related,5.140,hypothesis,state_reader_or_packet_builder,16,15,1,1,10,0,0,,9,4,13,0,0,0xAA2F,xdata:0x641B; xdata:0x642F; xdata:0x643F; xdata:0x644F; xdata:0x645F; xdata:0x6474; xdata:0x6475
