file,valid_hex,checksum_status,function_addr,candidate_type,score,confidence,role_candidate,basic_block_count,internal_block_count,incoming_lcalls,call_count,xdata_read_count,xdata_write_count,movc_count,string_refs,cluster_hits,rtos_core_hits,service_flag_hits,secondary_flag_hits,arithmetic_hits,notes
ppkp2012 a01.PZU,false,checksum_error,0x6844,dispatcher_candidate,5,hypothesis,dispatcher_or_router,15,14,1,8,0,0,0,0,0,0,0,0,1,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2012 a01.PZU,false,checksum_error,0x68BE,dispatcher_candidate,5,hypothesis,dispatcher_or_router,26,25,1,14,0,0,0,0,0,0,0,0,3,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2012 a01.PZU,false,checksum_error,0x97F4,xdata_reader_candidate,5,hypothesis,unknown,3,2,1,1,1,0,0,0,0,0,0,0,1,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2012 a01.PZU,false,checksum_error,0x9989,dispatcher_candidate,5,hypothesis,dispatcher_or_router,6,5,1,10,0,0,0,0,0,0,0,0,6,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2012 a01.PZU,false,checksum_error,0x9AE5,dispatcher_candidate,5,hypothesis,dispatcher_or_router,14,13,1,6,0,0,1,0,0,0,0,0,0,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2012 a01.PZU,false,checksum_error,0xA319,xdata_reader_candidate,5,hypothesis,unknown,1,0,1,1,1,0,0,0,0,0,0,0,5,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2012 a01.PZU,false,checksum_error,0x41D0,xdata_reader_candidate,4,unknown,unknown,3,2,0,1,1,0,0,0,0,0,0,0,1,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2012 a01.PZU,false,checksum_error,0x9721,dispatcher_candidate,4,unknown,dispatcher_or_router,32,31,1,15,0,0,0,0,0,0,0,0,0,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2012 a01.PZU,false,checksum_error,0x988D,xdata_reader_candidate,4,unknown,unknown,5,4,3,2,1,0,0,0,0,0,0,0,0,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2012 a01.PZU,false,checksum_error,0x98B9,xdata_reader_candidate,4,unknown,unknown,1,0,5,1,2,0,0,0,0,0,0,0,0,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2012 a01.PZU,false,checksum_error,0xB593,xdata_reader_candidate,4,unknown,unknown,6,5,2,1,1,0,0,0,0,0,0,0,0,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2012 a01.PZU,false,checksum_error,0x464E,xdata_reader_candidate,3,unknown,unknown,1,0,1,1,0,0,0,0,0,0,0,0,2,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2012 a01.PZU,false,checksum_error,0x47A6,xdata_reader_candidate,3,unknown,unknown,4,3,2,3,0,0,0,0,0,0,0,0,4,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2012 a01.PZU,false,checksum_error,0x47D2,xdata_reader_candidate,3,unknown,unknown,3,2,1,3,0,0,0,0,0,0,0,0,4,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2012 a01.PZU,false,checksum_error,0x4823,xdata_reader_candidate,3,unknown,unknown,3,2,3,1,0,0,0,0,0,0,0,0,4,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2012 a01.PZU,false,checksum_error,0x4A8F,xdata_reader_candidate,3,unknown,unknown,1,0,1,1,0,0,0,0,0,0,0,0,3,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2012 a01.PZU,false,checksum_error,0x683A,xdata_reader_candidate,3,unknown,unknown,1,0,2,0,1,0,0,0,0,0,0,0,0,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2012 a01.PZU,false,checksum_error,0x98B2,xdata_writer_candidate,3,unknown,unknown,1,0,2,0,0,1,0,0,0,0,0,0,0,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2012 a01.PZU,false,checksum_error,0x98F9,xdata_reader_candidate,3,unknown,unknown,1,0,3,1,0,0,0,0,0,0,0,0,1,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2012 a01.PZU,false,checksum_error,0x98FF,xdata_reader_candidate,3,unknown,unknown,3,2,1,2,0,0,0,0,0,0,0,0,1,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2012 a01.PZU,false,checksum_error,0x99F7,xdata_reader_candidate,3,unknown,unknown,7,6,1,1,0,0,0,0,0,0,0,0,1,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2012 a01.PZU,false,checksum_error,0xA33D,xdata_reader_candidate,3,unknown,unknown,1,0,1,1,0,0,0,0,0,0,0,0,1,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2012 a01.PZU,false,checksum_error,0xA364,xdata_reader_candidate,3,unknown,unknown,6,5,6,1,0,0,0,0,0,0,0,0,2,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2012 a01.PZU,false,checksum_error,0xB5AB,xdata_reader_candidate,3,unknown,unknown,7,6,1,1,0,0,0,0,0,0,0,0,4,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2012 a01.PZU,false,checksum_error,0xBE71,xdata_reader_candidate,3,unknown,unknown,3,2,0,0,1,0,0,0,0,0,0,0,1,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2012 a01.PZU,false,checksum_error,0xBE97,xdata_reader_candidate,3,unknown,unknown,3,2,0,0,1,0,0,0,0,0,0,0,1,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2012 a01.PZU,false,checksum_error,0xBEBD,xdata_reader_candidate,3,unknown,unknown,3,2,0,0,1,0,0,0,0,0,0,0,1,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2012 a01.PZU,false,checksum_error,0x49DA,call_hub_candidate,2,unknown,unknown,1,0,2,4,0,0,0,0,0,0,0,0,0,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2012 a01.PZU,false,checksum_error,0x4A42,xdata_reader_candidate,2,unknown,unknown,2,1,2,0,0,0,0,0,0,0,0,0,2,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2012 a01.PZU,false,checksum_error,0x4A72,xdata_reader_candidate,2,unknown,unknown,3,2,10,0,0,0,0,0,0,0,0,0,2,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2012 a01.PZU,false,checksum_error,0x6734,xdata_reader_candidate,2,unknown,unknown,1,0,1,1,0,0,0,0,0,0,0,0,0,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2012 a01.PZU,false,checksum_error,0x6739,xdata_reader_candidate,2,unknown,unknown,1,0,1,1,0,0,0,0,0,0,0,0,0,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2012 a01.PZU,false,checksum_error,0x673E,xdata_reader_candidate,2,unknown,unknown,1,0,1,1,0,0,0,0,0,0,0,0,0,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2012 a01.PZU,false,checksum_error,0x6935,xdata_reader_candidate,2,unknown,unknown,1,0,1,2,0,0,0,0,0,0,0,0,0,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2012 a01.PZU,false,checksum_error,0x6BDD,xdata_reader_candidate,2,unknown,unknown,3,2,1,1,0,0,0,0,0,0,0,0,0,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2012 a01.PZU,false,checksum_error,0x9580,xdata_reader_candidate,2,unknown,unknown,1,0,16,0,0,0,0,0,0,0,0,0,7,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2012 a01.PZU,false,checksum_error,0x9598,xdata_reader_candidate,2,unknown,unknown,1,0,10,0,0,0,0,0,0,0,0,0,7,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2012 a01.PZU,false,checksum_error,0x95C3,xdata_reader_candidate,2,unknown,unknown,1,0,1,1,0,0,0,0,0,0,0,0,0,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2012 a01.PZU,false,checksum_error,0x97D3,xdata_reader_candidate,2,unknown,unknown,1,0,2,1,0,0,0,0,0,0,0,0,0,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2012 a01.PZU,false,checksum_error,0x9825,xdata_reader_candidate,2,unknown,unknown,1,0,1,0,0,0,0,0,0,0,0,0,1,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2012 a01.PZU,false,checksum_error,0x9830,xdata_reader_candidate,2,unknown,unknown,1,0,1,0,0,0,0,0,0,0,0,0,1,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2012 a01.PZU,false,checksum_error,0x9848,xdata_reader_candidate,2,unknown,unknown,1,0,3,0,0,0,0,0,0,0,0,0,1,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2012 a01.PZU,false,checksum_error,0x9857,xdata_reader_candidate,2,unknown,unknown,1,0,4,0,0,0,0,0,0,0,0,0,1,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2012 a01.PZU,false,checksum_error,0x9881,xdata_reader_candidate,2,unknown,unknown,3,2,4,0,0,0,0,0,0,0,0,0,1,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2012 a01.PZU,false,checksum_error,0x98CF,xdata_reader_candidate,2,unknown,unknown,1,0,1,3,0,0,0,0,0,0,0,0,0,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2012 a01.PZU,false,checksum_error,0x9913,xdata_reader_candidate,2,unknown,unknown,1,0,1,1,0,0,0,0,0,0,0,0,0,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2012 a01.PZU,false,checksum_error,0xA2AD,call_hub_candidate,2,unknown,unknown,1,0,1,7,0,0,0,0,0,0,0,0,0,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2012 a01.PZU,false,checksum_error,0xA2DA,call_hub_candidate,2,unknown,unknown,1,0,1,7,0,0,0,0,0,0,0,0,0,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2012 a01.PZU,false,checksum_error,0xA34B,xdata_reader_candidate,2,unknown,unknown,1,0,5,0,0,0,0,0,0,0,0,0,6,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2012 a01.PZU,false,checksum_error,0xB7D5,xdata_reader_candidate,2,unknown,unknown,1,0,1,0,0,0,0,0,0,0,0,0,2,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2012 a01.PZU,false,checksum_error,0x4A38,xdata_reader_candidate,1,unknown,unknown,1,0,3,0,0,0,0,0,0,0,0,0,0,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2012 a01.PZU,false,checksum_error,0x6C15,xdata_reader_candidate,1,unknown,unknown,1,0,1,0,0,0,0,0,0,0,0,0,0,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2012 a01.PZU,false,checksum_error,0x95B0,xdata_reader_candidate,1,unknown,unknown,1,0,100,0,0,0,0,0,0,0,0,0,0,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2012 a01.PZU,false,checksum_error,0x97E1,xdata_reader_candidate,1,unknown,unknown,1,0,1,0,0,0,0,0,0,0,0,0,0,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2012 a01.PZU,false,checksum_error,0x97E5,xdata_reader_candidate,1,unknown,unknown,1,0,22,0,0,0,0,0,0,0,0,0,0,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2012 a01.PZU,false,checksum_error,0x98B7,xdata_reader_candidate,1,unknown,unknown,1,0,4,0,0,0,0,0,0,0,0,0,0,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2012 a01.PZU,false,checksum_error,0xAB45,xdata_reader_candidate,1,unknown,unknown,1,0,2,0,0,0,0,0,0,0,0,0,0,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0x57DB,dispatcher_candidate,17,hypothesis,dispatcher_or_router,17,16,2,13,119,27,4,0,109,15,0,77,8,checksum_error_limits_confidence
ppkp2019 a02.PZU,false,checksum_error,0x439D,dispatcher_candidate,16,hypothesis,dispatcher_or_router,36,35,7,22,2,14,0,0,5,1,0,2,14,checksum_error_limits_confidence
ppkp2019 a02.PZU,false,checksum_error,0x4744,dispatcher_candidate,16,hypothesis,dispatcher_or_router,39,38,1,11,3,14,0,0,2,1,0,1,31,checksum_error_limits_confidence
ppkp2019 a02.PZU,false,checksum_error,0x45A7,dispatcher_candidate,13,hypothesis,dispatcher_or_router,11,10,1,12,6,5,1,0,6,0,0,5,2,checksum_error_limits_confidence
ppkp2019 a02.PZU,false,checksum_error,0x5388,xdata_writer_candidate,13,hypothesis,unknown,4,3,1,7,33,2,0,0,24,4,0,14,0,checksum_error_limits_confidence
ppkp2019 a02.PZU,false,checksum_error,0x7FAF,dispatcher_candidate,13,hypothesis,dispatcher_or_router,18,17,1,6,9,2,0,0,4,1,0,0,3,checksum_error_limits_confidence
ppkp2019 a02.PZU,false,checksum_error,0x6FC9,dispatcher_candidate,12,hypothesis,dispatcher_or_router,10,9,1,13,20,5,0,0,22,0,0,17,2,checksum_error_limits_confidence
ppkp2019 a02.PZU,false,checksum_error,0xA9C5,dispatcher_candidate,12,hypothesis,dispatcher_or_router,106,105,1,51,4,0,1,0,3,1,0,0,45,checksum_error_limits_confidence
ppkp2019 a02.PZU,false,checksum_error,0x6EEE,dispatcher_candidate,11,hypothesis,dispatcher_or_router,38,37,1,17,2,0,2,0,1,0,0,1,10,checksum_error_limits_confidence
ppkp2019 a02.PZU,false,checksum_error,0x8247,xdata_writer_candidate,11,hypothesis,state_reader_or_packet_builder,1,0,2,2,38,1,0,0,4,0,0,3,0,checksum_error_limits_confidence
ppkp2019 a02.PZU,false,checksum_error,0xAF5D,xdata_writer_candidate,11,hypothesis,state_reader_or_packet_builder,10,9,1,0,4,1,0,0,3,3,0,0,0,checksum_error_limits_confidence
ppkp2019 a02.PZU,false,checksum_error,0x7A32,dispatcher_candidate,10,hypothesis,dispatcher_or_router,79,78,1,24,39,2,3,0,1,0,0,0,11,checksum_error_limits_confidence
ppkp2019 a02.PZU,false,checksum_error,0x94F7,state_update_candidate,10,hypothesis,state_update_worker,1,0,2,4,5,6,0,0,3,0,0,3,14,checksum_error_limits_confidence
ppkp2019 a02.PZU,false,checksum_error,0x9826,state_update_candidate,10,hypothesis,state_update_worker,12,11,1,2,39,10,0,0,30,0,0,20,2,checksum_error_limits_confidence
ppkp2019 a02.PZU,false,checksum_error,0x41E8,xdata_writer_candidate,9,hypothesis,unknown,7,6,1,3,1,2,0,0,2,0,0,1,0,checksum_error_limits_confidence
ppkp2019 a02.PZU,false,checksum_error,0x44EA,xdata_writer_candidate,9,hypothesis,unknown,3,2,1,0,9,2,0,0,10,10,0,0,0,checksum_error_limits_confidence
ppkp2019 a02.PZU,false,checksum_error,0x4C13,dispatcher_candidate,9,hypothesis,dispatcher_or_router,6,5,7,4,1,1,0,0,0,0,0,0,2,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0x9312,dispatcher_candidate,9,hypothesis,dispatcher_or_router,7,6,7,4,4,0,0,0,4,0,0,2,0,checksum_error_limits_confidence
ppkp2019 a02.PZU,false,checksum_error,0xA06D,dispatcher_candidate,9,hypothesis,dispatcher_or_router,35,34,1,16,12,1,0,0,0,0,0,0,1,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0x4228,dispatcher_candidate,8,hypothesis,dispatcher_or_router,85,84,1,20,5,0,1,0,2,0,0,0,26,checksum_error_limits_confidence
ppkp2019 a02.PZU,false,checksum_error,0x6864,dispatcher_candidate,8,hypothesis,dispatcher_or_router,26,25,1,40,2,0,1,0,2,0,0,0,5,checksum_error_limits_confidence
ppkp2019 a02.PZU,false,checksum_error,0x46F8,table_string_candidate,7,hypothesis,state_reader_or_packet_builder,8,7,1,2,6,0,0,0,3,0,0,0,3,checksum_error_limits_confidence
ppkp2019 a02.PZU,false,checksum_error,0x495D,dispatcher_candidate,7,hypothesis,dispatcher_or_router,19,18,1,10,0,1,0,0,0,0,0,0,5,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0x6761,xdata_writer_candidate,7,hypothesis,state_reader_or_packet_builder,3,2,1,0,5,1,0,0,1,0,0,0,0,checksum_error_limits_confidence
ppkp2019 a02.PZU,false,checksum_error,0x6C53,dispatcher_candidate,7,hypothesis,dispatcher_or_router,12,11,1,6,1,0,1,0,0,0,0,0,0,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0x6C9A,dispatcher_candidate,7,hypothesis,dispatcher_or_router,38,37,1,14,6,0,0,0,5,0,0,0,10,checksum_error_limits_confidence
ppkp2019 a02.PZU,false,checksum_error,0x6DA6,dispatcher_candidate,7,hypothesis,dispatcher_or_router,29,28,3,9,1,0,0,0,0,0,0,0,3,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0x6E1A,dispatcher_candidate,7,hypothesis,dispatcher_or_router,18,17,1,8,2,0,0,0,0,0,0,0,2,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0x6E8E,dispatcher_candidate,7,hypothesis,dispatcher_or_router,16,15,1,6,1,0,0,0,0,0,0,0,2,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0x7A2B,xdata_reader_candidate,7,hypothesis,unknown,1,0,4,0,1,0,0,0,1,1,0,0,0,checksum_error_limits_confidence
ppkp2019 a02.PZU,false,checksum_error,0x9302,xdata_reader_candidate,7,hypothesis,unknown,1,0,5,1,2,0,0,0,2,0,0,1,0,checksum_error_limits_confidence
ppkp2019 a02.PZU,false,checksum_error,0x93A1,xdata_reader_candidate,7,hypothesis,unknown,2,1,1,1,1,0,0,0,1,0,0,1,0,checksum_error_limits_confidence
ppkp2019 a02.PZU,false,checksum_error,0x93B0,xdata_reader_candidate,7,hypothesis,unknown,1,0,2,1,1,0,0,0,1,0,0,1,0,checksum_error_limits_confidence
ppkp2019 a02.PZU,false,checksum_error,0x972E,dispatcher_candidate,7,hypothesis,dispatcher_or_router,21,20,2,11,0,1,0,0,0,0,0,0,5,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0x9F7F,dispatcher_candidate,7,hypothesis,dispatcher_or_router,24,23,1,25,8,0,0,0,0,0,0,0,6,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0xA7A3,xdata_writer_candidate,7,hypothesis,state_update_worker,1,0,1,2,10,7,5,0,0,0,0,0,0,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0xA97E,state_update_candidate,7,hypothesis,unknown,9,8,1,2,2,1,0,0,0,0,0,0,4,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0xADD0,dispatcher_candidate,7,hypothesis,dispatcher_or_router,36,35,1,18,3,0,0,0,0,0,0,0,5,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0xAF92,dispatcher_candidate,7,hypothesis,dispatcher_or_router,40,39,1,44,8,0,0,0,3,0,0,0,8,checksum_error_limits_confidence
ppkp2019 a02.PZU,false,checksum_error,0x4100,dispatcher_candidate,6,hypothesis,dispatcher_or_router,12,11,0,5,1,0,0,0,0,0,0,0,15,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0x4176,table_string_candidate,6,hypothesis,state_reader_or_packet_builder,7,6,0,1,5,0,0,0,0,0,0,0,8,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0x6788,table_string_candidate,6,hypothesis,state_reader_or_packet_builder,4,3,1,3,7,0,0,0,0,0,0,0,0,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0x67EE,table_string_candidate,6,hypothesis,state_reader_or_packet_builder,4,3,1,3,7,0,0,0,0,0,0,0,0,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0x6A45,dispatcher_candidate,6,hypothesis,dispatcher_or_router,22,21,1,32,0,0,1,0,0,0,0,0,6,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0x6BA6,xdata_writer_candidate,6,hypothesis,state_update_worker,13,12,1,3,8,4,0,0,0,0,0,0,0,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0x92FE,xdata_reader_candidate,6,hypothesis,unknown,2,1,1,0,1,0,0,0,1,0,0,1,0,checksum_error_limits_confidence
ppkp2019 a02.PZU,false,checksum_error,0xA197,xdata_writer_candidate,6,hypothesis,unknown,1,0,1,1,1,1,0,0,0,0,0,0,0,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0x491B,xdata_reader_candidate,5,hypothesis,unknown,6,5,3,2,1,0,0,0,0,0,0,0,4,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0x49C8,dispatcher_candidate,5,hypothesis,dispatcher_or_router,48,47,1,34,0,0,0,0,0,0,0,0,101,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0x4CDC,dispatcher_candidate,5,hypothesis,dispatcher_or_router,56,55,2,31,0,0,0,0,0,0,0,0,37,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0x6D78,xdata_reader_candidate,5,hypothesis,unknown,5,4,1,3,1,0,0,0,0,0,0,0,2,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0x93CB,xdata_reader_candidate,5,hypothesis,unknown,3,2,1,1,1,0,0,0,0,0,0,0,1,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0x97B8,dispatcher_candidate,5,hypothesis,dispatcher_or_router,13,12,1,9,0,0,0,0,0,0,0,0,10,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0xA1A9,xdata_reader_candidate,5,hypothesis,unknown,1,0,1,1,1,0,0,0,0,0,0,0,5,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0x41D0,xdata_reader_candidate,4,unknown,unknown,3,2,0,1,1,0,0,0,0,0,0,0,1,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0x4633,table_string_candidate,4,unknown,unknown,4,3,2,1,0,0,1,0,0,0,0,0,2,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0x8211,xdata_reader_candidate,4,unknown,unknown,1,0,1,1,2,0,0,0,0,0,0,0,0,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0x9464,xdata_reader_candidate,4,unknown,unknown,5,4,1,2,1,0,0,0,0,0,0,0,0,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0x9490,xdata_reader_candidate,4,unknown,unknown,1,0,2,1,2,0,0,0,0,0,0,0,0,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0xAF2C,xdata_reader_candidate,4,unknown,unknown,6,5,2,1,1,0,0,0,0,0,0,0,0,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0xAF44,xdata_reader_candidate,4,unknown,unknown,5,4,1,1,2,0,0,0,1,0,0,0,0,checksum_error_limits_confidence
ppkp2019 a02.PZU,false,checksum_error,0x473A,xdata_reader_candidate,3,unknown,unknown,1,0,1,1,0,0,0,0,0,0,0,0,2,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0x48C3,xdata_reader_candidate,3,unknown,unknown,4,3,2,3,0,0,0,0,0,0,0,0,4,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0x48EF,xdata_reader_candidate,3,unknown,unknown,3,2,1,3,0,0,0,0,0,0,0,0,4,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0x4940,xdata_reader_candidate,3,unknown,unknown,3,2,3,1,0,0,0,0,0,0,0,0,4,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0x4CA6,xdata_reader_candidate,3,unknown,unknown,5,4,1,3,0,0,0,0,0,0,0,0,6,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0x6C1C,xdata_reader_candidate,3,unknown,unknown,1,0,4,1,0,0,0,0,0,0,0,0,2,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0x6C26,xdata_reader_candidate,3,unknown,unknown,5,4,2,1,0,0,0,0,0,0,0,0,3,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0x6C49,xdata_reader_candidate,3,unknown,unknown,1,0,4,0,1,0,0,0,0,0,0,0,0,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0x9489,xdata_writer_candidate,3,unknown,unknown,1,0,3,0,0,1,0,0,0,0,0,0,0,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0x94D0,xdata_reader_candidate,3,unknown,unknown,1,0,1,1,0,0,0,0,0,0,0,0,1,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0x94D6,xdata_reader_candidate,3,unknown,unknown,3,2,1,2,0,0,0,0,0,0,0,0,1,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0x9618,xdata_reader_candidate,3,unknown,unknown,7,6,1,1,0,0,0,0,0,0,0,0,1,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0xA1CD,xdata_reader_candidate,3,unknown,unknown,1,0,1,1,0,0,0,0,0,0,0,0,1,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0xA1F4,xdata_reader_candidate,3,unknown,unknown,6,5,6,1,0,0,0,0,0,0,0,0,2,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0xA757,xdata_reader_candidate,3,unknown,unknown,1,0,2,1,0,0,0,0,0,0,0,0,2,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0xB7C5,xdata_reader_candidate,3,unknown,unknown,3,2,0,0,1,0,0,0,0,0,0,0,1,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0xB7EB,xdata_reader_candidate,3,unknown,unknown,3,2,0,0,1,0,0,0,0,0,0,0,1,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0xB811,xdata_reader_candidate,3,unknown,unknown,3,2,0,0,1,0,0,0,0,0,0,0,1,checksum_error_limits_confidence;no_rtos_cluster_hits
ppkp2019 a02.PZU,false,checksum_error,0x4BBE,call_hub_candidate,2,unknown,unknown,1,0,2,7,0,0,0,0,0,0,0,0,0,checksum_error_limits_confidence;no_rtos_cluster_hits
