file,branch,code_addr,opcode_hex,mnemonic,operands,length,target_addr,fallthrough_addr,is_reachable,source,confidence
A03_26.PZU,A03_A04,0x6C64,EA,MOV,"A,R2",1,,0x6C65,True,flow,high
A03_26.PZU,A03_A04,0x6C65,70 06,JNZ,+6,2,0x6C6D,0x6C67,True,flow,high
A03_26.PZU,A03_A04,0x6C67,EB,MOV,"A,R3",1,,0x6C68,True,flow,high
A03_26.PZU,A03_A04,0x6C68,60 06,JZ,+6,2,0x6C70,0x6C6A,True,flow,high
A03_26.PZU,A03_A04,0x6C6A,1B,DEC,R3,1,,0x6C6B,True,flow,high
A03_26.PZU,A03_A04,0x6C6B,7A 3C,MOV,"R2,#0x3C",2,,0x6C6D,True,flow,high
A03_26.PZU,A03_A04,0x6C6D,1A,DEC,R2,1,,0x6C6E,True,flow,high
A03_26.PZU,A03_A04,0x6C6E,80 E1,SJMP,-31,2,0x6C51,,True,flow,high
A03_26.PZU,A03_A04,0x8FC0,90 30 00,MOV,"DPTR,#0x3000",3,,0x8FC3,True,flow,high
A03_26.PZU,A03_A04,0x8FC3,F0,MOVX,"@DPTR,A",1,,0x8FC4,True,flow,high
A03_26.PZU,A03_A04,0x8FC4,90 4F CE,MOV,"DPTR,#0x4FCE",3,,0x8FC7,True,flow,high
A03_26.PZU,A03_A04,0x8FC7,E0,MOVX,"A,@DPTR",1,,0x8FC8,True,flow,high
A03_26.PZU,A03_A04,0x8FC8,D2 E4,SETB,0xE4,2,,0x8FCA,True,flow,high
A03_26.PZU,A03_A04,0x8FCA,F0,MOVX,"@DPTR,A",1,,0x8FCB,True,flow,high
A03_26.PZU,A03_A04,0x8FCB,22,RET,,1,,,True,flow,high
A03_26.PZU,A03_A04,0x93F0,EB,MOV,"A,R3",1,,0x93F1,True,flow,high
A03_26.PZU,A03_A04,0x93F1,71 81,UNK,,2,,0x93F3,True,flow,medium
A03_26.PZU,A03_A04,0x93F3,60 0D,JZ,+13,2,0x9402,0x93F5,True,flow,high
A03_26.PZU,A03_A04,0x93F5,90 31 64,MOV,"DPTR,#0x3164",3,,0x93F8,True,flow,high
A03_26.PZU,A03_A04,0x8F07,05 F0,INC,0xF0,2,,0x8F09,True,flow,high
A03_26.PZU,A03_A04,0x8F09,13,UNK,,1,,0x8F0A,True,flow,medium
A03_26.PZU,A03_A04,0x8F0A,50 FB,JNC,-5,2,0x8F07,0x8F0C,True,flow,high
A03_26.PZU,A03_A04,0x8F0C,E5 F0,MOV,"A,0xF0",2,,0x8F0E,True,flow,high
A03_26.PZU,A03_A04,0x8F0E,22,RET,,1,,,True,flow,high
A03_26.PZU,A03_A04,0x6DC7,90 32 90,MOV,"DPTR,#0x3290",3,,0x6DCA,True,flow,high
A03_26.PZU,A03_A04,0x6DCA,80 E8,SJMP,-24,2,0x6DB4,,True,flow,high
A03_26.PZU,A03_A04,0x803C,E8,MOV,"A,R0",1,,0x803D,True,flow,high
A03_26.PZU,A03_A04,0x803D,8A F0,UNK,,2,,0x803F,True,flow,medium
A03_26.PZU,A03_A04,0x803F,90 7E 97,MOV,"DPTR,#0x7E97",3,,0x8042,True,flow,high
A03_26.PZU,A03_A04,0x8042,12 70 99,LCALL,0x7099,3,0x7099,0x8045,True,flow,high
A03_26.PZU,A03_A04,0x8045,FB,MOV,"R3,A",1,,0x8046,True,flow,high
A03_26.PZU,A03_A04,0x8046,90 32 95,MOV,"DPTR,#0x3295",3,,0x8049,True,flow,high
A03_26.PZU,A03_A04,0x8049,E0,MOVX,"A,@DPTR",1,,0x804A,True,flow,high
A03_26.PZU,A03_A04,0x804A,4B F0,UNK,,2,,0x804C,True,flow,medium
A03_26.PZU,A03_A04,0x804C,EA,MOV,"A,R2",1,,0x804D,True,flow,high
A03_26.PZU,A03_A04,0x804D,69 60,UNK,,2,,0x804F,True,flow,medium
A03_26.PZU,A03_A04,0x804F,73 12,UNK,,2,,0x8051,True,flow,medium
A03_26.PZU,A03_A04,0x8051,69 2B,UNK,,2,,0x8053,True,flow,medium
A03_26.PZU,A03_A04,0x8053,90 4E 0E,MOV,"DPTR,#0x4E0E",3,,0x8056,True,flow,high
A03_26.PZU,A03_A04,0x8056,12 68 E6,LCALL,0x68E6,3,0x68E6,0x8059,True,flow,high
A03_26.PZU,A03_A04,0x8059,12 6D 83,LCALL,0x6D83,3,0x6D83,0x805C,True,flow,high
A03_26.PZU,A03_A04,0x805C,12 69 3B,LCALL,0x693B,3,0x693B,0x805F,True,flow,high
A03_26.PZU,A03_A04,0x805F,12 68 F9,LCALL,0x68F9,3,0x68F9,0x8062,True,flow,high
A03_26.PZU,A03_A04,0x8062,EB,MOV,"A,R3",1,,0x8063,True,flow,high
A03_26.PZU,A03_A04,0x8063,64 04,XRL,"A,#0x04",2,,0x8065,True,flow,high
A03_26.PZU,A03_A04,0x8065,12 94 24,LCALL,0x9424,3,0x9424,0x8068,True,flow,high
A03_26.PZU,A03_A04,0x8068,90 33 15,MOV,"DPTR,#0x3315",3,,0x806B,True,flow,high
A03_26.PZU,A03_A04,0x806B,8F F0,UNK,,2,,0x806D,True,flow,medium
A03_26.PZU,A03_A04,0x806D,12 69 C6,LCALL,0x69C6,3,0x69C6,0x8070,True,flow,high
A03_26.PZU,A03_A04,0x8070,BA 0F 02,CJNE,"R2,#0x0F,+2",3,0x8075,0x8073,True,flow,high
A03_26.PZU,A03_A04,0x8073,80 35,SJMP,+53,2,0x80AA,,True,flow,high
A03_26.PZU,A03_A04,0x80FC,22,RET,,1,,,True,flow,high
A03_26.PZU,A03_A04,0x80E5,90 32 9E,MOV,"DPTR,#0x329E",3,,0x80E8,True,flow,high
A03_26.PZU,A03_A04,0x80E8,E0,MOVX,"A,@DPTR",1,,0x80E9,True,flow,high
A03_26.PZU,A03_A04,0x80E9,B4 02 10,CJNE,"A,#0x02,+16",3,0x80FC,0x80EC,True,flow,high
A03_26.PZU,A03_A04,0x80EC,78 20,MOV,"R0,#0x20",2,,0x80EE,True,flow,high
A03_26.PZU,A03_A04,0x80EE,90 33 15,MOV,"DPTR,#0x3315",3,,0x80F1,True,flow,high
A03_26.PZU,A03_A04,0x80F1,E0,MOVX,"A,@DPTR",1,,0x80F2,True,flow,high
A03_26.PZU,A03_A04,0x80F2,70 08,JNZ,+8,2,0x80FC,0x80F4,True,flow,high
A03_26.PZU,A03_A04,0x80F4,A3,INC,DPTR,1,,0x80F5,True,flow,high
A03_26.PZU,A03_A04,0x80F5,D8 FA,DJNZ,"R0,-6",2,0x80F1,0x80F7,True,flow,high
A03_26.PZU,A03_A04,0x80F7,90 32 9E,MOV,"DPTR,#0x329E",3,,0x80FA,True,flow,high
A03_26.PZU,A03_A04,0x80FA,E4,UNK,,1,,0x80FB,True,flow,medium
A03_26.PZU,A03_A04,0x80FB,F0,MOVX,"@DPTR,A",1,,0x80FC,True,flow,high
A03_26.PZU,A03_A04,0x88D8,E5 01,MOV,"A,0x01",2,,0x88DA,True,flow,high
A03_26.PZU,A03_A04,0x88DA,F0,MOVX,"@DPTR,A",1,,0x88DB,True,flow,high
A03_26.PZU,A03_A04,0x88DB,A3,INC,DPTR,1,,0x88DC,True,flow,high
A03_26.PZU,A03_A04,0x88DC,E5 02,MOV,"A,0x02",2,,0x88DE,True,flow,high
A03_26.PZU,A03_A04,0x88DE,F0,MOVX,"@DPTR,A",1,,0x88DF,True,flow,high
A03_26.PZU,A03_A04,0x88DF,A3,INC,DPTR,1,,0x88E0,True,flow,high
A03_26.PZU,A03_A04,0x88E0,E5 03,MOV,"A,0x03",2,,0x88E2,True,flow,high
A03_26.PZU,A03_A04,0x88E2,F0,MOVX,"@DPTR,A",1,,0x88E3,True,flow,high
A03_26.PZU,A03_A04,0x88E3,90 32 98,MOV,"DPTR,#0x3298",3,,0x88E6,True,flow,high
A03_26.PZU,A03_A04,0x88E6,E0,MOVX,"A,@DPTR",1,,0x88E7,True,flow,high
A03_26.PZU,A03_A04,0x88E7,D2 E3,SETB,0xE3,2,,0x88E9,True,flow,high
A03_26.PZU,A03_A04,0x88E9,F0,MOVX,"@DPTR,A",1,,0x88EA,True,flow,high
A03_26.PZU,A03_A04,0x88EA,22,RET,,1,,,True,flow,high
A03_26.PZU,A03_A04,0x8973,90 32 99,MOV,"DPTR,#0x3299",3,,0x8976,True,flow,high
A03_26.PZU,A03_A04,0x8976,E0,MOVX,"A,@DPTR",1,,0x8977,True,flow,high
A03_26.PZU,A03_A04,0x8977,70 05,JNZ,+5,2,0x897E,0x8979,True,flow,high
A03_26.PZU,A03_A04,0x8979,12 89 EE,LCALL,0x89EE,3,0x89EE,0x897C,True,flow,high
A03_26.PZU,A03_A04,0x897C,80 62,SJMP,+98,2,0x89E0,,True,flow,high
A03_26.PZU,A03_A04,0x891D,90 4D B6,MOV,"DPTR,#0x4DB6",3,,0x8920,True,flow,high
A03_26.PZU,A03_A04,0x8920,74 01,MOV,"A,#0x01",2,,0x8922,True,flow,high
A03_26.PZU,A03_A04,0x8922,F0,MOVX,"@DPTR,A",1,,0x8923,True,flow,high
A03_26.PZU,A03_A04,0x8923,90 4D B7,MOV,"DPTR,#0x4DB7",3,,0x8926,True,flow,high
A03_26.PZU,A03_A04,0x8926,74 02,MOV,"A,#0x02",2,,0x8928,True,flow,high
A03_26.PZU,A03_A04,0x8928,F0,MOVX,"@DPTR,A",1,,0x8929,True,flow,high
A03_26.PZU,A03_A04,0x8929,90 32 99,MOV,"DPTR,#0x3299",3,,0x892C,True,flow,high
A03_26.PZU,A03_A04,0x892C,E0,MOVX,"A,@DPTR",1,,0x892D,True,flow,high
A03_26.PZU,A03_A04,0x892D,70 2A,JNZ,+42,2,0x8959,0x892F,True,flow,high
A03_26.PZU,A03_A04,0x892F,90 4F D8,MOV,"DPTR,#0x4FD8",3,,0x8932,True,flow,high
A03_26.PZU,A03_A04,0x8932,E0,MOVX,"A,@DPTR",1,,0x8933,True,flow,high
A03_26.PZU,A03_A04,0x8933,B4 01 0A,CJNE,"A,#0x01,+10",3,0x8940,0x8936,True,flow,high
A03_26.PZU,A03_A04,0x8936,A3,INC,DPTR,1,,0x8937,True,flow,high
A03_26.PZU,A03_A04,0x8937,E0,MOVX,"A,@DPTR",1,,0x8938,True,flow,high
A03_26.PZU,A03_A04,0x8938,90 32 9C,MOV,"DPTR,#0x329C",3,,0x893B,True,flow,high
A03_26.PZU,A03_A04,0x893B,F0,MOVX,"@DPTR,A",1,,0x893C,True,flow,high
A03_26.PZU,A03_A04,0x893C,90 32 9D,MOV,"DPTR,#0x329D",3,,0x893F,True,flow,high
A03_26.PZU,A03_A04,0x893F,F0,MOVX,"@DPTR,A",1,,0x8940,True,flow,high
A03_26.PZU,A03_A04,0x8940,90 32 99,MOV,"DPTR,#0x3299",3,,0x8943,True,flow,high
A03_26.PZU,A03_A04,0x8943,74 01,MOV,"A,#0x01",2,,0x8945,True,flow,high
A03_26.PZU,A03_A04,0x8945,F0,MOVX,"@DPTR,A",1,,0x8946,True,flow,high
A03_26.PZU,A03_A04,0x8946,80 23,SJMP,+35,2,0x896B,,True,flow,high
A03_26.PZU,A03_A04,0x8ECF,90 00 11,MOV,"DPTR,#0x0011",3,,0x8ED2,True,flow,high
A03_26.PZU,A03_A04,0x8ED2,E0,MOVX,"A,@DPTR",1,,0x8ED3,True,flow,high
A03_26.PZU,A03_A04,0x8ED3,70 E2,JNZ,-30,2,0x8EB7,0x8ED5,True,flow,high
A03_26.PZU,A03_A04,0x8ED5,90 00 13,MOV,"DPTR,#0x0013",3,,0x8ED8,True,flow,high
A03_26.PZU,A03_A04,0x8ED8,E0,MOVX,"A,@DPTR",1,,0x8ED9,True,flow,high
A03_26.PZU,A03_A04,0x8ED9,70 DC,JNZ,-36,2,0x8EB7,0x8EDB,True,flow,high
A03_26.PZU,A03_A04,0x8EDB,90 4F CE,MOV,"DPTR,#0x4FCE",3,,0x8EDE,True,flow,high
A03_26.PZU,A03_A04,0x8EDE,E0,MOVX,"A,@DPTR",1,,0x8EDF,True,flow,high
A03_26.PZU,A03_A04,0x8EDF,30 E2 10,JNB,"0xE2,+16",3,0x8EF2,0x8EE2,True,flow,high
A03_26.PZU,A03_A04,0x8EE2,90 4E A7,MOV,"DPTR,#0x4EA7",3,,0x8EE5,True,flow,high
A03_26.PZU,A03_A04,0x8EE5,12 6B A5,LCALL,0x6BA5,3,0x6BA5,0x8EE8,True,flow,high
A03_26.PZU,A03_A04,0x8EE8,BA 03 07,CJNE,"R2,#0x03,+7",3,0x8EF2,0x8EEB,True,flow,high
A03_26.PZU,A03_A04,0x8EEB,90 4F CE,MOV,"DPTR,#0x4FCE",3,,0x8EEE,True,flow,high
A03_26.PZU,A03_A04,0x8EEE,E0,MOVX,"A,@DPTR",1,,0x8EEF,True,flow,high
A03_26.PZU,A03_A04,0x8EEF,C2 E2,CLR,0xE2,2,,0x8EF1,True,flow,high
A03_26.PZU,A03_A04,0x8EF1,F0,MOVX,"@DPTR,A",1,,0x8EF2,True,flow,high
A03_26.PZU,A03_A04,0x8EF2,22,RET,,1,,,True,flow,high
A03_26.PZU,A03_A04,0x86E9,90 4D B8,MOV,"DPTR,#0x4DB8",3,,0x86EC,True,flow,high
A03_26.PZU,A03_A04,0x86EC,E0,MOVX,"A,@DPTR",1,,0x86ED,True,flow,high
A03_26.PZU,A03_A04,0x86ED,B5 F0 E8,CJNE,"A,0xF0,-24",3,0x86D8,0x86F0,True,flow,high
A03_26.PZU,A03_A04,0x86F0,FC,MOV,"R4,A",1,,0x86F1,True,flow,high
A03_26.PZU,A03_A04,0x86F1,90 4D B9,MOV,"DPTR,#0x4DB9",3,,0x86F4,True,flow,high
A03_26.PZU,A03_A04,0x86F4,E0,MOVX,"A,@DPTR",1,,0x86F5,True,flow,high
A03_26.PZU,A03_A04,0x86F5,12 6B 58,LCALL,0x6B58,3,0x6B58,0x86F8,True,flow,high
A03_26.PZU,A03_A04,0x86F8,B4 64 00,CJNE,"A,#0x64,+0",3,0x86FB,0x86FB,True,flow,high
A03_26.PZU,A03_A04,0x86FB,40 05,JC,+5,2,0x8702,0x86FD,True,flow,high
A03_26.PZU,A03_A04,0x86FD,90 34 15,MOV,"DPTR,#0x3415",3,,0x8700,True,flow,high
A03_26.PZU,A03_A04,0x8700,EC,MOV,"A,R4",1,,0x8701,True,flow,high
A03_26.PZU,A03_A04,0x8701,F0,MOVX,"@DPTR,A",1,,0x8702,True,flow,high
A03_26.PZU,A03_A04,0x8702,EA,MOV,"A,R2",1,,0x8703,True,flow,high
A03_26.PZU,A03_A04,0x8703,03,UNK,,1,,0x8704,True,flow,medium
A03_26.PZU,A03_A04,0x8704,03,UNK,,1,,0x8705,True,flow,medium
A03_26.PZU,A03_A04,0x8705,54 01,ANL,"A,#0x01",2,,0x8707,True,flow,high
A03_26.PZU,A03_A04,0x8707,F5 F0,MOV,"0xF0,A",2,,0x8709,True,flow,high
A03_26.PZU,A03_A04,0x8709,90 34 16,MOV,"DPTR,#0x3416",3,,0x870C,True,flow,high
A03_26.PZU,A03_A04,0x870C,E0,MOVX,"A,@DPTR",1,,0x870D,True,flow,high
A03_26.PZU,A03_A04,0x870D,B5 F0 0F,CJNE,"A,0xF0,+15",3,0x871F,0x8710,True,flow,high
A03_26.PZU,A03_A04,0x8710,E5 F0,MOV,"A,0xF0",2,,0x8712,True,flow,high
A03_26.PZU,A03_A04,0x8712,90 4D BA,MOV,"DPTR,#0x4DBA",3,,0x8715,True,flow,high
A03_26.PZU,A03_A04,0x8715,F0,MOVX,"@DPTR,A",1,,0x8716,True,flow,high
A03_26.PZU,A03_A04,0x8716,90 00 01,MOV,"DPTR,#0x0001",3,,0x8719,True,flow,high
A03_26.PZU,A03_A04,0x8719,E0,MOVX,"A,@DPTR",1,,0x871A,True,flow,high
A03_26.PZU,A03_A04,0x871A,90 4D BB,MOV,"DPTR,#0x4DBB",3,,0x871D,True,flow,high
A03_26.PZU,A03_A04,0x871D,F0,MOVX,"@DPTR,A",1,,0x871E,True,flow,high
A03_26.PZU,A03_A04,0x871E,22,RET,,1,,,True,flow,high
A03_26.PZU,A03_A04,0x86C2,D2 AF,SETB,0xAF,2,,0x86C4,True,flow,high
A03_26.PZU,A03_A04,0x86C4,22,RET,,1,,,True,flow,high
A03_26.PZU,A03_A04,0x6D8D,90 7F F2,MOV,"DPTR,#0x7FF2",3,,0x6D90,True,flow,high
A03_26.PZU,A03_A04,0x6D90,80 03,SJMP,+3,2,0x6D95,,True,flow,high
A03_26.PZU,A03_A04,0x6CB1,30 E5 03,JNB,"0xE5,+3",3,0x6CB7,0x6CB4,True,flow,high
A03_26.PZU,A03_A04,0x6C70,31 2E,UNK,,2,,0x6C72,True,flow,medium
A03_26.PZU,A03_A04,0x6C72,4A 22,UNK,,2,,0x6C74,True,flow,medium
A03_26.PZU,A03_A04,0x6C74,F0,MOVX,"@DPTR,A",1,,0x6C75,True,flow,high
A03_26.PZU,A03_A04,0x6C75,C0 30,UNK,,2,,0x6C77,True,flow,medium
A03_26.PZU,A03_A04,0x6C77,00,NOP,,1,,0x6C78,True,flow,high
A03_26.PZU,A03_A04,0x6C78,04,UNK,,1,,0x6C79,True,flow,medium
A03_26.PZU,A03_A04,0x6C79,83,UNK,,1,,0x6C7A,True,flow,medium
A03_26.PZU,A03_A04,0x6C7A,22,RET,,1,,,True,flow,high
A03_26.PZU,A03_A04,0x6DB4,E0,MOVX,"A,@DPTR",1,,0x6DB5,True,flow,high
A03_26.PZU,A03_A04,0x6DB5,75 F0 10,MOV,"0xF0,#0x10",3,,0x6DB8,True,flow,high
A03_26.PZU,A03_A04,0x6DB8,A4,UNK,,1,,0x6DB9,True,flow,medium
A03_26.PZU,A03_A04,0x6DB9,90 34 3B,MOV,"DPTR,#0x343B",3,,0x6DBC,True,flow,high
A03_26.PZU,A03_A04,0x6DBC,25 82,UNK,,2,,0x6DBE,True,flow,medium
A03_26.PZU,A03_A04,0x6DBE,F5 82,MOV,"0x82,A",2,,0x6DC0,True,flow,high
A03_26.PZU,A03_A04,0x6DC0,E5 F0,MOV,"A,0xF0",2,,0x6DC2,True,flow,high
A03_26.PZU,A03_A04,0x6DC2,35 83,UNK,,2,,0x6DC4,True,flow,medium
A03_26.PZU,A03_A04,0x6DC4,F5 83,MOV,"0x83,A",2,,0x6DC6,True,flow,high
A03_26.PZU,A03_A04,0x6DC6,22,RET,,1,,,True,flow,high
A03_26.PZU,A03_A04,0x7099,23,UNK,,1,,0x709A,True,flow,medium
A03_26.PZU,A03_A04,0x709A,12 6D 2E,LCALL,0x6D2E,3,0x6D2E,0x709D,True,flow,high
A03_26.PZU,A03_A04,0x709D,E4,UNK,,1,,0x709E,True,flow,medium
A03_26.PZU,A03_A04,0x709E,93,MOVC,"A,@A+DPTR",1,,0x709F,True,flow,high
A03_26.PZU,A03_A04,0x709F,C0 E0,UNK,,2,,0x70A1,True,flow,medium
A03_26.PZU,A03_A04,0x70A1,74 01,MOV,"A,#0x01",2,,0x70A3,True,flow,high
A03_26.PZU,A03_A04,0x70A3,93,MOVC,"A,@A+DPTR",1,,0x70A4,True,flow,high
A03_26.PZU,A03_A04,0x70A4,F5 82,MOV,"0x82,A",2,,0x70A6,True,flow,high
A03_26.PZU,A03_A04,0x70A6,D0 83,UNK,,2,,0x70A8,True,flow,medium
A03_26.PZU,A03_A04,0x70A8,E5 F0,MOV,"A,0xF0",2,,0x70AA,True,flow,high
A03_26.PZU,A03_A04,0x70AA,93,MOVC,"A,@A+DPTR",1,,0x70AB,True,flow,high
A03_26.PZU,A03_A04,0x70AB,22,RET,,1,,,True,flow,high
A03_26.PZU,A03_A04,0x6D83,90 32 90,MOV,"DPTR,#0x3290",3,,0x6D86,True,flow,high
A03_26.PZU,A03_A04,0x6D86,80 D4,SJMP,-44,2,0x6D5C,,True,flow,high
A03_26.PZU,A03_A04,0x68F9,90 50 D1,MOV,"DPTR,#0x50D1",3,,0x68FC,True,flow,high
A03_26.PZU,A03_A04,0x68FC,E0,MOVX,"A,@DPTR",1,,0x68FD,True,flow,high
A03_26.PZU,A03_A04,0x68FD,F8,MOV,"R0,A",1,,0x68FE,True,flow,high
A03_26.PZU,A03_A04,0x68FE,A3,INC,DPTR,1,,0x68FF,True,flow,high
A03_26.PZU,A03_A04,0x68FF,E0,MOVX,"A,@DPTR",1,,0x6900,True,flow,high
A03_26.PZU,A03_A04,0x6900,F9,MOV,"R1,A",1,,0x6901,True,flow,high
A03_26.PZU,A03_A04,0x6901,A3,INC,DPTR,1,,0x6902,True,flow,high
A03_26.PZU,A03_A04,0x6902,E0,MOVX,"A,@DPTR",1,,0x6903,True,flow,high
A03_26.PZU,A03_A04,0x6903,FA,MOV,"R2,A",1,,0x6904,True,flow,high
A03_26.PZU,A03_A04,0x6904,A3,INC,DPTR,1,,0x6905,True,flow,high
A03_26.PZU,A03_A04,0x6905,E0,MOVX,"A,@DPTR",1,,0x6906,True,flow,high
A03_26.PZU,A03_A04,0x6906,FB,MOV,"R3,A",1,,0x6907,True,flow,high
A03_26.PZU,A03_A04,0x6907,A3,INC,DPTR,1,,0x6908,True,flow,high
A03_26.PZU,A03_A04,0x6908,22,RET,,1,,,True,flow,high
A03_26.PZU,A03_A04,0x9424,70 02,JNZ,+2,2,0x9428,0x9426,True,flow,high
A03_26.PZU,A03_A04,0x9426,04,UNK,,1,,0x9427,True,flow,medium
A03_26.PZU,A03_A04,0x9427,22,RET,,1,,,True,flow,high
A03_26.PZU,A03_A04,0x8075,E8,MOV,"A,R0",1,,0x8076,True,flow,high
A03_26.PZU,A03_A04,0x8076,8A F0,UNK,,2,,0x8078,True,flow,medium
A03_26.PZU,A03_A04,0x8078,90 7E FC,MOV,"DPTR,#0x7EFC",3,,0x807B,True,flow,high
A03_26.PZU,A03_A04,0x807B,12 70 99,LCALL,0x7099,3,0x7099,0x807E,True,flow,high
A03_26.PZU,A03_A04,0x807E,60 2A,JZ,+42,2,0x80AA,0x8080,True,flow,high
A03_26.PZU,A03_A04,0x8080,04,UNK,,1,,0x8081,True,flow,medium
A03_26.PZU,A03_A04,0x8081,F5 F0,MOV,"0xF0,A",2,,0x8083,True,flow,high
A03_26.PZU,A03_A04,0x8083,90 32 91,MOV,"DPTR,#0x3291",3,,0x8086,True,flow,high
A03_26.PZU,A03_A04,0x8086,E0,MOVX,"A,@DPTR",1,,0x8087,True,flow,high
A03_26.PZU,A03_A04,0x8087,B5 F0 00,CJNE,"A,0xF0,+0",3,0x808A,0x808A,True,flow,high
A03_26.PZU,A03_A04,0x808A,50 1E,JNC,+30,2,0x80AA,0x808C,True,flow,high
A03_26.PZU,A03_A04,0x808C,E5 F0,MOV,"A,0xF0",2,,0x808E,True,flow,high
A03_26.PZU,A03_A04,0x808E,14,UNK,,1,,0x808F,True,flow,medium
A03_26.PZU,A03_A04,0x808F,F0,MOVX,"@DPTR,A",1,,0x8090,True,flow,high
A03_26.PZU,A03_A04,0x8090,EB,MOV,"A,R3",1,,0x8091,True,flow,high
A03_26.PZU,A03_A04,0x8091,12 8E F3,LCALL,0x8EF3,3,0x8EF3,0x8094,True,flow,high
A03_26.PZU,A03_A04,0x8094,90 7F 94,MOV,"DPTR,#0x7F94",3,,0x8097,True,flow,high
A03_26.PZU,A03_A04,0x8097,93,MOVC,"A,@A+DPTR",1,,0x8098,True,flow,high
A03_26.PZU,A03_A04,0x8098,90 32 9E,MOV,"DPTR,#0x329E",3,,0x809B,True,flow,high
A03_26.PZU,A03_A04,0x809B,F0,MOVX,"@DPTR,A",1,,0x809C,True,flow,high
A03_26.PZU,A03_A04,0x809C,90 32 90,MOV,"DPTR,#0x3290",3,,0x809F,True,flow,high
A03_26.PZU,A03_A04,0x809F,E0,MOVX,"A,@DPTR",1,,0x80A0,True,flow,high
A03_26.PZU,A03_A04,0x80A0,90 32 93,MOV,"DPTR,#0x3293",3,,0x80A3,True,flow,high
A03_26.PZU,A03_A04,0x80A3,F0,MOVX,"@DPTR,A",1,,0x80A4,True,flow,high
A03_26.PZU,A03_A04,0x80A4,12 79 53,LCALL,0x7953,3,0x7953,0x80A7,True,flow,high
A03_26.PZU,A03_A04,0x80A7,12 6B 96,LCALL,0x6B96,3,0x6B96,0x80AA,True,flow,high
A03_26.PZU,A03_A04,0x80AA,E8,MOV,"A,R0",1,,0x80AB,True,flow,high
A03_26.PZU,A03_A04,0x80AB,90 7F 9C,MOV,"DPTR,#0x7F9C",3,,0x80AE,True,flow,high
A03_26.PZU,A03_A04,0x80AE,12 70 8A,LCALL,0x708A,3,0x708A,0x80B1,True,flow,high
A03_26.PZU,A03_A04,0x80B1,EA,MOV,"A,R2",1,,0x80B2,True,flow,high
A03_26.PZU,A03_A04,0x80B2,75 F0 08,MOV,"0xF0,#0x08",3,,0x80B5,True,flow,high
A03_26.PZU,A03_A04,0x80B5,84,UNK,,1,,0x80B6,True,flow,medium
A03_26.PZU,A03_A04,0x80B6,93,MOVC,"A,@A+DPTR",1,,0x80B7,True,flow,high
A03_26.PZU,A03_A04,0x80B7,C5 F0,UNK,,2,,0x80B9,True,flow,medium
A03_26.PZU,A03_A04,0x80B9,12 6A 15,LCALL,0x6A15,3,0x6A15,0x80BC,True,flow,high
A03_26.PZU,A03_A04,0x80BC,55 F0,UNK,,2,,0x80BE,True,flow,medium
A03_26.PZU,A03_A04,0x80BE,60 03,JZ,+3,2,0x80C3,0x80C0,True,flow,high
A03_26.PZU,A03_A04,0x80C0,12 87 41,LCALL,0x8741,3,0x8741,0x80C3,True,flow,high
A03_26.PZU,A03_A04,0x897E,20 E0 0B,JB,"0xE0,+11",3,0x898C,0x8981,True,flow,high
A03_26.PZU,A03_A04,0x8981,20 E1 1D,JB,"0xE1,+29",3,0x89A1,0x8984,True,flow,high
A03_26.PZU,A03_A04,0x8984,20 E2 2F,JB,"0xE2,+47",3,0x89B6,0x8987,True,flow,high
A03_26.PZU,A03_A04,0x8987,20 E3 41,JB,"0xE3,+65",3,0x89CB,0x898A,True,flow,high
A03_26.PZU,A03_A04,0x898A,80 4E,SJMP,+78,2,0x89DA,,True,flow,high
A03_26.PZU,A03_A04,0x89EE,7A 09,MOV,"R2,#0x09",2,,0x89F0,True,flow,high
A03_26.PZU,A03_A04,0x89F0,7B 08,MOV,"R3,#0x08",2,,0x89F2,True,flow,high
A03_26.PZU,A03_A04,0x89F2,7C 00,MOV,"R4,#0x00",2,,0x89F4,True,flow,high
A03_26.PZU,A03_A04,0x89F4,7D 23,MOV,"R5,#0x23",2,,0x89F6,True,flow,high
A03_26.PZU,A03_A04,0x89F6,12 8A 5E,LCALL,0x8A5E,3,0x8A5E,0x89F9,True,flow,high
A03_26.PZU,A03_A04,0x89F9,A3,INC,DPTR,1,,0x89FA,True,flow,high
A03_26.PZU,A03_A04,0x89FA,74 01,MOV,"A,#0x01",2,,0x89FC,True,flow,high
A03_26.PZU,A03_A04,0x89FC,F0,MOVX,"@DPTR,A",1,,0x89FD,True,flow,high
A03_26.PZU,A03_A04,0x89FD,22,RET,,1,,,True,flow,high
A03_26.PZU,A03_A04,0x89E0,90 4F D1,MOV,"DPTR,#0x4FD1",3,,0x89E3,True,flow,high
A03_26.PZU,A03_A04,0x89E3,12 01 27,LCALL,0x0127,3,,0x89E6,True,flow,high
A03_26.PZU,A03_A04,0x89E6,90 32 98,MOV,"DPTR,#0x3298",3,,0x89E9,True,flow,high
A03_26.PZU,A03_A04,0x89E9,E0,MOVX,"A,@DPTR",1,,0x89EA,True,flow,high
A03_26.PZU,A03_A04,0x89EA,D2 E7,SETB,0xE7,2,,0x89EC,True,flow,high
A03_26.PZU,A03_A04,0x89EC,F0,MOVX,"@DPTR,A",1,,0x89ED,True,flow,high
A03_26.PZU,A03_A04,0x89ED,22,RET,,1,,,True,flow,high
