file,branch,code_addr,opcode_hex,mnemonic,operands,length,target_addr,fallthrough_addr,is_reachable,source,confidence
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4100,75 4E E2,MOV,"0x4E,#0xE2",3,,0x4103,True,entry_vector,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4103,75 4F 2E,MOV,"0x4F,#0x2E",3,,0x4106,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4106,90 00 30,MOV,"DPTR,#0x0030",3,,0x4109,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4109,E0,MOVX,"A,@DPTR",1,,0x410A,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x410A,FF,MOV,"R7,A",1,,0x410B,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x410B,A3,INC,DPTR,1,,0x410C,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x410C,E0,MOVX,"A,@DPTR",1,,0x410D,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x410D,FE,MOV,"R6,A",1,,0x410E,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x410E,8E 83,UNK,,2,,0x4110,True,flow,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4110,8F 82,UNK,,2,,0x4112,True,flow,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4112,E0,MOVX,"A,@DPTR",1,,0x4113,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4113,B4 FF 03,CJNE,"A,#0xFF,+3",3,0x4119,0x4116,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4116,02 41 5F,LJMP,0x415F,3,0x415F,,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4176,90 00 35,MOV,"DPTR,#0x0035",3,,0x4179,True,entry_vector,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4179,E0,MOVX,"A,@DPTR",1,,0x417A,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x417A,54 0F,ANL,"A,#0x0F",2,,0x417C,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x417C,F5 F0,MOV,"0xF0,A",2,,0x417E,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x417E,A3,INC,DPTR,1,,0x417F,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x417F,E0,MOVX,"A,@DPTR",1,,0x4180,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4180,54 0F,ANL,"A,#0x0F",2,,0x4182,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4182,23,UNK,,1,,0x4183,True,flow,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4183,C3,UNK,,1,,0x4184,True,flow,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4184,95 F0,UNK,,2,,0x4186,True,flow,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4186,40 47,JC,+71,2,0x41CF,0x4188,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4188,C2 00,CLR,0x00,2,,0x418A,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x418A,90 2F 25,MOV,"DPTR,#0x2F25",3,,0x418D,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x418D,E0,MOVX,"A,@DPTR",1,,0x418E,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x418E,24 C8,ADD,"A,#0xC8",2,,0x4190,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4190,FF,MOV,"R7,A",1,,0x4191,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4191,90 2F 24,MOV,"DPTR,#0x2F24",3,,0x4194,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4194,E0,MOVX,"A,@DPTR",1,,0x4195,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4195,34 00,ADDC,"A,#0x00",2,,0x4197,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4197,FE,MOV,"R6,A",1,,0x4198,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4198,C3,UNK,,1,,0x4199,True,flow,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4199,EF,MOV,"A,R7",1,,0x419A,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x419A,94 E8,SUBB,"A,#0xE8",2,,0x419C,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x419C,FD,MOV,"R5,A",1,,0x419D,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x419D,EE,MOV,"A,R6",1,,0x419E,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x419E,94 03,SUBB,"A,#0x03",2,,0x41A0,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41A0,FC,MOV,"R4,A",1,,0x41A1,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41A1,50 0F,JNC,+15,2,0x41B2,0x41A3,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41A3,90 2F 24,MOV,"DPTR,#0x2F24",3,,0x41A6,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41A6,C2 AF,CLR,0xAF,2,,0x41A8,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41A8,EE,MOV,"A,R6",1,,0x41A9,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41A9,F0,MOVX,"@DPTR,A",1,,0x41AA,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41AA,A3,INC,DPTR,1,,0x41AB,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41AB,EF,MOV,"A,R7",1,,0x41AC,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41AC,F0,MOVX,"@DPTR,A",1,,0x41AD,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41AD,D2 AF,SETB,0xAF,2,,0x41AF,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41AF,02 41 CD,LJMP,0x41CD,3,0x41CD,,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41D0,12 41 E8,LCALL,0x41E8,3,0x41E8,0x41D3,True,entry_vector,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41D3,90 00 35,MOV,"DPTR,#0x0035",3,,0x41D6,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41D6,E0,MOVX,"A,@DPTR",1,,0x41D7,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41D7,54 0F,ANL,"A,#0x0F",2,,0x41D9,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41D9,F5 F0,MOV,"0xF0,A",2,,0x41DB,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41DB,A3,INC,DPTR,1,,0x41DC,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41DC,E0,MOVX,"A,@DPTR",1,,0x41DD,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41DD,54 0F,ANL,"A,#0x0F",2,,0x41DF,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41DF,23,UNK,,1,,0x41E0,True,flow,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41E0,C3,UNK,,1,,0x41E1,True,flow,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41E1,95 F0,UNK,,2,,0x41E3,True,flow,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41E3,40 02,JC,+2,2,0x41E7,0x41E5,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41E5,C2 01,CLR,0x01,2,,0x41E7,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41E7,22,RET,,1,,,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4933,90 00 35,MOV,"DPTR,#0x0035",3,,0x4936,True,entry_vector,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4936,E0,MOVX,"A,@DPTR",1,,0x4937,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4937,54 0F,ANL,"A,#0x0F",2,,0x4939,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4939,F5 F0,MOV,"0xF0,A",2,,0x493B,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x493B,A3,INC,DPTR,1,,0x493C,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x493C,E0,MOVX,"A,@DPTR",1,,0x493D,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x493D,54 0F,ANL,"A,#0x0F",2,,0x493F,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x493F,23,UNK,,1,,0x4940,True,flow,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4940,C3,UNK,,1,,0x4941,True,flow,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4941,95 F0,UNK,,2,,0x4943,True,flow,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4943,40 02,JC,+2,2,0x4947,0x4945,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4945,C2 02,CLR,0x02,2,,0x4947,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4947,E4,UNK,,1,,0x4948,True,flow,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4948,52 A0,UNK,,2,,0x494A,True,flow,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x494A,D0 E0,UNK,,2,,0x494C,True,flow,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x494C,42 A0,UNK,,2,,0x494E,True,flow,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x494E,D0 F0,UNK,,2,,0x4950,True,flow,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4950,D0 D0,UNK,,2,,0x4952,True,flow,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4952,D0 E0,UNK,,2,,0x4954,True,flow,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4954,D0 82,UNK,,2,,0x4956,True,flow,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4956,D0 83,UNK,,2,,0x4958,True,flow,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4958,32,RETI,,1,,,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4959,90 00 35,MOV,"DPTR,#0x0035",3,,0x495C,True,entry_vector,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x495C,E0,MOVX,"A,@DPTR",1,,0x495D,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x495D,54 0F,ANL,"A,#0x0F",2,,0x495F,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x495F,F5 F0,MOV,"0xF0,A",2,,0x4961,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4961,A3,INC,DPTR,1,,0x4962,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4962,E0,MOVX,"A,@DPTR",1,,0x4963,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4963,54 0F,ANL,"A,#0x0F",2,,0x4965,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4965,23,UNK,,1,,0x4966,True,flow,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4966,C3,UNK,,1,,0x4967,True,flow,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4967,95 F0,UNK,,2,,0x4969,True,flow,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4969,40 02,JC,+2,2,0x496D,0x496B,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x496B,C2 03,CLR,0x03,2,,0x496D,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x496D,E4,UNK,,1,,0x496E,True,flow,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x496E,52 A0,UNK,,2,,0x4970,True,flow,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4970,D0 E0,UNK,,2,,0x4972,True,flow,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4972,42 A0,UNK,,2,,0x4974,True,flow,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4974,D0 F0,UNK,,2,,0x4976,True,flow,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4976,D0 D0,UNK,,2,,0x4978,True,flow,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4978,D0 E0,UNK,,2,,0x497A,True,flow,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x497A,D0 82,UNK,,2,,0x497C,True,flow,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x497C,D0 83,UNK,,2,,0x497E,True,flow,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x497E,32,RETI,,1,,,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x497F,90 00 35,MOV,"DPTR,#0x0035",3,,0x4982,True,entry_vector,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4982,E0,MOVX,"A,@DPTR",1,,0x4983,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4983,54 0F,ANL,"A,#0x0F",2,,0x4985,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4985,F5 F0,MOV,"0xF0,A",2,,0x4987,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4987,A3,INC,DPTR,1,,0x4988,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4988,E0,MOVX,"A,@DPTR",1,,0x4989,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4989,54 0F,ANL,"A,#0x0F",2,,0x498B,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x498B,23,UNK,,1,,0x498C,True,flow,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x498C,C3,UNK,,1,,0x498D,True,flow,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x498D,95 F0,UNK,,2,,0x498F,True,flow,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x498F,40 02,JC,+2,2,0x4993,0x4991,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4991,C2 04,CLR,0x04,2,,0x4993,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4993,22,RET,,1,,,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4119,B4 02 35,CJNE,"A,#0x02,+53",3,0x4151,0x411C,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x411C,A3,INC,DPTR,1,,0x411D,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x411D,A3,INC,DPTR,1,,0x411E,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x411E,E0,MOVX,"A,@DPTR",1,,0x411F,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x411F,FF,MOV,"R7,A",1,,0x4120,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4120,A3,INC,DPTR,1,,0x4121,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4121,E0,MOVX,"A,@DPTR",1,,0x4122,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4122,FE,MOV,"R6,A",1,,0x4123,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4123,8E 82,UNK,,2,,0x4125,True,flow,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4125,8F 83,UNK,,2,,0x4127,True,flow,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4127,E0,MOVX,"A,@DPTR",1,,0x4128,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4128,B4 00 03,CJNE,"A,#0x00,+3",3,0x412E,0x412B,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x412B,02 41 5F,LJMP,0x415F,3,0x415F,,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x415F,D2 01,SETB,0x01,2,,0x4161,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4161,D2 00,SETB,0x00,2,,0x4163,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4163,D2 02,SETB,0x02,2,,0x4165,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4165,D2 03,SETB,0x03,2,,0x4167,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4167,D2 04,SETB,0x04,2,,0x4169,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4169,90 2F 22,MOV,"DPTR,#0x2F22",3,,0x416C,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x416C,74 00,MOV,"A,#0x00",2,,0x416E,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x416E,F0,MOVX,"@DPTR,A",1,,0x416F,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x416F,A3,INC,DPTR,1,,0x4170,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4170,F0,MOVX,"@DPTR,A",1,,0x4171,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4171,A3,INC,DPTR,1,,0x4172,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4172,F0,MOVX,"@DPTR,A",1,,0x4173,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4173,A3,INC,DPTR,1,,0x4174,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4174,F0,MOVX,"@DPTR,A",1,,0x4175,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4175,22,RET,,1,,,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41CF,22,RET,,1,,,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41B2,90 2F 24,MOV,"DPTR,#0x2F24",3,,0x41B5,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41B5,EC,MOV,"A,R4",1,,0x41B6,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41B6,C2 AF,CLR,0xAF,2,,0x41B8,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41B8,F0,MOVX,"@DPTR,A",1,,0x41B9,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41B9,A3,INC,DPTR,1,,0x41BA,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41BA,ED,MOV,"A,R5",1,,0x41BB,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41BB,F0,MOVX,"@DPTR,A",1,,0x41BC,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41BC,90 2F 23,MOV,"DPTR,#0x2F23",3,,0x41BF,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41BF,E0,MOVX,"A,@DPTR",1,,0x41C0,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41C0,24 01,ADD,"A,#0x01",2,,0x41C2,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41C2,F0,MOVX,"@DPTR,A",1,,0x41C3,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41C3,50 08,JNC,+8,2,0x41CD,0x41C5,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41C5,90 2F 22,MOV,"DPTR,#0x2F22",3,,0x41C8,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41C8,E0,MOVX,"A,@DPTR",1,,0x41C9,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41C9,04,UNK,,1,,0x41CA,True,flow,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41CA,C2 E7,CLR,0xE7,2,,0x41CC,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41CC,F0,MOVX,"@DPTR,A",1,,0x41CD,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41CD,D2 AF,SETB,0xAF,2,,0x41CF,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41E8,A2 01,MOV,"C,0x01",2,,0x41EA,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41EA,50 0A,JNC,+10,2,0x41F6,0x41EC,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41EC,7E 00,MOV,"R6,#0x00",2,,0x41EE,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41EE,7F 00,MOV,"R7,#0x00",2,,0x41F0,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41F0,90 45 75,MOV,"DPTR,#0x4575",3,,0x41F3,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41F3,EE,MOV,"A,R6",1,,0x41F4,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41F4,F0,MOVX,"@DPTR,A",1,,0x41F5,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41F5,D3,UNK,,1,,0x41F6,True,flow,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41F6,D3,UNK,,1,,0x41F7,True,flow,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41F7,C2 AF,CLR,0xAF,2,,0x41F9,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41F9,D2 AF,SETB,0xAF,2,,0x41FB,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41FB,D3,UNK,,1,,0x41FC,True,flow,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41FC,C2 AF,CLR,0xAF,2,,0x41FE,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x41FE,90 00 05,MOV,"DPTR,#0x0005",3,,0x4201,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4201,12 7B D2,LCALL,0x7BD2,3,0x7BD2,0x4204,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4204,D2 AF,SETB,0xAF,2,,0x4206,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4206,90 43 43,MOV,"DPTR,#0x4343",3,,0x4209,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4209,12 7C 46,LCALL,0x7C46,3,0x7C46,0x420C,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x420C,02 5C F4,LJMP,0x5CF4,3,0x5CF4,,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4151,74 08,MOV,"A,#0x08",2,,0x4153,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4153,25 82,UNK,,2,,0x4155,True,flow,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4155,F5 82,MOV,"0x82,A",2,,0x4157,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4157,74 00,MOV,"A,#0x00",2,,0x4159,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4159,35 83,UNK,,2,,0x415B,True,flow,medium
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x415B,F5 83,MOV,"0x83,A",2,,0x415D,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x415D,80 B3,SJMP,-77,2,0x4112,,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x412E,B4 0A 0B,CJNE,"A,#0x0A,+11",3,0x413C,0x4131,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4131,A3,INC,DPTR,1,,0x4132,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4132,A3,INC,DPTR,1,,0x4133,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4133,A3,INC,DPTR,1,,0x4134,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4134,A3,INC,DPTR,1,,0x4135,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4135,E0,MOVX,"A,@DPTR",1,,0x4136,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4136,D2 E0,SETB,0xE0,2,,0x4138,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4138,F0,MOVX,"@DPTR,A",1,,0x4139,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x4139,02 41 5F,LJMP,0x415F,3,0x415F,,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x7BD2,E0,MOVX,"A,@DPTR",1,,0x7BD3,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x7BD3,F8,MOV,"R0,A",1,,0x7BD4,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x7BD4,A3,INC,DPTR,1,,0x7BD5,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x7BD5,E0,MOVX,"A,@DPTR",1,,0x7BD6,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x7BD6,F9,MOV,"R1,A",1,,0x7BD7,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x7BD7,A3,INC,DPTR,1,,0x7BD8,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x7BD8,E0,MOVX,"A,@DPTR",1,,0x7BD9,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x7BD9,FA,MOV,"R2,A",1,,0x7BDA,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x7BDA,A3,INC,DPTR,1,,0x7BDB,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x7BDB,E0,MOVX,"A,@DPTR",1,,0x7BDC,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x7BDC,FB,MOV,"R3,A",1,,0x7BDD,True,flow,high
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x7BDD,A3,INC,DPTR,1,,0x7BDE,True,flow,high
